"response_id","type","frequency"
"GEN24_1036738","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1036738","Rude behaviour from locals","1 - Never"
"GEN24_1036738","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1036741","Crime or theft","1 - Never"
"GEN24_1036741","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1036741","Litter/waste on the streets","1 - Never"
"GEN24_1036741","Overcrowded sightseeing spot","Don't know/ Not applicable"
"GEN24_1036741","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1036741","Rude behaviour from locals","1 - Never"
"GEN24_1036741","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","2 - Sometimes"
"GEN24_1036742","Crime or theft","1 - Never"
"GEN24_1036742","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1036742","Litter/waste on the streets","1 - Never"
"GEN24_1036742","Overcrowded sightseeing spot","1 - Never"
"GEN24_1036742","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1036742","Rude behaviour from locals","1 - Never"
"GEN24_1036742","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1036748","Crime or theft","1 - Never"
"GEN24_1036748","Dangerous driving, including speeding and drink driving","2 - Sometimes"
"GEN24_1036748","Litter/waste on the streets","2 - Sometimes"
"GEN24_1036748","Overcrowded sightseeing spot","1 - Never"
"GEN24_1036748","Overcrowded vehicle parking lot","2 - Sometimes"
"GEN24_1036748","Rude behaviour from locals","1 - Never"
"GEN24_1036748","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1036755","Crime or theft","1 - Never"
"GEN24_1036755","Dangerous driving, including speeding and drink driving","2 - Sometimes"
"GEN24_1036755","Litter/waste on the streets","1 - Never"
"GEN24_1036755","Overcrowded sightseeing spot","1 - Never"
"GEN24_1036755","Overcrowded vehicle parking lot","2 - Sometimes"
"GEN24_1036755","Rude behaviour from locals","1 - Never"
"GEN24_1036755","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1036768","Crime or theft","2 - Sometimes"
"GEN24_1036768","Dangerous driving, including speeding and drink driving","2 - Sometimes"
"GEN24_1036768","Litter/waste on the streets","2 - Sometimes"
"GEN24_1036768","Overcrowded sightseeing spot","2 - Sometimes"
"GEN24_1036768","Overcrowded vehicle parking lot","Don't know/ Not applicable"
"GEN24_1036768","Rude behaviour from locals","2 - Sometimes"
"GEN24_1036768","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","2 - Sometimes"
"GEN24_1036775","Crime or theft","Don't know/ Not applicable"
"GEN24_1036775","Dangerous driving, including speeding and drink driving","Don't know/ Not applicable"
"GEN24_1036775","Litter/waste on the streets","Don't know/ Not applicable"
"GEN24_1036775","Overcrowded sightseeing spot","Don't know/ Not applicable"
"GEN24_1036775","Overcrowded vehicle parking lot","Don't know/ Not applicable"
"GEN24_1036775","Rude behaviour from locals","3 - Most of the times"
"GEN24_1036775","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","Don't know/ Not applicable"
"GEN24_1036777","Crime or theft","1 - Never"
"GEN24_1036777","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1036777","Litter/waste on the streets","1 - Never"
"GEN24_1036777","Overcrowded sightseeing spot","1 - Never"
"GEN24_1036777","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1036777","Rude behaviour from locals","1 - Never"
"GEN24_1036777","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1036778","Crime or theft","1 - Never"
"GEN24_1036778","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1036778","Litter/waste on the streets","1 - Never"
"GEN24_1036778","Overcrowded sightseeing spot","1 - Never"
"GEN24_1036778","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1036778","Rude behaviour from locals","1 - Never"
"GEN24_1036778","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1036780","Crime or theft","1 - Never"
"GEN24_1036780","Dangerous driving, including speeding and drink driving","2 - Sometimes"
"GEN24_1036780","Litter/waste on the streets","1 - Never"
"GEN24_1036780","Overcrowded sightseeing spot","1 - Never"
"GEN24_1036780","Overcrowded vehicle parking lot","Don't know/ Not applicable"
"GEN24_1036780","Rude behaviour from locals","1 - Never"
"GEN24_1036780","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","2 - Sometimes"
"GEN24_1036792","Crime or theft","Don't know/ Not applicable"
"GEN24_1036792","Dangerous driving, including speeding and drink driving","2 - Sometimes"
"GEN24_1036792","Litter/waste on the streets","2 - Sometimes"
"GEN24_1036792","Overcrowded sightseeing spot","Don't know/ Not applicable"
"GEN24_1036792","Overcrowded vehicle parking lot","Don't know/ Not applicable"
"GEN24_1036792","Rude behaviour from locals","2 - Sometimes"
"GEN24_1036792","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1036798","Crime or theft","1 - Never"
"GEN24_1036798","Dangerous driving, including speeding and drink driving","2 - Sometimes"
"GEN24_1036798","Litter/waste on the streets","1 - Never"
"GEN24_1036798","Overcrowded sightseeing spot","1 - Never"
"GEN24_1036798","Overcrowded vehicle parking lot","2 - Sometimes"
"GEN24_1036798","Rude behaviour from locals","2 - Sometimes"
"GEN24_1036798","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1036806","Crime or theft","1 - Never"
"GEN24_1036806","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1036806","Litter/waste on the streets","2 - Sometimes"
"GEN24_1036806","Overcrowded sightseeing spot","1 - Never"
"GEN24_1036806","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1036806","Rude behaviour from locals","1 - Never"
"GEN24_1036806","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","2 - Sometimes"
"GEN24_1036810","Crime or theft","1 - Never"
"GEN24_1036810","Dangerous driving, including speeding and drink driving","2 - Sometimes"
"GEN24_1036810","Litter/waste on the streets","2 - Sometimes"
"GEN24_1036810","Overcrowded sightseeing spot","1 - Never"
"GEN24_1036810","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1036810","Rude behaviour from locals","1 - Never"
"GEN24_1036810","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1036828","Crime or theft","1 - Never"
"GEN24_1036828","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1036828","Litter/waste on the streets","2 - Sometimes"
"GEN24_1036828","Overcrowded sightseeing spot","2 - Sometimes"
"GEN24_1036828","Overcrowded vehicle parking lot","2 - Sometimes"
"GEN24_1036828","Rude behaviour from locals","1 - Never"
"GEN24_1036828","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","2 - Sometimes"
"GEN24_1036830","Crime or theft","1 - Never"
"GEN24_1036830","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1036830","Litter/waste on the streets","2 - Sometimes"
"GEN24_1036830","Overcrowded sightseeing spot","3 - Most of the times"
"GEN24_1036830","Overcrowded vehicle parking lot","2 - Sometimes"
"GEN24_1036830","Rude behaviour from locals","1 - Never"
"GEN24_1036830","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1036843","Crime or theft","1 - Never"
"GEN24_1036843","Dangerous driving, including speeding and drink driving","2 - Sometimes"
"GEN24_1036843","Litter/waste on the streets","2 - Sometimes"
"GEN24_1036843","Overcrowded sightseeing spot","1 - Never"
"GEN24_1036843","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1036843","Rude behaviour from locals","1 - Never"
"GEN24_1036843","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","2 - Sometimes"
"GEN24_1036852","Crime or theft","2 - Sometimes"
"GEN24_1036852","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1036852","Litter/waste on the streets","2 - Sometimes"
"GEN24_1036852","Overcrowded sightseeing spot","2 - Sometimes"
"GEN24_1036852","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1036852","Rude behaviour from locals","1 - Never"
"GEN24_1036852","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","2 - Sometimes"
"GEN24_1036854","Crime or theft","Don't know/ Not applicable"
"GEN24_1036854","Dangerous driving, including speeding and drink driving","Don't know/ Not applicable"
"GEN24_1036854","Litter/waste on the streets","Don't know/ Not applicable"
"GEN24_1036854","Overcrowded sightseeing spot","Don't know/ Not applicable"
"GEN24_1036854","Overcrowded vehicle parking lot","Don't know/ Not applicable"
"GEN24_1036854","Rude behaviour from locals","Don't know/ Not applicable"
"GEN24_1036854","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","Don't know/ Not applicable"
"GEN24_1036860","Crime or theft","1 - Never"
"GEN24_1036860","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1036860","Litter/waste on the streets","1 - Never"
"GEN24_1036860","Overcrowded sightseeing spot","Don't know/ Not applicable"
"GEN24_1036860","Overcrowded vehicle parking lot","2 - Sometimes"
"GEN24_1036860","Rude behaviour from locals","2 - Sometimes"
"GEN24_1036860","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","2 - Sometimes"
"GEN24_1036862","Crime or theft","1 - Never"
"GEN24_1036862","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1036862","Litter/waste on the streets","1 - Never"
"GEN24_1036862","Overcrowded sightseeing spot","1 - Never"
"GEN24_1036862","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1036862","Rude behaviour from locals","1 - Never"
"GEN24_1036862","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1036869","Crime or theft","1 - Never"
"GEN24_1036869","Dangerous driving, including speeding and drink driving","2 - Sometimes"
"GEN24_1036869","Litter/waste on the streets","2 - Sometimes"
"GEN24_1036869","Overcrowded sightseeing spot","Don't know/ Not applicable"
"GEN24_1036869","Overcrowded vehicle parking lot","2 - Sometimes"
"GEN24_1036869","Rude behaviour from locals","1 - Never"
"GEN24_1036869","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","2 - Sometimes"
"GEN24_1036874","Crime or theft","1 - Never"
"GEN24_1036874","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1036874","Litter/waste on the streets","1 - Never"
"GEN24_1036874","Overcrowded sightseeing spot","1 - Never"
"GEN24_1036874","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1036874","Rude behaviour from locals","1 - Never"
"GEN24_1036874","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","3 - Most of the times"
"GEN24_1036881","Crime or theft","1 - Never"
"GEN24_1036881","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1036881","Litter/waste on the streets","2 - Sometimes"
"GEN24_1036881","Overcrowded sightseeing spot","1 - Never"
"GEN24_1036881","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1036881","Rude behaviour from locals","1 - Never"
"GEN24_1036881","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","Don't know/ Not applicable"
"GEN24_1036882","Crime or theft","1 - Never"
"GEN24_1036882","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1036882","Litter/waste on the streets","1 - Never"
"GEN24_1036882","Overcrowded sightseeing spot","1 - Never"
"GEN24_1036882","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1036882","Rude behaviour from locals","1 - Never"
"GEN24_1036882","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1036885","Crime or theft","1 - Never"
"GEN24_1036885","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1036885","Litter/waste on the streets","2 - Sometimes"
"GEN24_1036885","Overcrowded sightseeing spot","1 - Never"
"GEN24_1036885","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1036885","Rude behaviour from locals","1 - Never"
"GEN24_1036885","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","2 - Sometimes"
"GEN24_1036886","Crime or theft","1 - Never"
"GEN24_1036886","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1036886","Litter/waste on the streets","1 - Never"
"GEN24_1036886","Overcrowded sightseeing spot","1 - Never"
"GEN24_1036886","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1036886","Rude behaviour from locals","1 - Never"
"GEN24_1036886","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1036887","Crime or theft","1 - Never"
"GEN24_1036887","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1036887","Litter/waste on the streets","1 - Never"
"GEN24_1036887","Overcrowded sightseeing spot","1 - Never"
"GEN24_1036887","Overcrowded vehicle parking lot","2 - Sometimes"
"GEN24_1036887","Rude behaviour from locals","1 - Never"
"GEN24_1036887","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","2 - Sometimes"
"GEN24_1036889","Crime or theft","1 - Never"
"GEN24_1036889","Dangerous driving, including speeding and drink driving","2 - Sometimes"
"GEN24_1036889","Litter/waste on the streets","1 - Never"
"GEN24_1036889","Overcrowded sightseeing spot","1 - Never"
"GEN24_1036889","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1036889","Rude behaviour from locals","1 - Never"
"GEN24_1036889","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","2 - Sometimes"
"GEN24_1036893","Crime or theft","2 - Sometimes"
"GEN24_1036893","Dangerous driving, including speeding and drink driving","2 - Sometimes"
"GEN24_1036893","Litter/waste on the streets","2 - Sometimes"
"GEN24_1036893","Overcrowded sightseeing spot","2 - Sometimes"
"GEN24_1036893","Overcrowded vehicle parking lot","2 - Sometimes"
"GEN24_1036893","Rude behaviour from locals","2 - Sometimes"
"GEN24_1036893","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1036905","Crime or theft","1 - Never"
"GEN24_1036905","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1036905","Litter/waste on the streets","1 - Never"
"GEN24_1036905","Overcrowded sightseeing spot","1 - Never"
"GEN24_1036905","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1036905","Rude behaviour from locals","1 - Never"
"GEN24_1036905","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1036909","Crime or theft","1 - Never"
"GEN24_1036909","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1036909","Litter/waste on the streets","1 - Never"
"GEN24_1036909","Overcrowded sightseeing spot","1 - Never"
"GEN24_1036909","Overcrowded vehicle parking lot","2 - Sometimes"
"GEN24_1036909","Rude behaviour from locals","1 - Never"
"GEN24_1036909","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1036913","Crime or theft","1 - Never"
"GEN24_1036913","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1036913","Litter/waste on the streets","2 - Sometimes"
"GEN24_1036913","Overcrowded sightseeing spot","2 - Sometimes"
"GEN24_1036913","Overcrowded vehicle parking lot","2 - Sometimes"
"GEN24_1036913","Rude behaviour from locals","2 - Sometimes"
"GEN24_1036913","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","2 - Sometimes"
"GEN24_1036917","Crime or theft","1 - Never"
"GEN24_1036917","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1036917","Litter/waste on the streets","1 - Never"
"GEN24_1036917","Overcrowded sightseeing spot","1 - Never"
"GEN24_1036917","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1036917","Rude behaviour from locals","1 - Never"
"GEN24_1036917","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","2 - Sometimes"
"GEN24_1036918","Crime or theft","1 - Never"
"GEN24_1036918","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1036918","Litter/waste on the streets","2 - Sometimes"
"GEN24_1036918","Overcrowded sightseeing spot","2 - Sometimes"
"GEN24_1036918","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1036918","Rude behaviour from locals","1 - Never"
"GEN24_1036918","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1036943","Crime or theft","1 - Never"
"GEN24_1036943","Dangerous driving, including speeding and drink driving","2 - Sometimes"
"GEN24_1036943","Litter/waste on the streets","1 - Never"
"GEN24_1036943","Overcrowded sightseeing spot","1 - Never"
"GEN24_1036943","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1036943","Rude behaviour from locals","1 - Never"
"GEN24_1036943","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","2 - Sometimes"
"GEN24_1036946","Crime or theft","1 - Never"
"GEN24_1036946","Dangerous driving, including speeding and drink driving","2 - Sometimes"
"GEN24_1036946","Litter/waste on the streets","1 - Never"
"GEN24_1036946","Overcrowded sightseeing spot","2 - Sometimes"
"GEN24_1036946","Overcrowded vehicle parking lot","2 - Sometimes"
"GEN24_1036946","Rude behaviour from locals","1 - Never"
"GEN24_1036946","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","2 - Sometimes"
"GEN24_1036947","Crime or theft","Don't know/ Not applicable"
"GEN24_1036947","Dangerous driving, including speeding and drink driving","2 - Sometimes"
"GEN24_1036947","Litter/waste on the streets","1 - Never"
"GEN24_1036947","Overcrowded sightseeing spot","1 - Never"
"GEN24_1036947","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1036947","Rude behaviour from locals","2 - Sometimes"
"GEN24_1036947","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1036949","Crime or theft","1 - Never"
"GEN24_1036949","Dangerous driving, including speeding and drink driving","2 - Sometimes"
"GEN24_1036949","Litter/waste on the streets","1 - Never"
"GEN24_1036949","Overcrowded sightseeing spot","1 - Never"
"GEN24_1036949","Overcrowded vehicle parking lot","2 - Sometimes"
"GEN24_1036949","Rude behaviour from locals","1 - Never"
"GEN24_1036949","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","2 - Sometimes"
"GEN24_1036951","Crime or theft","1 - Never"
"GEN24_1036951","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1036951","Litter/waste on the streets","1 - Never"
"GEN24_1036951","Overcrowded sightseeing spot","1 - Never"
"GEN24_1036951","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1036951","Rude behaviour from locals","2 - Sometimes"
"GEN24_1036951","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1036952","Crime or theft","Don't know/ Not applicable"
"GEN24_1036952","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1036952","Litter/waste on the streets","2 - Sometimes"
"GEN24_1036952","Overcrowded sightseeing spot","2 - Sometimes"
"GEN24_1036952","Overcrowded vehicle parking lot","Don't know/ Not applicable"
"GEN24_1036952","Rude behaviour from locals","2 - Sometimes"
"GEN24_1036952","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1036954","Crime or theft","1 - Never"
"GEN24_1036954","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1036954","Litter/waste on the streets","1 - Never"
"GEN24_1036954","Overcrowded sightseeing spot","2 - Sometimes"
"GEN24_1036954","Overcrowded vehicle parking lot","2 - Sometimes"
"GEN24_1036954","Rude behaviour from locals","2 - Sometimes"
"GEN24_1036954","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1036960","Crime or theft","1 - Never"
"GEN24_1036960","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1036960","Litter/waste on the streets","1 - Never"
"GEN24_1036960","Overcrowded sightseeing spot","2 - Sometimes"
"GEN24_1036960","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1036960","Rude behaviour from locals","1 - Never"
"GEN24_1036960","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1036962","Crime or theft","1 - Never"
"GEN24_1036962","Dangerous driving, including speeding and drink driving","3 - Most of the times"
"GEN24_1036962","Litter/waste on the streets","1 - Never"
"GEN24_1036962","Overcrowded sightseeing spot","1 - Never"
"GEN24_1036962","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1036962","Rude behaviour from locals","1 - Never"
"GEN24_1036962","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1036963","Crime or theft","1 - Never"
"GEN24_1036963","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1036963","Litter/waste on the streets","1 - Never"
"GEN24_1036963","Overcrowded sightseeing spot","2 - Sometimes"
"GEN24_1036963","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1036963","Rude behaviour from locals","1 - Never"
"GEN24_1036963","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","2 - Sometimes"
"GEN24_1036969","Crime or theft","1 - Never"
"GEN24_1036969","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1036969","Litter/waste on the streets","2 - Sometimes"
"GEN24_1036969","Overcrowded sightseeing spot","2 - Sometimes"
"GEN24_1036969","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1036969","Rude behaviour from locals","2 - Sometimes"
"GEN24_1036969","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","2 - Sometimes"
"GEN24_1036971","Crime or theft","1 - Never"
"GEN24_1036971","Dangerous driving, including speeding and drink driving","2 - Sometimes"
"GEN24_1036971","Litter/waste on the streets","1 - Never"
"GEN24_1036971","Overcrowded sightseeing spot","Don't know/ Not applicable"
"GEN24_1036971","Overcrowded vehicle parking lot","Don't know/ Not applicable"
"GEN24_1036971","Rude behaviour from locals","1 - Never"
"GEN24_1036971","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1036973","Crime or theft","1 - Never"
"GEN24_1036973","Dangerous driving, including speeding and drink driving","2 - Sometimes"
"GEN24_1036973","Litter/waste on the streets","2 - Sometimes"
"GEN24_1036973","Overcrowded sightseeing spot","2 - Sometimes"
"GEN24_1036973","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1036973","Rude behaviour from locals","1 - Never"
"GEN24_1036973","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","2 - Sometimes"
"GEN24_1036974","Crime or theft","1 - Never"
"GEN24_1036974","Dangerous driving, including speeding and drink driving","2 - Sometimes"
"GEN24_1036974","Litter/waste on the streets","1 - Never"
"GEN24_1036974","Overcrowded sightseeing spot","2 - Sometimes"
"GEN24_1036974","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1036974","Rude behaviour from locals","2 - Sometimes"
"GEN24_1036974","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","2 - Sometimes"
"GEN24_1036979","Crime or theft","1 - Never"
"GEN24_1036979","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1036979","Litter/waste on the streets","1 - Never"
"GEN24_1036979","Overcrowded sightseeing spot","2 - Sometimes"
"GEN24_1036979","Overcrowded vehicle parking lot","2 - Sometimes"
"GEN24_1036979","Rude behaviour from locals","1 - Never"
"GEN24_1036979","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","Don't know/ Not applicable"
"GEN24_1036992","Crime or theft","1 - Never"
"GEN24_1036992","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1036992","Litter/waste on the streets","1 - Never"
"GEN24_1036992","Overcrowded sightseeing spot","2 - Sometimes"
"GEN24_1036992","Overcrowded vehicle parking lot","2 - Sometimes"
"GEN24_1036992","Rude behaviour from locals","2 - Sometimes"
"GEN24_1036992","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1036994","Crime or theft","1 - Never"
"GEN24_1036994","Dangerous driving, including speeding and drink driving","Don't know/ Not applicable"
"GEN24_1036994","Litter/waste on the streets","1 - Never"
"GEN24_1036994","Overcrowded sightseeing spot","1 - Never"
"GEN24_1036994","Overcrowded vehicle parking lot","Don't know/ Not applicable"
"GEN24_1036994","Rude behaviour from locals","2 - Sometimes"
"GEN24_1036994","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1037001","Crime or theft","1 - Never"
"GEN24_1037001","Dangerous driving, including speeding and drink driving","3 - Most of the times"
"GEN24_1037001","Litter/waste on the streets","2 - Sometimes"
"GEN24_1037001","Overcrowded sightseeing spot","2 - Sometimes"
"GEN24_1037001","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1037001","Rude behaviour from locals","1 - Never"
"GEN24_1037001","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","2 - Sometimes"
"GEN24_1037008","Crime or theft","1 - Never"
"GEN24_1037008","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1037008","Litter/waste on the streets","1 - Never"
"GEN24_1037008","Overcrowded sightseeing spot","1 - Never"
"GEN24_1037008","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1037008","Rude behaviour from locals","1 - Never"
"GEN24_1037008","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1037009","Crime or theft","1 - Never"
"GEN24_1037009","Dangerous driving, including speeding and drink driving","Don't know/ Not applicable"
"GEN24_1037009","Litter/waste on the streets","1 - Never"
"GEN24_1037009","Overcrowded sightseeing spot","2 - Sometimes"
"GEN24_1037009","Overcrowded vehicle parking lot","Don't know/ Not applicable"
"GEN24_1037009","Rude behaviour from locals","1 - Never"
"GEN24_1037009","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1037010","Crime or theft","Don't know/ Not applicable"
"GEN24_1037010","Dangerous driving, including speeding and drink driving","Don't know/ Not applicable"
"GEN24_1037010","Litter/waste on the streets","Don't know/ Not applicable"
"GEN24_1037010","Overcrowded sightseeing spot","1 - Never"
"GEN24_1037010","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1037010","Rude behaviour from locals","2 - Sometimes"
"GEN24_1037010","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","2 - Sometimes"
"GEN24_1037011","Crime or theft","1 - Never"
"GEN24_1037011","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1037011","Litter/waste on the streets","1 - Never"
"GEN24_1037011","Overcrowded sightseeing spot","1 - Never"
"GEN24_1037011","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1037011","Rude behaviour from locals","2 - Sometimes"
"GEN24_1037011","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","2 - Sometimes"
"GEN24_1037018","Crime or theft","1 - Never"
"GEN24_1037018","Dangerous driving, including speeding and drink driving","2 - Sometimes"
"GEN24_1037018","Litter/waste on the streets","2 - Sometimes"
"GEN24_1037018","Overcrowded sightseeing spot","Don't know/ Not applicable"
"GEN24_1037018","Overcrowded vehicle parking lot","2 - Sometimes"
"GEN24_1037018","Rude behaviour from locals","Don't know/ Not applicable"
"GEN24_1037018","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1037028","Crime or theft","1 - Never"
"GEN24_1037028","Dangerous driving, including speeding and drink driving","2 - Sometimes"
"GEN24_1037028","Litter/waste on the streets","1 - Never"
"GEN24_1037028","Overcrowded sightseeing spot","1 - Never"
"GEN24_1037028","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1037028","Rude behaviour from locals","1 - Never"
"GEN24_1037028","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1037037","Crime or theft","1 - Never"
"GEN24_1037037","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1037037","Litter/waste on the streets","2 - Sometimes"
"GEN24_1037037","Overcrowded sightseeing spot","2 - Sometimes"
"GEN24_1037037","Overcrowded vehicle parking lot","2 - Sometimes"
