"response_id","type","frequency"
"GEN24_1008832","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","3 - Most of the times"
"GEN24_1008836","Crime or theft","1 - Never"
"GEN24_1008836","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1008836","Litter/waste on the streets","1 - Never"
"GEN24_1008836","Overcrowded sightseeing spot","1 - Never"
"GEN24_1008836","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1008836","Rude behaviour from locals","1 - Never"
"GEN24_1008836","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1008838","Crime or theft","1 - Never"
"GEN24_1008838","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1008838","Litter/waste on the streets","1 - Never"
"GEN24_1008838","Overcrowded sightseeing spot","1 - Never"
"GEN24_1008838","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1008838","Rude behaviour from locals","1 - Never"
"GEN24_1008838","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1008839","Crime or theft","1 - Never"
"GEN24_1008839","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1008839","Litter/waste on the streets","1 - Never"
"GEN24_1008839","Overcrowded sightseeing spot","1 - Never"
"GEN24_1008839","Overcrowded vehicle parking lot","3 - Most of the times"
"GEN24_1008839","Rude behaviour from locals","1 - Never"
"GEN24_1008839","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","Don't know/ Not applicable"
"GEN24_1008840","Crime or theft","1 - Never"
"GEN24_1008840","Dangerous driving, including speeding and drink driving","2 - Sometimes"
"GEN24_1008840","Litter/waste on the streets","2 - Sometimes"
"GEN24_1008840","Overcrowded sightseeing spot","1 - Never"
"GEN24_1008840","Overcrowded vehicle parking lot","2 - Sometimes"
"GEN24_1008840","Rude behaviour from locals","1 - Never"
"GEN24_1008840","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","2 - Sometimes"
"GEN24_1008846","Crime or theft","1 - Never"
"GEN24_1008846","Dangerous driving, including speeding and drink driving","2 - Sometimes"
"GEN24_1008846","Litter/waste on the streets","1 - Never"
"GEN24_1008846","Overcrowded sightseeing spot","1 - Never"
"GEN24_1008846","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1008846","Rude behaviour from locals","1 - Never"
"GEN24_1008846","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1008847","Crime or theft","1 - Never"
"GEN24_1008847","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1008847","Litter/waste on the streets","1 - Never"
"GEN24_1008847","Overcrowded sightseeing spot","2 - Sometimes"
"GEN24_1008847","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1008847","Rude behaviour from locals","1 - Never"
"GEN24_1008847","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1008850","Crime or theft","1 - Never"
"GEN24_1008850","Dangerous driving, including speeding and drink driving","2 - Sometimes"
"GEN24_1008850","Litter/waste on the streets","2 - Sometimes"
"GEN24_1008850","Overcrowded sightseeing spot","1 - Never"
"GEN24_1008850","Overcrowded vehicle parking lot","2 - Sometimes"
"GEN24_1008850","Rude behaviour from locals","1 - Never"
"GEN24_1008850","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","2 - Sometimes"
"GEN24_1008861","Crime or theft","1 - Never"
"GEN24_1008861","Dangerous driving, including speeding and drink driving","Don't know/ Not applicable"
"GEN24_1008861","Litter/waste on the streets","2 - Sometimes"
"GEN24_1008861","Overcrowded sightseeing spot","Don't know/ Not applicable"
"GEN24_1008861","Overcrowded vehicle parking lot","Don't know/ Not applicable"
"GEN24_1008861","Rude behaviour from locals","1 - Never"
"GEN24_1008861","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","2 - Sometimes"
"GEN24_1008869","Crime or theft","1 - Never"
"GEN24_1008869","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1008869","Litter/waste on the streets","2 - Sometimes"
"GEN24_1008869","Overcrowded sightseeing spot","2 - Sometimes"
"GEN24_1008869","Overcrowded vehicle parking lot","2 - Sometimes"
"GEN24_1008869","Rude behaviour from locals","1 - Never"
"GEN24_1008869","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","3 - Most of the times"
"GEN24_1008870","Crime or theft","1 - Never"
"GEN24_1008870","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1008870","Litter/waste on the streets","1 - Never"
"GEN24_1008870","Overcrowded sightseeing spot","1 - Never"
"GEN24_1008870","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1008870","Rude behaviour from locals","1 - Never"
"GEN24_1008870","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1008878","Crime or theft","2 - Sometimes"
"GEN24_1008878","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1008878","Litter/waste on the streets","Don't know/ Not applicable"
"GEN24_1008878","Overcrowded sightseeing spot","1 - Never"
"GEN24_1008878","Overcrowded vehicle parking lot","2 - Sometimes"
"GEN24_1008878","Rude behaviour from locals","1 - Never"
"GEN24_1008878","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","2 - Sometimes"
"GEN24_1008889","Crime or theft","1 - Never"
"GEN24_1008889","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1008889","Litter/waste on the streets","2 - Sometimes"
"GEN24_1008889","Overcrowded sightseeing spot","Don't know/ Not applicable"
"GEN24_1008889","Overcrowded vehicle parking lot","3 - Most of the times"
"GEN24_1008889","Rude behaviour from locals","1 - Never"
"GEN24_1008889","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","2 - Sometimes"
"GEN24_1008914","Crime or theft","1 - Never"
"GEN24_1008914","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1008914","Litter/waste on the streets","2 - Sometimes"
"GEN24_1008914","Overcrowded sightseeing spot","1 - Never"
"GEN24_1008914","Overcrowded vehicle parking lot","2 - Sometimes"
"GEN24_1008914","Rude behaviour from locals","1 - Never"
"GEN24_1008914","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","2 - Sometimes"
"GEN24_1008919","Crime or theft","2 - Sometimes"
"GEN24_1008919","Dangerous driving, including speeding and drink driving","2 - Sometimes"
"GEN24_1008919","Litter/waste on the streets","3 - Most of the times"
"GEN24_1008919","Overcrowded sightseeing spot","Don't know/ Not applicable"
"GEN24_1008919","Overcrowded vehicle parking lot","2 - Sometimes"
"GEN24_1008919","Rude behaviour from locals","Don't know/ Not applicable"
"GEN24_1008919","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","2 - Sometimes"
"GEN24_1008921","Crime or theft","1 - Never"
"GEN24_1008921","Dangerous driving, including speeding and drink driving","2 - Sometimes"
"GEN24_1008921","Litter/waste on the streets","3 - Most of the times"
"GEN24_1008921","Overcrowded sightseeing spot","3 - Most of the times"
"GEN24_1008921","Overcrowded vehicle parking lot","2 - Sometimes"
"GEN24_1008921","Rude behaviour from locals","2 - Sometimes"
"GEN24_1008921","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","3 - Most of the times"
"GEN24_1008924","Crime or theft","1 - Never"
"GEN24_1008924","Dangerous driving, including speeding and drink driving","3 - Most of the times"
"GEN24_1008924","Litter/waste on the streets","1 - Never"
"GEN24_1008924","Overcrowded sightseeing spot","1 - Never"
"GEN24_1008924","Overcrowded vehicle parking lot","2 - Sometimes"
"GEN24_1008924","Rude behaviour from locals","Don't know/ Not applicable"
"GEN24_1008924","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1008925","Crime or theft","1 - Never"
"GEN24_1008925","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1008925","Litter/waste on the streets","1 - Never"
"GEN24_1008925","Overcrowded sightseeing spot","1 - Never"
"GEN24_1008925","Overcrowded vehicle parking lot","2 - Sometimes"
"GEN24_1008925","Rude behaviour from locals","1 - Never"
"GEN24_1008925","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","2 - Sometimes"
"GEN24_1008937","Crime or theft","1 - Never"
"GEN24_1008937","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1008937","Litter/waste on the streets","1 - Never"
"GEN24_1008937","Overcrowded sightseeing spot","1 - Never"
"GEN24_1008937","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1008937","Rude behaviour from locals","1 - Never"
"GEN24_1008937","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1008938","Crime or theft","1 - Never"
"GEN24_1008938","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1008938","Litter/waste on the streets","1 - Never"
"GEN24_1008938","Overcrowded sightseeing spot","1 - Never"
"GEN24_1008938","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1008938","Rude behaviour from locals","1 - Never"
"GEN24_1008938","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1008941","Crime or theft","2 - Sometimes"
"GEN24_1008941","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1008941","Litter/waste on the streets","1 - Never"
"GEN24_1008941","Overcrowded sightseeing spot","2 - Sometimes"
"GEN24_1008941","Overcrowded vehicle parking lot","2 - Sometimes"
"GEN24_1008941","Rude behaviour from locals","1 - Never"
"GEN24_1008941","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","2 - Sometimes"
"GEN24_1008947","Crime or theft","1 - Never"
"GEN24_1008947","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1008947","Litter/waste on the streets","1 - Never"
"GEN24_1008947","Overcrowded sightseeing spot","3 - Most of the times"
"GEN24_1008947","Overcrowded vehicle parking lot","3 - Most of the times"
"GEN24_1008947","Rude behaviour from locals","1 - Never"
"GEN24_1008947","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1008952","Crime or theft","1 - Never"
"GEN24_1008952","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1008952","Litter/waste on the streets","1 - Never"
"GEN24_1008952","Overcrowded sightseeing spot","1 - Never"
"GEN24_1008952","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1008952","Rude behaviour from locals","1 - Never"
"GEN24_1008952","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1008953","Crime or theft","1 - Never"
"GEN24_1008953","Dangerous driving, including speeding and drink driving","2 - Sometimes"
"GEN24_1008953","Litter/waste on the streets","1 - Never"
"GEN24_1008953","Overcrowded sightseeing spot","1 - Never"
"GEN24_1008953","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1008953","Rude behaviour from locals","1 - Never"
"GEN24_1008953","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","2 - Sometimes"
"GEN24_1008954","Crime or theft","1 - Never"
"GEN24_1008954","Dangerous driving, including speeding and drink driving","2 - Sometimes"
"GEN24_1008954","Litter/waste on the streets","2 - Sometimes"
"GEN24_1008954","Overcrowded sightseeing spot","2 - Sometimes"
"GEN24_1008954","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1008954","Rude behaviour from locals","1 - Never"
"GEN24_1008954","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","2 - Sometimes"
"GEN24_1008955","Crime or theft","1 - Never"
"GEN24_1008955","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1008955","Litter/waste on the streets","1 - Never"
"GEN24_1008955","Overcrowded sightseeing spot","2 - Sometimes"
"GEN24_1008955","Overcrowded vehicle parking lot","2 - Sometimes"
"GEN24_1008955","Rude behaviour from locals","1 - Never"
"GEN24_1008955","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1008961","Crime or theft","1 - Never"
"GEN24_1008961","Dangerous driving, including speeding and drink driving","2 - Sometimes"
"GEN24_1008961","Litter/waste on the streets","1 - Never"
"GEN24_1008961","Overcrowded sightseeing spot","1 - Never"
"GEN24_1008961","Overcrowded vehicle parking lot","2 - Sometimes"
"GEN24_1008961","Rude behaviour from locals","1 - Never"
"GEN24_1008961","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","2 - Sometimes"
"GEN24_1008967","Crime or theft","1 - Never"
"GEN24_1008967","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1008967","Litter/waste on the streets","1 - Never"
"GEN24_1008967","Overcrowded sightseeing spot","1 - Never"
"GEN24_1008967","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1008967","Rude behaviour from locals","1 - Never"
"GEN24_1008967","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","2 - Sometimes"
"GEN24_1008968","Crime or theft","1 - Never"
"GEN24_1008968","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1008968","Litter/waste on the streets","2 - Sometimes"
"GEN24_1008968","Overcrowded sightseeing spot","2 - Sometimes"
"GEN24_1008968","Overcrowded vehicle parking lot","2 - Sometimes"
"GEN24_1008968","Rude behaviour from locals","1 - Never"
"GEN24_1008968","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","Don't know/ Not applicable"
"GEN24_1008969","Crime or theft","1 - Never"
"GEN24_1008969","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1008969","Litter/waste on the streets","1 - Never"
"GEN24_1008969","Overcrowded sightseeing spot","2 - Sometimes"
"GEN24_1008969","Overcrowded vehicle parking lot","2 - Sometimes"
"GEN24_1008969","Rude behaviour from locals","1 - Never"
"GEN24_1008969","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","2 - Sometimes"
"GEN24_1008971","Crime or theft","1 - Never"
"GEN24_1008971","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1008971","Litter/waste on the streets","1 - Never"
"GEN24_1008971","Overcrowded sightseeing spot","2 - Sometimes"
"GEN24_1008971","Overcrowded vehicle parking lot","2 - Sometimes"
"GEN24_1008971","Rude behaviour from locals","1 - Never"
"GEN24_1008971","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1008973","Crime or theft","1 - Never"
"GEN24_1008973","Dangerous driving, including speeding and drink driving","2 - Sometimes"
"GEN24_1008973","Litter/waste on the streets","1 - Never"
"GEN24_1008973","Overcrowded sightseeing spot","2 - Sometimes"
"GEN24_1008973","Overcrowded vehicle parking lot","2 - Sometimes"
"GEN24_1008973","Rude behaviour from locals","1 - Never"
"GEN24_1008973","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","2 - Sometimes"
"GEN24_1008976","Crime or theft","1 - Never"
"GEN24_1008976","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1008976","Litter/waste on the streets","1 - Never"
"GEN24_1008976","Overcrowded sightseeing spot","2 - Sometimes"
"GEN24_1008976","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1008976","Rude behaviour from locals","1 - Never"
"GEN24_1008976","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1008979","Crime or theft","1 - Never"
"GEN24_1008979","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1008979","Litter/waste on the streets","2 - Sometimes"
"GEN24_1008979","Overcrowded sightseeing spot","1 - Never"
"GEN24_1008979","Overcrowded vehicle parking lot","2 - Sometimes"
"GEN24_1008979","Rude behaviour from locals","1 - Never"
"GEN24_1008979","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","2 - Sometimes"
"GEN24_1008981","Crime or theft","1 - Never"
"GEN24_1008981","Dangerous driving, including speeding and drink driving","2 - Sometimes"
"GEN24_1008981","Litter/waste on the streets","2 - Sometimes"
"GEN24_1008981","Overcrowded sightseeing spot","2 - Sometimes"
"GEN24_1008981","Overcrowded vehicle parking lot","2 - Sometimes"
"GEN24_1008981","Rude behaviour from locals","1 - Never"
"GEN24_1008981","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","2 - Sometimes"
"GEN24_1008985","Crime or theft","1 - Never"
"GEN24_1008985","Dangerous driving, including speeding and drink driving","3 - Most of the times"
"GEN24_1008985","Litter/waste on the streets","1 - Never"
"GEN24_1008985","Overcrowded sightseeing spot","2 - Sometimes"
"GEN24_1008985","Overcrowded vehicle parking lot","4 - Always"
"GEN24_1008985","Rude behaviour from locals","1 - Never"
"GEN24_1008985","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","2 - Sometimes"
"GEN24_1008990","Crime or theft","1 - Never"
"GEN24_1008990","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1008990","Litter/waste on the streets","1 - Never"
"GEN24_1008990","Overcrowded sightseeing spot","1 - Never"
"GEN24_1008990","Overcrowded vehicle parking lot","2 - Sometimes"
"GEN24_1008990","Rude behaviour from locals","1 - Never"
"GEN24_1008990","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1008995","Crime or theft","1 - Never"
"GEN24_1008995","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1008995","Litter/waste on the streets","1 - Never"
"GEN24_1008995","Overcrowded sightseeing spot","1 - Never"
"GEN24_1008995","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1008995","Rude behaviour from locals","1 - Never"
"GEN24_1008995","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1008997","Crime or theft","1 - Never"
"GEN24_1008997","Dangerous driving, including speeding and drink driving","2 - Sometimes"
"GEN24_1008997","Litter/waste on the streets","2 - Sometimes"
"GEN24_1008997","Overcrowded sightseeing spot","1 - Never"
"GEN24_1008997","Overcrowded vehicle parking lot","2 - Sometimes"
"GEN24_1008997","Rude behaviour from locals","1 - Never"
"GEN24_1008997","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","2 - Sometimes"
"GEN24_1009002","Crime or theft","1 - Never"
"GEN24_1009002","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1009002","Litter/waste on the streets","1 - Never"
"GEN24_1009002","Overcrowded sightseeing spot","1 - Never"
"GEN24_1009002","Overcrowded vehicle parking lot","2 - Sometimes"
"GEN24_1009002","Rude behaviour from locals","1 - Never"
"GEN24_1009002","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1009004","Crime or theft","1 - Never"
"GEN24_1009004","Dangerous driving, including speeding and drink driving","2 - Sometimes"
"GEN24_1009004","Litter/waste on the streets","1 - Never"
"GEN24_1009004","Overcrowded sightseeing spot","1 - Never"
"GEN24_1009004","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1009004","Rude behaviour from locals","1 - Never"
"GEN24_1009004","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1009014","Crime or theft","1 - Never"
"GEN24_1009014","Dangerous driving, including speeding and drink driving","2 - Sometimes"
"GEN24_1009014","Litter/waste on the streets","1 - Never"
"GEN24_1009014","Overcrowded sightseeing spot","1 - Never"
"GEN24_1009014","Overcrowded vehicle parking lot","3 - Most of the times"
"GEN24_1009014","Rude behaviour from locals","1 - Never"
"GEN24_1009014","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1009034","Crime or theft","1 - Never"
"GEN24_1009034","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1009034","Litter/waste on the streets","1 - Never"
"GEN24_1009034","Overcrowded sightseeing spot","1 - Never"
"GEN24_1009034","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1009034","Rude behaviour from locals","1 - Never"
"GEN24_1009034","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1009035","Crime or theft","2 - Sometimes"
"GEN24_1009035","Dangerous driving, including speeding and drink driving","2 - Sometimes"
"GEN24_1009035","Litter/waste on the streets","1 - Never"
"GEN24_1009035","Overcrowded sightseeing spot","3 - Most of the times"
"GEN24_1009035","Overcrowded vehicle parking lot","3 - Most of the times"
"GEN24_1009035","Rude behaviour from locals","1 - Never"
"GEN24_1009035","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","Don't know/ Not applicable"
"GEN24_1009041","Crime or theft","1 - Never"
"GEN24_1009041","Dangerous driving, including speeding and drink driving","2 - Sometimes"
"GEN24_1009041","Litter/waste on the streets","1 - Never"
"GEN24_1009041","Overcrowded sightseeing spot","2 - Sometimes"
"GEN24_1009041","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1009041","Rude behaviour from locals","1 - Never"
"GEN24_1009041","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","2 - Sometimes"
"GEN24_1009053","Crime or theft","1 - Never"
"GEN24_1009053","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1009053","Litter/waste on the streets","2 - Sometimes"
"GEN24_1009053","Overcrowded sightseeing spot","1 - Never"
"GEN24_1009053","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1009053","Rude behaviour from locals","1 - Never"
"GEN24_1009053","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","2 - Sometimes"
"GEN24_1009055","Crime or theft","1 - Never"
"GEN24_1009055","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1009055","Litter/waste on the streets","2 - Sometimes"
"GEN24_1009055","Overcrowded sightseeing spot","1 - Never"
"GEN24_1009055","Overcrowded vehicle parking lot","Don't know/ Not applicable"
"GEN24_1009055","Rude behaviour from locals","1 - Never"
"GEN24_1009055","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","2 - Sometimes"
"GEN24_1009066","Crime or theft","1 - Never"
"GEN24_1009066","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1009066","Litter/waste on the streets","2 - Sometimes"
"GEN24_1009066","Overcrowded sightseeing spot","2 - Sometimes"
"GEN24_1009066","Overcrowded vehicle parking lot","2 - Sometimes"
"GEN24_1009066","Rude behaviour from locals","1 - Never"
"GEN24_1009066","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","2 - Sometimes"
"GEN24_1009073","Crime or theft","1 - Never"
"GEN24_1009073","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1009073","Litter/waste on the streets","2 - Sometimes"
"GEN24_1009073","Overcrowded sightseeing spot","Don't know/ Not applicable"
"GEN24_1009073","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1009073","Rude behaviour from locals","1 - Never"
"GEN24_1009073","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","2 - Sometimes"
"GEN24_1009075","Crime or theft","Don't know/ Not applicable"
"GEN24_1009075","Dangerous driving, including speeding and drink driving","3 - Most of the times"
"GEN24_1009075","Litter/waste on the streets","3 - Most of the times"
"GEN24_1009075","Overcrowded sightseeing spot","Don't know/ Not applicable"
"GEN24_1009075","Overcrowded vehicle parking lot","4 - Always"
"GEN24_1009075","Rude behaviour from locals","2 - Sometimes"
"GEN24_1009075","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","2 - Sometimes"
"GEN24_1009084","Crime or theft","1 - Never"
"GEN24_1009084","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1009084","Litter/waste on the streets","1 - Never"
"GEN24_1009084","Overcrowded sightseeing spot","2 - Sometimes"
"GEN24_1009084","Overcrowded vehicle parking lot","2 - Sometimes"
"GEN24_1009084","Rude behaviour from locals","2 - Sometimes"
"GEN24_1009084","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1009098","Crime or theft","1 - Never"
"GEN24_1009098","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1009098","Litter/waste on the streets","1 - Never"
"GEN24_1009098","Overcrowded sightseeing spot","1 - Never"
"GEN24_1009098","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1009098","Rude behaviour from locals","1 - Never"
"GEN24_1009098","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1009100","Crime or theft","1 - Never"
"GEN24_1009100","Dangerous driving, including speeding and drink driving","Don't know/ Not applicable"
"GEN24_1009100","Litter/waste on the streets","2 - Sometimes"
"GEN24_1009100","Overcrowded sightseeing spot","1 - Never"
"GEN24_1009100","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1009100","Rude behaviour from locals","1 - Never"
"GEN24_1009100","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","2 - Sometimes"
"GEN24_1009101","Crime or theft","1 - Never"
"GEN24_1009101","Dangerous driving, including speeding and drink driving","2 - Sometimes"
"GEN24_1009101","Litter/waste on the streets","1 - Never"
"GEN24_1009101","Overcrowded sightseeing spot","1 - Never"
"GEN24_1009101","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1009101","Rude behaviour from locals","1 - Never"
"GEN24_1009101","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1009109","Crime or theft","1 - Never"
"GEN24_1009109","Dangerous driving, including speeding and drink driving","2 - Sometimes"
"GEN24_1009109","Litter/waste on the streets","2 - Sometimes"
"GEN24_1009109","Overcrowded sightseeing spot","1 - Never"
"GEN24_1009109","Overcrowded vehicle parking lot","2 - Sometimes"
"GEN24_1009109","Rude behaviour from locals","1 - Never"
"GEN24_1009109","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","2 - Sometimes"
"GEN24_1009110","Crime or theft","1 - Never"
"GEN24_1009110","Dangerous driving, including speeding and drink driving","2 - Sometimes"
"GEN24_1009110","Litter/waste on the streets","1 - Never"
"GEN24_1009110","Overcrowded sightseeing spot","2 - Sometimes"
"GEN24_1009110","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1009110","Rude behaviour from locals","1 - Never"
"GEN24_1009110","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1009126","Crime or theft","1 - Never"
"GEN24_1009126","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1009126","Litter/waste on the streets","1 - Never"
"GEN24_1009126","Overcrowded sightseeing spot","1 - Never"
"GEN24_1009126","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1009126","Rude behaviour from locals","1 - Never"
"GEN24_1009126","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1009127","Crime or theft","1 - Never"
"GEN24_1009127","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1009127","Litter/waste on the streets","1 - Never"
"GEN24_1009127","Overcrowded sightseeing spot","1 - Never"
"GEN24_1009127","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1009127","Rude behaviour from locals","2 - Sometimes"
"GEN24_1009127","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","3 - Most of the times"
"GEN24_1009143","Crime or theft","1 - Never"
"GEN24_1009143","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1009143","Litter/waste on the streets","1 - Never"
"GEN24_1009143","Overcrowded sightseeing spot","1 - Never"
"GEN24_1009143","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1009143","Rude behaviour from locals","1 - Never"
"GEN24_1009143","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1009159","Crime or theft","1 - Never"
"GEN24_1009159","Dangerous driving, including speeding and drink driving","2 - Sometimes"
"GEN24_1009159","Litter/waste on the streets","2 - Sometimes"
"GEN24_1009159","Overcrowded sightseeing spot","1 - Never"
"GEN24_1009159","Overcrowded vehicle parking lot","2 - Sometimes"
"GEN24_1009159","Rude behaviour from locals","1 - Never"
"GEN24_1009159","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1009164","Crime or theft","1 - Never"
"GEN24_1009164","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1009164","Litter/waste on the streets","1 - Never"
