"response_id","factor_for_visit","is_top_three"
"GEN24_1005705","Its landscapes and scenery",FALSE
"GEN24_1005708","I've always wanted to visit",FALSE
"GEN24_1005713","I've always wanted to visit",FALSE
"GEN24_1005713","It was somewhere new, I had never been there before",FALSE
"GEN24_1005713","Its landscapes and scenery",FALSE
"GEN24_1005714","I was confident there would be health and hygiene measures in New Zealand to help protect against COVID-19",TRUE
"GEN24_1005714","It was somewhere new, I had never been there before",FALSE
"GEN24_1005714","Its environmentally friendly image",FALSE
"GEN24_1005714","Its landscapes and scenery",TRUE
"GEN24_1005714","New Zealand was a safe place to visit as it is less crowded than most other places",TRUE
"GEN24_1005714","The variety of outdoor and adventure activities",FALSE
"GEN24_1005716","I wanted to visit friends or family in New Zealand",FALSE
"GEN24_1005722","Its landscapes and scenery",FALSE
"GEN24_1005725","Friends, family or colleagues talked about or recommended New Zealand",FALSE
"GEN24_1005725","I read about New Zealand in online articles, travel forums, blogs, social networking sites, etc",FALSE
"GEN24_1005725","It was somewhere new, I had never been there before",TRUE
"GEN24_1005725","Its landscapes and scenery",TRUE
"GEN24_1005725","New Zealand was a safe place to visit as it is less crowded than most other places",TRUE
"GEN24_1005726","I wanted to visit friends or family in New Zealand",FALSE
"GEN24_1005726","Its landscapes and scenery",FALSE
"GEN24_1005728","Its landscapes and scenery",FALSE
"GEN24_1005728","The variety of outdoor and adventure activities",FALSE
"GEN24_1005729","I wanted to visit friends or family in New Zealand",FALSE
"GEN24_1005733","A specific event brought me to New Zealand e.g. sporting or cultural event, wedding, family event, etc",FALSE
"GEN24_1005736","I wanted to visit friends or family in New Zealand",FALSE
"GEN24_1005738","I've always wanted to visit",FALSE
"GEN24_1005745","I've always wanted to visit",TRUE
"GEN24_1005745","It was somewhere new, I had never been there before",TRUE
"GEN24_1005745","Its environmentally friendly image",FALSE
"GEN24_1005745","Its landscapes and scenery",TRUE
"GEN24_1005746","Sports events or activities",FALSE
"GEN24_1005747","I wanted to visit friends or family in New Zealand",FALSE
"GEN24_1005747","The Hobbit and Lord of the Ring Movies",FALSE
"GEN24_1005748","A specific event brought me to New Zealand e.g. sporting or cultural event, wedding, family event, etc",FALSE
"GEN24_1005749","I wanted to visit friends or family in New Zealand",FALSE
"GEN24_1005753","I wanted to visit friends or family in New Zealand",FALSE
"GEN24_1005754","A specific event brought me to New Zealand e.g. sporting or cultural event, wedding, family event, etc",FALSE
"GEN24_1005759","I wanted to visit friends or family in New Zealand",FALSE
"GEN24_1005763","I wanted to visit friends or family in New Zealand",FALSE
"GEN24_1005763","I've always wanted to visit",FALSE
"GEN24_1005767","Friends, family or colleagues talked about or recommended New Zealand",FALSE
"GEN24_1005767","I read about New Zealand in a newspaper, or magazine",FALSE
"GEN24_1005767","I read about New Zealand in online articles, travel forums, blogs, social networking sites, etc",FALSE
"GEN24_1005767","I wanted to see the unique indigenous Maori culture",FALSE
"GEN24_1005767","I've always wanted to visit",TRUE
"GEN24_1005767","It was somewhere new, I had never been there before",FALSE
"GEN24_1005767","Its environmentally friendly image",FALSE
"GEN24_1005767","Its landscapes and scenery",TRUE
"GEN24_1005767","New Zealand's food and wine",FALSE
"GEN24_1005767","Other movies that were filmed in New Zealand",FALSE
"GEN24_1005767","The Hobbit and Lord of the Ring Movies",FALSE
"GEN24_1005767","The variety of outdoor and adventure activities",TRUE
"GEN24_1005768","I saw or found a good deal on flights to New Zealand/ a good travel package to New Zealand",FALSE
"GEN24_1005768","I was confident there would be health and hygiene measures in New Zealand to help protect against COVID-19",FALSE
"GEN24_1005768","I've always wanted to visit",FALSE
"GEN24_1005768","Its landscapes and scenery",FALSE
"GEN24_1005768","New Zealand was a safe place to visit as it is less crowded than most other places",FALSE
"GEN24_1005769","I saw a show or segment featuring New Zealand on TV",FALSE
"GEN24_1005769","New Zealand was a safe place to visit as it is less crowded than most other places",TRUE
"GEN24_1005769","The Hobbit and Lord of the Ring Movies",TRUE
"GEN24_1005769","The variety of outdoor and adventure activities",TRUE
"GEN24_1005774","I wanted to visit friends or family in New Zealand",FALSE
"GEN24_1005775","None of these",FALSE
"GEN24_1005776","I wanted to visit friends or family in New Zealand",FALSE
"GEN24_1005779","New Zealand was a safe place to visit as it is less crowded than most other places",FALSE
"GEN24_1005784","I wanted to visit friends or family in New Zealand",FALSE
"GEN24_1005785","Friends, family or colleagues talked about or recommended New Zealand",FALSE
"GEN24_1005785","Its environmentally friendly image",TRUE
"GEN24_1005785","Its landscapes and scenery",TRUE
"GEN24_1005785","The variety of outdoor and adventure activities",TRUE
"GEN24_1005792","I saw or found a good deal on flights to New Zealand/ a good travel package to New Zealand",FALSE
"GEN24_1005807","I wanted to visit friends or family in New Zealand",FALSE
"GEN24_1005809","Friends, family or colleagues talked about or recommended New Zealand",FALSE
"GEN24_1005813","Friends, family or colleagues talked about or recommended New Zealand",TRUE
"GEN24_1005813","I read about New Zealand in online articles, travel forums, blogs, social networking sites, etc",FALSE
"GEN24_1005813","I was confident there would be health and hygiene measures in New Zealand to help protect against COVID-19",FALSE
"GEN24_1005813","I've always wanted to visit",TRUE
"GEN24_1005813","It was somewhere new, I had never been there before",FALSE
"GEN24_1005813","Its environmentally friendly image",FALSE
"GEN24_1005813","Its landscapes and scenery",TRUE
"GEN24_1005813","New Zealand was a safe place to visit as it is less crowded than most other places",FALSE
"GEN24_1005813","New Zealand's food and wine",FALSE
"GEN24_1005813","The Hobbit and Lord of the Ring Movies",FALSE
"GEN24_1005813","The variety of outdoor and adventure activities",FALSE
"GEN24_1005817","I wanted to visit friends or family in New Zealand",FALSE
"GEN24_1005822","I wanted to visit friends or family in New Zealand",FALSE
"GEN24_1005823","None of these",FALSE
"GEN24_1005825","Friends, family or colleagues talked about or recommended New Zealand",FALSE
"GEN24_1005830","I wanted to visit friends or family in New Zealand",FALSE
"GEN24_1005835","Friends, family or colleagues talked about or recommended New Zealand",TRUE
"GEN24_1005835","I wanted to see the unique indigenous Maori culture",TRUE
"GEN24_1005835","It was somewhere new, I had never been there before",FALSE
"GEN24_1005835","Its environmentally friendly image",FALSE
"GEN24_1005835","Its landscapes and scenery",TRUE
"GEN24_1005836","I wanted to visit friends or family in New Zealand",FALSE
"GEN24_1005836","New Zealand was a safe place to visit as it is less crowded than most other places",FALSE
"GEN24_1005841","I wanted to visit friends or family in New Zealand",FALSE
"GEN24_1005842","I saw or found a good deal on flights to New Zealand/ a good travel package to New Zealand",FALSE
"GEN24_1005842","I wanted to visit friends or family in New Zealand",FALSE
"GEN24_1005847","I wanted to visit friends or family in New Zealand",FALSE
"GEN24_1005852","I wanted to visit friends or family in New Zealand",FALSE
"GEN24_1005866","I've always wanted to visit",FALSE
"GEN24_1005866","Its environmentally friendly image",TRUE
"GEN24_1005866","Its landscapes and scenery",TRUE
"GEN24_1005866","New Zealand was a safe place to visit as it is less crowded than most other places",TRUE
"GEN24_1005866","The Hobbit and Lord of the Ring Movies",FALSE
"GEN24_1005869","I wanted to visit friends or family in New Zealand",FALSE
"GEN24_1005873","I read about New Zealand in online articles, travel forums, blogs, social networking sites, etc",FALSE
"GEN24_1005876","Friends, family or colleagues talked about or recommended New Zealand",FALSE
"GEN24_1005876","I wanted to visit friends or family in New Zealand",FALSE
"GEN24_1005878","Work / business",FALSE
"GEN24_1005879","A specific event brought me to New Zealand e.g. sporting or cultural event, wedding, family event, etc",FALSE
"GEN24_1005879","I read about New Zealand in online articles, travel forums, blogs, social networking sites, etc",FALSE
"GEN24_1005879","I wanted to visit friends or family in New Zealand",TRUE
"GEN24_1005879","Its landscapes and scenery",FALSE
"GEN24_1005879","New Zealand was a safe place to visit as it is less crowded than most other places",FALSE
"GEN24_1005884","I wanted to visit friends or family in New Zealand",FALSE
"GEN24_1005884","Its landscapes and scenery",FALSE
"GEN24_1005889","I wanted to visit friends or family in New Zealand",TRUE
"GEN24_1005889","I was confident there would be health and hygiene measures in New Zealand to help protect against COVID-19",FALSE
"GEN24_1005889","Its environmentally friendly image",FALSE
"GEN24_1005889","Its landscapes and scenery",TRUE
"GEN24_1005889","New Zealand was a safe place to visit as it is less crowded than most other places",TRUE
"GEN24_1005889","New Zealand's food and wine",FALSE
"GEN24_1005889","The variety of outdoor and adventure activities",FALSE
"GEN24_1005891","I wanted to visit friends or family in New Zealand",FALSE
"GEN24_1005897","I saw or found a good deal on flights to New Zealand/ a good travel package to New Zealand",FALSE
"GEN24_1005899","Its landscapes and scenery",FALSE
"GEN24_1005899","My travel agent talked about or recommended New Zealand",FALSE
"GEN24_1005899","Work / business",FALSE
"GEN24_1005901","Friends, family or colleagues talked about or recommended New Zealand",FALSE
"GEN24_1005901","I read about New Zealand in online articles, travel forums, blogs, social networking sites, etc",FALSE
"GEN24_1005901","I wanted to see the unique indigenous Maori culture",FALSE
"GEN24_1005901","I've always wanted to visit",TRUE
"GEN24_1005901","It was somewhere new, I had never been there before",TRUE
"GEN24_1005901","Its environmentally friendly image",FALSE
"GEN24_1005901","Its landscapes and scenery",TRUE
"GEN24_1005901","New Zealand was a safe place to visit as it is less crowded than most other places",FALSE
"GEN24_1005901","The Hobbit and Lord of the Ring Movies",FALSE
"GEN24_1005901","The variety of outdoor and adventure activities",FALSE
"GEN24_1005907","Friends, family or colleagues talked about or recommended New Zealand",FALSE
"GEN24_1005907","I've always wanted to visit",TRUE
"GEN24_1005907","It was somewhere new, I had never been there before",FALSE
"GEN24_1005907","Its landscapes and scenery",TRUE
"GEN24_1005907","New Zealand was a safe place to visit as it is less crowded than most other places",FALSE
"GEN24_1005907","The variety of outdoor and adventure activities",TRUE
"GEN24_1005909","I wanted to visit friends or family in New Zealand",FALSE
"GEN24_1005913","Friends, family or colleagues talked about or recommended New Zealand",FALSE
"GEN24_1005913","I've always wanted to visit",FALSE
"GEN24_1005913","Its landscapes and scenery",FALSE
"GEN24_1005914","I was confident there would be health and hygiene measures in New Zealand to help protect against COVID-19",FALSE
"GEN24_1005914","Its landscapes and scenery",FALSE
"GEN24_1005914","The variety of outdoor and adventure activities",FALSE
"GEN24_1005915","Friends, family or colleagues talked about or recommended New Zealand",TRUE
"GEN24_1005915","I wanted to see the unique indigenous Maori culture",FALSE
"GEN24_1005915","I've always wanted to visit",TRUE
"GEN24_1005915","Its environmentally friendly image",FALSE
"GEN24_1005915","Its landscapes and scenery",TRUE
"GEN24_1005915","The Hobbit and Lord of the Ring Movies",FALSE
"GEN24_1005917","Friends, family or colleagues talked about or recommended New Zealand",FALSE
"GEN24_1005918","I read about New Zealand in online articles, travel forums, blogs, social networking sites, etc",FALSE
"GEN24_1005918","It was somewhere new, I had never been there before",FALSE
"GEN24_1005918","Its landscapes and scenery",FALSE
"GEN24_1005919","I read about New Zealand in online articles, travel forums, blogs, social networking sites, etc",FALSE
"GEN24_1005920","I wanted to see the unique indigenous Maori culture",FALSE
"GEN24_1005920","I've always wanted to visit",TRUE
"GEN24_1005920","It was somewhere new, I had never been there before",TRUE
"GEN24_1005920","Its landscapes and scenery",TRUE
"GEN24_1005920","New Zealand was a safe place to visit as it is less crowded than most other places",FALSE
"GEN24_1005920","The Hobbit and Lord of the Ring Movies",FALSE
"GEN24_1005920","The variety of outdoor and adventure activities",FALSE
"GEN24_1005921","I've always wanted to visit",FALSE
"GEN24_1005921","Other movies that were filmed in New Zealand",FALSE
"GEN24_1005921","The Hobbit and Lord of the Ring Movies",FALSE
"GEN24_1005922","I wanted to visit friends or family in New Zealand",FALSE
"GEN24_1005925","I wanted to visit friends or family in New Zealand",FALSE
"GEN24_1005926","I wanted to visit friends or family in New Zealand",FALSE
"GEN24_1005931","Friends, family or colleagues talked about or recommended New Zealand",TRUE
"GEN24_1005931","I read about New Zealand in online articles, travel forums, blogs, social networking sites, etc",FALSE
"GEN24_1005931","I've always wanted to visit",FALSE
"GEN24_1005931","Its environmentally friendly image",FALSE
"GEN24_1005931","Its landscapes and scenery",TRUE
"GEN24_1005931","The Hobbit and Lord of the Ring Movies",FALSE
"GEN24_1005931","The variety of outdoor and adventure activities",TRUE
"GEN24_1005932","I've always wanted to visit",FALSE
"GEN24_1005932","It was somewhere new, I had never been there before",FALSE
"GEN24_1005932","Its landscapes and scenery",FALSE
"GEN24_1005936","I saw or found a good deal on flights to New Zealand/ a good travel package to New Zealand",FALSE
"GEN24_1005936","Its landscapes and scenery",FALSE
"GEN24_1005936","New Zealand's food and wine",FALSE
"GEN24_1005939","I wanted to visit friends or family in New Zealand",FALSE
"GEN24_1005942","Work / business",FALSE
"GEN24_1005947","Work / business",FALSE
"GEN24_1005948","I wanted to visit friends or family in New Zealand",FALSE
"GEN24_1005949","I wanted to visit friends or family in New Zealand",FALSE
"GEN24_1005952","Friends, family or colleagues talked about or recommended New Zealand",FALSE
"GEN24_1005952","I've always wanted to visit",TRUE
"GEN24_1005952","It was somewhere new, I had never been there before",FALSE
"GEN24_1005952","Its environmentally friendly image",FALSE
"GEN24_1005952","Its landscapes and scenery",TRUE
"GEN24_1005952","The variety of outdoor and adventure activities",TRUE
"GEN24_1005955","Work / business",FALSE
"GEN24_1005956","I read about New Zealand in online articles, travel forums, blogs, social networking sites, etc",FALSE
"GEN24_1005956","It was somewhere new, I had never been there before",TRUE
"GEN24_1005956","Its landscapes and scenery",TRUE
"GEN24_1005956","Sports events or activities",FALSE
"GEN24_1005956","Work / business",TRUE
"GEN24_1005961","Work / business",FALSE
"GEN24_1005963","Friends, family or colleagues talked about or recommended New Zealand",FALSE
"GEN24_1005966","Friends, family or colleagues talked about or recommended New Zealand",FALSE
"GEN24_1005966","I wanted to visit friends or family in New Zealand",FALSE
"GEN24_1005966","I've always wanted to visit",TRUE
"GEN24_1005966","It was somewhere new, I had never been there before",FALSE
"GEN24_1005966","Its environmentally friendly image",FALSE
"GEN24_1005966","Its landscapes and scenery",TRUE
"GEN24_1005966","New Zealand was a safe place to visit as it is less crowded than most other places",FALSE
"GEN24_1005966","The variety of outdoor and adventure activities",FALSE
"GEN24_1005966","Work / business",TRUE
"GEN24_1005973","Its landscapes and scenery",FALSE
"GEN24_1005976","I wanted to see the unique indigenous Maori culture",FALSE
"GEN24_1005976","I wanted to visit friends or family in New Zealand",FALSE
"GEN24_1005976","I've always wanted to visit",FALSE
"GEN24_1005976","New Zealand was a safe place to visit as it is less crowded than most other places",FALSE
"GEN24_1005981","It was somewhere new, I had never been there before",FALSE
"GEN24_1005982","I wanted to visit friends or family in New Zealand",FALSE
"GEN24_1005983","Work / business",FALSE
"GEN24_1005984","Its environmentally friendly image",TRUE
"GEN24_1005984","Its landscapes and scenery",TRUE
"GEN24_1005984","New Zealand was a safe place to visit as it is less crowded than most other places",FALSE
"GEN24_1005984","The variety of outdoor and adventure activities",TRUE
"GEN24_1005988","A specific event brought me to New Zealand e.g. sporting or cultural event, wedding, family event, etc",FALSE
"GEN24_1005988","I wanted to visit friends or family in New Zealand",FALSE
"GEN24_1005988","Its environmentally friendly image",FALSE
"GEN24_1005989","I wanted to visit friends or family in New Zealand",FALSE
"GEN24_1005989","I've always wanted to visit",FALSE
"GEN24_1006003","I wanted to visit friends or family in New Zealand",FALSE
"GEN24_1006005","Work / business",FALSE
"GEN24_1006012","Work / business",FALSE
"GEN24_1006019","A specific event brought me to New Zealand e.g. sporting or cultural event, wedding, family event, etc",TRUE
"GEN24_1006019","I've always wanted to visit",TRUE
"GEN24_1006019","It was somewhere new, I had never been there before",FALSE
"GEN24_1006019","Sports events or activities",TRUE
"GEN24_1006024","I was confident there would be health and hygiene measures in New Zealand to help protect against COVID-19",FALSE
"GEN24_1006024","Its landscapes and scenery",FALSE
"GEN24_1006024","New Zealand was a safe place to visit as it is less crowded than most other places",FALSE
"GEN24_1006025","A specific event brought me to New Zealand e.g. sporting or cultural event, wedding, family event, etc",TRUE
"GEN24_1006025","I wanted to see the unique indigenous Maori culture",TRUE
"GEN24_1006025","I've always wanted to visit",FALSE
"GEN24_1006025","Its landscapes and scenery",TRUE
"GEN24_1006026","I wanted to visit friends or family in New Zealand",FALSE
"GEN24_1006042","Friends, family or colleagues talked about or recommended New Zealand",FALSE
"GEN24_1006042","I wanted to see the unique indigenous Maori culture",FALSE
"GEN24_1006042","I wanted to visit friends or family in New Zealand",TRUE
"GEN24_1006042","I've always wanted to visit",TRUE
"GEN24_1006042","It was somewhere new, I had never been there before",FALSE
"GEN24_1006042","Its landscapes and scenery",FALSE
"GEN24_1006042","The variety of outdoor and adventure activities",TRUE
"GEN24_1006044","I saw or found a good deal on flights to New Zealand/ a good travel package to New Zealand",FALSE
"GEN24_1006044","New Zealand's food and wine",FALSE
"GEN24_1006046","I wanted to visit friends or family in New Zealand",FALSE
"GEN24_1006047","Sports events or activities",FALSE
"GEN24_1006048","I wanted to visit friends or family in New Zealand",FALSE
"GEN24_1006051","I wanted to visit friends or family in New Zealand",FALSE
"GEN24_1006056","I wanted to visit friends or family in New Zealand",FALSE
"GEN24_1006057","I saw or found a good deal on flights to New Zealand/ a good travel package to New Zealand",TRUE
"GEN24_1006057","I was confident there would be health and hygiene measures in New Zealand to help protect against COVID-19",TRUE
"GEN24_1006057","Its landscapes and scenery",TRUE
"GEN24_1006057","New Zealand was a safe place to visit as it is less crowded than most other places",FALSE
"GEN24_1006057","New Zealand's food and wine",FALSE
"GEN24_1006057","The Hobbit and Lord of the Ring Movies",FALSE
"GEN24_1006057","The variety of outdoor and adventure activities",FALSE
"GEN24_1006065","I saw or found a good deal on flights to New Zealand/ a good travel package to New Zealand",FALSE
"GEN24_1006065","The variety of outdoor and adventure activities",FALSE
"GEN24_1006066","It was somewhere new, I had never been there before",TRUE
"GEN24_1006066","Its landscapes and scenery",TRUE
"GEN24_1006066","New Zealand was a safe place to visit as it is less crowded than most other places",FALSE
"GEN24_1006066","The Hobbit and Lord of the Ring Movies",FALSE
"GEN24_1006066","The variety of outdoor and adventure activities",TRUE
"GEN24_1006071","A specific event brought me to New Zealand e.g. sporting or cultural event, wedding, family event, etc",FALSE
"GEN24_1006074","Friends, family or colleagues talked about or recommended New Zealand",FALSE
"GEN24_1006074","I wanted to visit friends or family in New Zealand",FALSE
"GEN24_1006074","Its landscapes and scenery",FALSE
"GEN24_1006077","I saw or found a good deal on flights to New Zealand/ a good travel package to New Zealand",FALSE
"GEN24_1006077","It was somewhere new, I had never been there before",TRUE
"GEN24_1006077","Its environmentally friendly image",FALSE
"GEN24_1006077","Its landscapes and scenery",TRUE
"GEN24_1006077","The Hobbit and Lord of the Ring Movies",TRUE
"GEN24_1006082","I wanted to visit friends or family in New Zealand",FALSE
"GEN24_1006082","I was confident there would be health and hygiene measures in New Zealand to help protect against COVID-19",FALSE
"GEN24_1006082","Its environmentally friendly image",FALSE
"GEN24_1006082","Its landscapes and scenery",TRUE
"GEN24_1006082","New Zealand was a safe place to visit as it is less crowded than most other places",FALSE
"GEN24_1006082","New Zealand's food and wine",FALSE
"GEN24_1006084","I've always wanted to visit",TRUE
"GEN24_1006084","It was somewhere new, I had never been there before",TRUE
"GEN24_1006084","Its landscapes and scenery",TRUE
"GEN24_1006084","My travel agent talked about or recommended New Zealand",FALSE
"GEN24_1006084","New Zealand was a safe place to visit as it is less crowded than most other places",FALSE
"GEN24_1006094","I've always wanted to visit",FALSE
"GEN24_1006097","A specific event brought me to New Zealand e.g. sporting or cultural event, wedding, family event, etc",TRUE
"GEN24_1006097","It was somewhere new, I had never been there before",TRUE
"GEN24_1006097","Its landscapes and scenery",TRUE
"GEN24_1006097","The variety of outdoor and adventure activities",FALSE
"GEN24_1006098","I wanted to see the unique indigenous Maori culture",FALSE
"GEN24_1006098","I've always wanted to visit",TRUE
"GEN24_1006098","It was somewhere new, I had never been there before",TRUE
"GEN24_1006098","Its landscapes and scenery",TRUE
"GEN24_1006098","New Zealand was a safe place to visit as it is less crowded than most other places",FALSE
"GEN24_1006101","I wanted to visit friends or family in New Zealand",FALSE
"GEN24_1006101","Its landscapes and scenery",FALSE
"GEN24_1006101","The Hobbit and Lord of the Ring Movies",FALSE
"GEN24_1006104","A specific event brought me to New Zealand e.g. sporting or cultural event, wedding, family event, etc",FALSE
"GEN24_1006105","I wanted to visit friends or family in New Zealand",FALSE
"GEN24_1006105","New Zealand's food and wine",FALSE
"GEN24_1006114","I wanted to visit friends or family in New Zealand",FALSE
"GEN24_1006122","A specific event brought me to New Zealand e.g. sporting or cultural event, wedding, family event, etc",TRUE
"GEN24_1006122","Friends, family or colleagues talked about or recommended New Zealand",FALSE
"GEN24_1006122","I wanted to see the unique indigenous Maori culture",FALSE
"GEN24_1006122","I've always wanted to visit",TRUE
"GEN24_1006122","It was somewhere new, I had never been there before",FALSE
"GEN24_1006122","Its landscapes and scenery",TRUE
"GEN24_1006122","Sports events or activities",FALSE
"GEN24_1006122","The variety of outdoor and adventure activities",FALSE
"GEN24_1006150","I wanted to visit friends or family in New Zealand",FALSE
"GEN24_1006150","Work / business",FALSE
"GEN24_1006152","I've always wanted to visit",FALSE
"GEN24_1006152","The Hobbit and Lord of the Ring Movies",FALSE
"GEN24_1006161","I wanted to visit friends or family in New Zealand",FALSE
"GEN24_1006161","Its landscapes and scenery",FALSE
"GEN24_1006164","I read about New Zealand in online articles, travel forums, blogs, social networking sites, etc",FALSE
"GEN24_1006164","I wanted to visit friends or family in New Zealand",TRUE
"GEN24_1006164","It was somewhere new, I had never been there before",FALSE
"GEN24_1006164","Its landscapes and scenery",TRUE
"GEN24_1006164","New Zealand's food and wine",FALSE
"GEN24_1006164","The variety of outdoor and adventure activities",TRUE
"GEN24_1006165","Friends, family or colleagues talked about or recommended New Zealand",FALSE
"GEN24_1006165","I wanted to see the unique indigenous Maori culture",FALSE
"GEN24_1006165","I've always wanted to visit",TRUE
"GEN24_1006165","It was somewhere new, I had never been there before",FALSE
"GEN24_1006165","The Hobbit and Lord of the Ring Movies",FALSE
"GEN24_1006165","The variety of outdoor and adventure activities",FALSE
"GEN24_1006168","I wanted to visit friends or family in New Zealand",TRUE
"GEN24_1006168","I've always wanted to visit",FALSE
"GEN24_1006168","Its landscapes and scenery",TRUE
"GEN24_1006168","The variety of outdoor and adventure activities",TRUE
"GEN24_1006169","Its landscapes and scenery",FALSE
"GEN24_1006176","Friends, family or colleagues talked about or recommended New Zealand",FALSE
"GEN24_1006176","Its environmentally friendly image",FALSE
"GEN24_1006176","New Zealand was a safe place to visit as it is less crowded than most other places",FALSE
"GEN24_1006177","Friends, family or colleagues talked about or recommended New Zealand",FALSE
"GEN24_1006177","I've always wanted to visit",FALSE
"GEN24_1006177","Its landscapes and scenery",FALSE
"GEN24_1006181","I was confident there would be health and hygiene measures in New Zealand to help protect against COVID-19",FALSE
"GEN24_1006181","I've always wanted to visit",TRUE
"GEN24_1006181","It was somewhere new, I had never been there before",FALSE
"GEN24_1006181","Its landscapes and scenery",TRUE
"GEN24_1006181","New Zealand was a safe place to visit as it is less crowded than most other places",TRUE
"GEN24_1006182","Friends, family or colleagues talked about or recommended New Zealand",TRUE
"GEN24_1006182","I've always wanted to visit",FALSE
"GEN24_1006182","It was somewhere new, I had never been there before",TRUE
"GEN24_1006182","Its landscapes and scenery",TRUE
"GEN24_1006184","Friends, family or colleagues talked about or recommended New Zealand",TRUE
"GEN24_1006184","I wanted to see the unique indigenous Maori culture",FALSE
"GEN24_1006184","I was confident there would be health and hygiene measures in New Zealand to help protect against COVID-19",FALSE
"GEN24_1006184","I've always wanted to visit",TRUE
"GEN24_1006184","Its environmentally friendly image",FALSE
"GEN24_1006184","Its landscapes and scenery",TRUE
"GEN24_1006184","New Zealand was a safe place to visit as it is less crowded than most other places",FALSE
"GEN24_1006184","The Hobbit and Lord of the Ring Movies",FALSE
"GEN24_1006190","Its landscapes and scenery",FALSE
"GEN24_1006190","New Zealand was a safe place to visit as it is less crowded than most other places",FALSE
"GEN24_1006190","The variety of outdoor and adventure activities",FALSE
"GEN24_1006205","It was somewhere new, I had never been there before",FALSE
"GEN24_1006206","A specific event brought me to New Zealand e.g. sporting or cultural event, wedding, family event, etc",FALSE
"GEN24_1006210","I wanted to visit friends or family in New Zealand",FALSE
"GEN24_1006210","I was confident there would be health and hygiene measures in New Zealand to help protect against COVID-19",FALSE
"GEN24_1006210","Its landscapes and scenery",FALSE
"GEN24_1006219","New Zealand was a safe place to visit as it is less crowded than most other places",FALSE
"GEN24_1006233","I've always wanted to visit",TRUE
"GEN24_1006233","It was somewhere new, I had never been there before",FALSE
"GEN24_1006233","Its environmentally friendly image",FALSE
"GEN24_1006233","Its landscapes and scenery",TRUE
"GEN24_1006233","New Zealand was a safe place to visit as it is less crowded than most other places",FALSE
"GEN24_1006233","The Hobbit and Lord of the Ring Movies",TRUE
"GEN24_1006233","The variety of outdoor and adventure activities",FALSE
"GEN24_1006235","I wanted to visit friends or family in New Zealand",TRUE
"GEN24_1006235","I've always wanted to visit",TRUE
"GEN24_1006235","It was somewhere new, I had never been there before",FALSE
"GEN24_1006238","I wanted to visit friends or family in New Zealand",FALSE
"GEN24_1006240","I wanted to visit friends or family in New Zealand",TRUE
"GEN24_1006240","I was confident there would be health and hygiene measures in New Zealand to help protect against COVID-19",FALSE
"GEN24_1006240","Its environmentally friendly image",FALSE
"GEN24_1006240","Its landscapes and scenery",TRUE
"GEN24_1006240","New Zealand was a safe place to visit as it is less crowded than most other places",FALSE
"GEN24_1006240","New Zealand's food and wine",TRUE
"GEN24_1006248","I wanted to visit friends or family in New Zealand",FALSE
"GEN24_1006248","I've always wanted to visit",FALSE
"GEN24_1006248","It was somewhere new, I had never been there before",FALSE
"GEN24_1006254","A specific event brought me to New Zealand e.g. sporting or cultural event, wedding, family event, etc",FALSE
"GEN24_1006255","Friends, family or colleagues talked about or recommended New Zealand",TRUE
"GEN24_1006255","I read about New Zealand in online articles, travel forums, blogs, social networking sites, etc",FALSE
"GEN24_1006255","I saw or found a good deal on flights to New Zealand/ a good travel package to New Zealand",TRUE
"GEN24_1006255","Its landscapes and scenery",TRUE
"GEN24_1006260","I've always wanted to visit",TRUE
"GEN24_1006260","Its landscapes and scenery",TRUE
"GEN24_1006260","New Zealand was a safe place to visit as it is less crowded than most other places",FALSE
"GEN24_1006260","The Hobbit and Lord of the Ring Movies",FALSE
"GEN24_1006260","The variety of outdoor and adventure activities",TRUE
"GEN24_1006263","I wanted to visit friends or family in New Zealand",FALSE
"GEN24_1006263","It was somewhere new, I had never been there before",FALSE
"GEN24_1006263","New Zealand was a safe place to visit as it is less crowded than most other places",FALSE
"GEN24_1006267","I saw or found a good deal on flights to New Zealand/ a good travel package to New Zealand",FALSE
"GEN24_1006267","It was somewhere new, I had never been there before",FALSE
"GEN24_1006267","Its landscapes and scenery",FALSE
"GEN24_1006278","I wanted to visit friends or family in New Zealand",FALSE
"GEN24_1006279","I wanted to visit friends or family in New Zealand",FALSE
"GEN24_1006280","Work / business",FALSE
"GEN24_1006285","Friends, family or colleagues talked about or recommended New Zealand",FALSE
"GEN24_1006287","I wanted to visit friends or family in New Zealand",FALSE
"GEN24_1006296","None of these",FALSE
"GEN24_1006298","Its landscapes and scenery",FALSE
"GEN24_1006300","Work / business",FALSE
"GEN24_1006301","I wanted to visit friends or family in New Zealand",FALSE
"GEN24_1006302","A specific event brought me to New Zealand e.g. sporting or cultural event, wedding, family event, etc",FALSE
"GEN24_1006303","I've always wanted to visit",FALSE
"GEN24_1006311","I've always wanted to visit",FALSE
"GEN24_1006311","It was somewhere new, I had never been there before",FALSE
"GEN24_1006314","I read about New Zealand in online articles, travel forums, blogs, social networking sites, etc",FALSE
"GEN24_1006314","I saw a show or segment featuring New Zealand on TV",FALSE
"GEN24_1006314","I've always wanted to visit",TRUE
"GEN24_1006314","Its landscapes and scenery",TRUE
"GEN24_1006314","The Hobbit and Lord of the Ring Movies",TRUE
"GEN24_1006317","Friends, family or colleagues talked about or recommended New Zealand",FALSE
