"response_id","accomm_type_used"
"GEN24_1034286","Other (paid) camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)"
"GEN24_1034287","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1034287","Staying with family or friends"
"GEN24_1034295","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1034295","Youth Hostel, YMCA, YWCA"
"GEN24_1034303","Luxury Accommodation, 5-star Hotel, Luxury Lodge"
"GEN24_1034303","Staying with family or friends"
"GEN24_1034310","Hotel"
"GEN24_1034312","House / flat that you paid some rent for"
"GEN24_1034319","Backpackers"
"GEN24_1034319","Hotel"
"GEN24_1034319","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1034319","Youth Hostel, YMCA, YWCA"
"GEN24_1034320","Backpackers"
"GEN24_1034320","Hotel"
"GEN24_1034320","House / flat that you paid some rent for"
"GEN24_1034320","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1034321","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1034321","Staying with family or friends"
"GEN24_1034323","Staying with family or friends"
"GEN24_1034327","Hotel"
"GEN24_1034327","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1034331","Hotel"
"GEN24_1034335","Staying with family or friends"
"GEN24_1034336","Hotel"
"GEN24_1034336","Motel, Motor Inn or Serviced Apartment"
"GEN24_1034338","Camping at a National Park / Department of Conservation camping ground"
"GEN24_1034338","Other (paid) camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)"
"GEN24_1034340","Youth Hostel, YMCA, YWCA"
"GEN24_1034343","Staying with family or friends"
"GEN24_1034356","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1034360","Staying with family or friends"
"GEN24_1034361","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1034362","Hotel"
"GEN24_1034362","Motel, Motor Inn or Serviced Apartment"
"GEN24_1034382","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1034392","Backpackers"
"GEN24_1034392","Hotel"
"GEN24_1034392","House / flat that you paid some rent for"
"GEN24_1034392","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1034407","Hotel"
"GEN24_1034412","Youth Hostel, YMCA, YWCA"
"GEN24_1034417","Hotel"
"GEN24_1034418","Another place where you pay to park a caravan or campervan / motorhome overnight"
"GEN24_1034418","Free camping - staying in a tent, caravan, campervan / motorhome "
"GEN24_1034418","Other (paid) camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)"
"GEN24_1034424","Staying with family or friends"
"GEN24_1034427","Backpackers"
"GEN24_1034428","Backpackers"
"GEN24_1034432","Farm-stay or Home-stay"
"GEN24_1034432","Free camping - staying in a tent, caravan, campervan / motorhome "
"GEN24_1034432","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1034432","Staying with family or friends"
"GEN24_1034432","Youth Hostel, YMCA, YWCA"
"GEN24_1034438","Farm-stay or Home-stay"
"GEN24_1034438","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1034438","Motel, Motor Inn or Serviced Apartment"
"GEN24_1034438","Staying with family or friends"
"GEN24_1034442","Camping at a National Park / Department of Conservation camping ground"
"GEN24_1034442","Hotel"
"GEN24_1034442","House / flat that you paid some rent for"
"GEN24_1034442","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1034442","In a hut at a National Park / Department of Conservation area"
"GEN24_1034442","Motel, Motor Inn or Serviced Apartment"
"GEN24_1034442","Other (paid) camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)"
"GEN24_1034442","Staying with family or friends"
"GEN24_1034442","Youth Hostel, YMCA, YWCA"
"GEN24_1034450","Motel, Motor Inn or Serviced Apartment"
"GEN24_1034451","Hotel"
"GEN24_1034459","Staying with family or friends"
"GEN24_1034472","Staying with family or friends"
"GEN24_1034473","Hotel"
"GEN24_1034473","Luxury Accommodation, 5-star Hotel, Luxury Lodge"
"GEN24_1034473","Youth Hostel, YMCA, YWCA"
"GEN24_1034477","Staying with family or friends"
"GEN24_1034479","Motel, Motor Inn or Serviced Apartment"
"GEN24_1034479","Staying with family or friends"
"GEN24_1034480","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1034480","Staying with family or friends"
"GEN24_1034484","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1034484","Staying with family or friends"
"GEN24_1034485","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1034485","Staying with family or friends"
"GEN24_1034493","Bed and Breakfast"
"GEN24_1034493","Hotel"
"GEN24_1034493","Staying with family or friends"
"GEN24_1034494","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1034506","House / flat that you paid some rent for"
"GEN24_1034508","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1034511","Staying with family or friends"
"GEN24_1034515","Hotel"
"GEN24_1034522","Hotel"
"GEN24_1034522","Staying with family or friends"
"GEN24_1034537","Bed and Breakfast"
"GEN24_1034537","Hotel"
"GEN24_1034537","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1034537","Luxury Accommodation, 5-star Hotel, Luxury Lodge"
"GEN24_1034537","Motel, Motor Inn or Serviced Apartment"
"GEN24_1034542","House / flat that you paid some rent for"
"GEN24_1034542","Staying with family or friends"
"GEN24_1034556","Staying with family or friends"
"GEN24_1034557","Hotel"
"GEN24_1034557","Luxury Accommodation, 5-star Hotel, Luxury Lodge"
"GEN24_1034558","Staying with family or friends"
"GEN24_1034561","House / flat that you paid some rent for"
"GEN24_1034562","Bed and Breakfast"
"GEN24_1034562","Hotel"
"GEN24_1034565","Backpackers"
"GEN24_1034565","Hotel"
"GEN24_1034565","House / flat that you paid some rent for"
"GEN24_1034565","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1034565","Motel, Motor Inn or Serviced Apartment"
"GEN24_1034565","Youth Hostel, YMCA, YWCA"
"GEN24_1034572","Motel, Motor Inn or Serviced Apartment"
"GEN24_1034574","Hotel"
"GEN24_1034574","Motel, Motor Inn or Serviced Apartment"
"GEN24_1034585","Staying with family or friends"
"GEN24_1034587","Hotel"
"GEN24_1034587","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1034590","Hotel"
"GEN24_1034590","Luxury Accommodation, 5-star Hotel, Luxury Lodge"
"GEN24_1034591","Bed and Breakfast"
"GEN24_1034591","Hotel"
"GEN24_1034591","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1034598","Hotel"
"GEN24_1034598","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1034598","Staying with family or friends"
"GEN24_1034599","Staying with family or friends"
"GEN24_1034600","Hotel"
"GEN24_1034600","Motel, Motor Inn or Serviced Apartment"
"GEN24_1034601","Hotel"
"GEN24_1034601","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1034623","Motel, Motor Inn or Serviced Apartment"
"GEN24_1034647","Backpackers"
"GEN24_1034647","Hotel"
"GEN24_1034647","Motel, Motor Inn or Serviced Apartment"
"GEN24_1034661","Staying with family or friends"
"GEN24_1034677","Hotel"
"GEN24_1034684","Motel, Motor Inn or Serviced Apartment"
"GEN24_1034684","Staying with family or friends"
"GEN24_1034687","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1034687","Youth Hostel, YMCA, YWCA"
"GEN24_1034692","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1034702","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1034713","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1034713","Luxury Accommodation, 5-star Hotel, Luxury Lodge"
"GEN24_1034716","House / flat that you paid some rent for"
"GEN24_1034725","Staying with family or friends"
"GEN24_1034726","Backpackers"
"GEN24_1034726","Staying with family or friends"
"GEN24_1034732","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1034747","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1034747","Other accommodation"
"GEN24_1034747","Staying with family or friends"
"GEN24_1034752","Hotel"
"GEN24_1034752","Motel, Motor Inn or Serviced Apartment"
"GEN24_1034755","Bed and Breakfast"
"GEN24_1034756","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1034756","Staying with family or friends"
"GEN24_1034757","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1034757","Staying with family or friends"
"GEN24_1034760","Motel, Motor Inn or Serviced Apartment"
"GEN24_1034771","Hotel"
"GEN24_1034771","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1034773","Staying with family or friends"
"GEN24_1034778","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1034780","Staying with family or friends"
"GEN24_1034794","Motel, Motor Inn or Serviced Apartment"
"GEN24_1034809","None of these"
"GEN24_1034811","Motel, Motor Inn or Serviced Apartment"
"GEN24_1034811","Staying with family or friends"
"GEN24_1034812","House / flat that you paid some rent for"
"GEN24_1034812","Other (paid) camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)"
"GEN24_1034812","Staying with family or friends"
"GEN24_1034820","Hotel"
"GEN24_1034827","House / flat that you paid some rent for"
"GEN24_1034831","Hotel"
"GEN24_1034831","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1034831","Motel, Motor Inn or Serviced Apartment"
"GEN24_1034835","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1034835","Other (paid) camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)"
"GEN24_1034839","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1034847","None of these"
"GEN24_1034850","Hotel"
"GEN24_1034858","None of these"
"GEN24_1034861","Motel, Motor Inn or Serviced Apartment"
"GEN24_1034861","Staying with family or friends"
"GEN24_1034862","Bed and Breakfast"
"GEN24_1034862","Hotel"
"GEN24_1034872","Backpackers"
"GEN24_1034872","Other (paid) camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)"
"GEN24_1034875","Farm-stay or Home-stay"
"GEN24_1034875","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1034876","House / flat that you paid some rent for"
"GEN24_1034877","Hotel"
"GEN24_1034882","Backpackers"
"GEN24_1034882","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1034882","Other (paid) camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)"
"GEN24_1034892","Luxury Accommodation, 5-star Hotel, Luxury Lodge"
"GEN24_1034896","Backpackers"
"GEN24_1034896","Bed and Breakfast"
"GEN24_1034896","Camping at a National Park / Department of Conservation camping ground"
"GEN24_1034896","Staying with family or friends"
"GEN24_1034896","Youth Hostel, YMCA, YWCA"
"GEN24_1034900","Motel, Motor Inn or Serviced Apartment"
"GEN24_1034906","Hotel"
"GEN24_1034906","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1034909","Motel, Motor Inn or Serviced Apartment"
"GEN24_1034923","Hotel"
"GEN24_1034923","Youth Hostel, YMCA, YWCA"
"GEN24_1034924","Hotel"
"GEN24_1034927","A house/ flat/ apartment/ timeshare you own"
"GEN24_1034930","Luxury Accommodation, 5-star Hotel, Luxury Lodge"
"GEN24_1034935","Staying with family or friends"
"GEN24_1034940","Staying with family or friends"
"GEN24_1034947","Staying with family or friends"
"GEN24_1034950","Staying with family or friends"
"GEN24_1034952","Motel, Motor Inn or Serviced Apartment"
"GEN24_1034953","Backpackers"
"GEN24_1034953","Staying with family or friends"
"GEN24_1034958","Hotel"
"GEN24_1034961","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1034970","Hotel"
"GEN24_1034970","Staying with family or friends"
"GEN24_1034981","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1034989","Hotel"
"GEN24_1034991","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1034996","Staying with family or friends"
"GEN24_1034999","Hotel"
"GEN24_1034999","Motel, Motor Inn or Serviced Apartment"
"GEN24_1035001","Motel, Motor Inn or Serviced Apartment"
"GEN24_1035008","Camping at a National Park / Department of Conservation camping ground"
"GEN24_1035008","Hotel"
"GEN24_1035008","Other (paid) camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)"
"GEN24_1035022","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1035022","Staying with family or friends"
"GEN24_1035023","Hotel"
"GEN24_1035026","Staying with family or friends"
"GEN24_1035035","Hotel"
"GEN24_1035041","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1035041","Staying with family or friends"
"GEN24_1035043","Farm-stay or Home-stay"
"GEN24_1035044","None of these"
"GEN24_1035046","Free camping - staying in a tent, caravan, campervan / motorhome "
"GEN24_1035046","Motel, Motor Inn or Serviced Apartment"
"GEN24_1035046","Other (paid) camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)"
"GEN24_1035047","Hotel"
"GEN24_1035047","Staying with family or friends"
"GEN24_1035051","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1035051","Staying with family or friends"
"GEN24_1035052","Motel, Motor Inn or Serviced Apartment"
"GEN24_1035053","Hotel"
"GEN24_1035056","Hotel"
"GEN24_1035070","Hotel"
"GEN24_1035074","Bed and Breakfast"
"GEN24_1035074","Hotel"
"GEN24_1035074","Staying with family or friends"
"GEN24_1035078","Backpackers"
"GEN24_1035078","Hotel"
"GEN24_1035078","Youth Hostel, YMCA, YWCA"
"GEN24_1035079","Hotel"
"GEN24_1035079","Luxury Accommodation, 5-star Hotel, Luxury Lodge"
"GEN24_1035079","Staying with family or friends"
"GEN24_1035082","Luxury Accommodation, 5-star Hotel, Luxury Lodge"
"GEN24_1035085","Hotel"
"GEN24_1035085","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1035087","Hotel"
"GEN24_1035087","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1035087","Staying with family or friends"
"GEN24_1035089","Another place where you pay to park a caravan or campervan / motorhome overnight"
"GEN24_1035089","Free camping - staying in a tent, caravan, campervan / motorhome "
"GEN24_1035089","Other (paid) camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)"
"GEN24_1035095","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1035095","Motel, Motor Inn or Serviced Apartment"
"GEN24_1035098","Hotel"
"GEN24_1035098","Staying with family or friends"
"GEN24_1035099","Motel, Motor Inn or Serviced Apartment"
"GEN24_1035102","Staying with family or friends"
"GEN24_1035103","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1035104","Hotel"
"GEN24_1035104","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1035104","Luxury Accommodation, 5-star Hotel, Luxury Lodge"
"GEN24_1035105","Hotel"
"GEN24_1035106","Hotel"
"GEN24_1035106","Motel, Motor Inn or Serviced Apartment"
"GEN24_1035107","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1035109","Hotel"
"GEN24_1035109","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1035114","Backpackers"
"GEN24_1035114","Hotel"
"GEN24_1035114","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1035114","Staying with family or friends"
"GEN24_1035114","Youth Hostel, YMCA, YWCA"
"GEN24_1035116","House / flat that you paid some rent for"
"GEN24_1035116","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1035116","Staying with family or friends"
"GEN24_1035120","Luxury Accommodation, 5-star Hotel, Luxury Lodge"
"GEN24_1035120","Staying with family or friends"
"GEN24_1035122","Hotel"
"GEN24_1035122","Staying with family or friends"
"GEN24_1035123","Hotel"
"GEN24_1035123","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1035125","Hotel"
"GEN24_1035125","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1035125","Staying with family or friends"
"GEN24_1035126","Other accommodation"
"GEN24_1035127","Hotel"
"GEN24_1035127","In a hut at a National Park / Department of Conservation area"
"GEN24_1035128","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1035128","Staying with family or friends"
"GEN24_1035130","Staying with family or friends"
"GEN24_1035134","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1035136","Motel, Motor Inn or Serviced Apartment"
"GEN24_1035136","Staying with family or friends"
"GEN24_1035140","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1035149","Backpackers"
"GEN24_1035153","Hotel"
"GEN24_1035153","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1035168","Hotel"
"GEN24_1035168","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1035168","Youth Hostel, YMCA, YWCA"
"GEN24_1035171","Hotel"
"GEN24_1035176","Hotel"
"GEN24_1035176","Luxury Accommodation, 5-star Hotel, Luxury Lodge"
"GEN24_1035177","Staying with family or friends"
"GEN24_1035192","Hotel"
"GEN24_1035192","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1035196","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1035202","Backpackers"
"GEN24_1035202","Hotel"
"GEN24_1035202","House / flat that you paid some rent for"
"GEN24_1035202","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1035202","Staying with family or friends"
"GEN24_1035205","Hotel"
"GEN24_1035205","Motel, Motor Inn or Serviced Apartment"
"GEN24_1035206","Hotel"
"GEN24_1035209","Another place where you pay to park a caravan or campervan / motorhome overnight"
"GEN24_1035209","Free camping - staying in a tent, caravan, campervan / motorhome "
"GEN24_1035209","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1035209","Youth Hostel, YMCA, YWCA"
"GEN24_1035213","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1035213","Luxury Accommodation, 5-star Hotel, Luxury Lodge"
"GEN24_1035214","Staying with family or friends"
"GEN24_1035217","Hotel"
"GEN24_1035222","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1035228","Luxury Accommodation, 5-star Hotel, Luxury Lodge"
"GEN24_1035236","Hotel"
"GEN24_1035237","Camping at a National Park / Department of Conservation camping ground"
"GEN24_1035237","Free camping - staying in a tent, caravan, campervan / motorhome "
"GEN24_1035237","Other (paid) camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)"
"GEN24_1035242","Bed and Breakfast"
"GEN24_1035244","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1035255","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1035259","Hotel"
"GEN24_1035259","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1035270","Hotel"
"GEN24_1035271","Staying with family or friends"
"GEN24_1035274","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1035276","Free camping - staying in a tent, caravan, campervan / motorhome "
"GEN24_1035276","Hotel"
"GEN24_1035276","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1035276","Other (paid) camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)"
"GEN24_1035280","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1035281","Staying with family or friends"
"GEN24_1035286","Backpackers"
"GEN24_1035286","Farm-stay or Home-stay"
"GEN24_1035286","Youth Hostel, YMCA, YWCA"
"GEN24_1035289","Staying with family or friends"
"GEN24_1035294","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1035312","Hotel"
"GEN24_1035312","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1035312","Staying with family or friends"
"GEN24_1035313","Staying with family or friends"
"GEN24_1035316","Hotel"
"GEN24_1035324","Staying with family or friends"
"GEN24_1035328","Staying with family or friends"
"GEN24_1035334","Luxury Accommodation, 5-star Hotel, Luxury Lodge"
"GEN24_1035334","Staying with family or friends"
"GEN24_1035338","Bed and Breakfast"
"GEN24_1035338","Farm-stay or Home-stay"
"GEN24_1035338","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1035343","Backpackers"
"GEN24_1035343","Hotel"
"GEN24_1035343","Youth Hostel, YMCA, YWCA"
"GEN24_1035344","Backpackers"
"GEN24_1035344","Bed and Breakfast"
"GEN24_1035344","Hotel"
"GEN24_1035344","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1035344","In a hut at a National Park / Department of Conservation area"
"GEN24_1035344","Staying with family or friends"
"GEN24_1035344","Student residence"
"GEN24_1035349","Hotel"
"GEN24_1035349","Motel, Motor Inn or Serviced Apartment"
"GEN24_1035349","Staying with family or friends"
"GEN24_1035353","Backpackers"
"GEN24_1035355","Hotel"
"GEN24_1035355","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1035355","Staying with family or friends"
"GEN24_1035363","Backpackers"
"GEN24_1035363","Hotel"
"GEN24_1035363","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1035363","Motel, Motor Inn or Serviced Apartment"
"GEN24_1035367","Hotel"
"GEN24_1035367","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1035367","Staying with family or friends"
"GEN24_1035369","Hotel"
"GEN24_1035369","Other accommodation"
"GEN24_1035370","Bed and Breakfast"
"GEN24_1035370","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1035370","In a hut at a National Park / Department of Conservation area"
"GEN24_1035377","Hotel"
"GEN24_1035377","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1035381","Another place where you pay to park a caravan or campervan / motorhome overnight"
"GEN24_1035381","Camping at a National Park / Department of Conservation camping ground"
"GEN24_1035381","Farm-stay or Home-stay"
"GEN24_1035381","Free camping - staying in a tent, caravan, campervan / motorhome "
"GEN24_1035381","Motel, Motor Inn or Serviced Apartment"
"GEN24_1035381","Other (paid) camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)"
"GEN24_1035381","Youth Hostel, YMCA, YWCA"
"GEN24_1035391","Staying with family or friends"
"GEN24_1035394","Staying with family or friends"
"GEN24_1035400","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
