"response_id","accomm_type_used"
"GEN24_1099491","Motel, Motor Inn or Serviced Apartment"
"GEN24_1099495","Hotel"
"GEN24_1099495","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1099495","Motel, Motor Inn or Serviced Apartment"
"GEN24_1099503","Bed and Breakfast"
"GEN24_1099503","Hotel"
"GEN24_1099503","Motel, Motor Inn or Serviced Apartment"
"GEN24_1099531","Staying with family or friends"
"GEN24_1099541","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1099541","Staying with family or friends"
"GEN24_1099549","Other (paid) camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)"
"GEN24_1099574","Staying with family or friends"
"GEN24_1099586","Hotel"
"GEN24_1099586","Motel, Motor Inn or Serviced Apartment"
"GEN24_1099590","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1099590","Youth Hostel, YMCA, YWCA"
"GEN24_1099592","Hotel"
"GEN24_1099592","House / flat that you paid some rent for"
"GEN24_1099595","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1099595","In a hut at a National Park / Department of Conservation area"
"GEN24_1099596","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1099596","Motel, Motor Inn or Serviced Apartment"
"GEN24_1099596","Other accommodation"
"GEN24_1099600","Hotel"
"GEN24_1099600","Motel, Motor Inn or Serviced Apartment"
"GEN24_1099607","Free camping - staying in a tent, caravan, campervan / motorhome "
"GEN24_1099619","Staying with family or friends"
"GEN24_1099621","Bed and Breakfast"
"GEN24_1099621","Farm-stay or Home-stay"
"GEN24_1099621","Hotel"
"GEN24_1099621","House / flat that you paid some rent for"
"GEN24_1099621","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1099621","Motel, Motor Inn or Serviced Apartment"
"GEN24_1099624","Hotel"
"GEN24_1099624","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1099624","Luxury Accommodation, 5-star Hotel, Luxury Lodge"
"GEN24_1099629","Bed and Breakfast"
"GEN24_1099629","House / flat that you paid some rent for"
"GEN24_1099629","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1099629","Motel, Motor Inn or Serviced Apartment"
"GEN24_1099629","Staying with family or friends"
"GEN24_1099635","Backpackers"
"GEN24_1099635","Staying with family or friends"
"GEN24_1099641","Hotel"
"GEN24_1099644","Motel, Motor Inn or Serviced Apartment"
"GEN24_1099647","Hotel"
"GEN24_1099647","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1099647","Luxury Accommodation, 5-star Hotel, Luxury Lodge"
"GEN24_1099647","Motel, Motor Inn or Serviced Apartment"
"GEN24_1099656","Hotel"
"GEN24_1099658","Camping at a National Park / Department of Conservation camping ground"
"GEN24_1099658","Hotel"
"GEN24_1099658","Other (paid) camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)"
"GEN24_1099661","Bed and Breakfast"
"GEN24_1099661","Hotel"
"GEN24_1099661","Luxury Accommodation, 5-star Hotel, Luxury Lodge"
"GEN24_1099662","Hotel"
"GEN24_1099662","Motel, Motor Inn or Serviced Apartment"
"GEN24_1099667","Free camping - staying in a tent, caravan, campervan / motorhome "
"GEN24_1099667","Motel, Motor Inn or Serviced Apartment"
"GEN24_1099667","Other (paid) camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)"
"GEN24_1099667","Staying with family or friends"
"GEN24_1099676","Free camping - staying in a tent, caravan, campervan / motorhome "
"GEN24_1099676","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1099676","Other (paid) camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)"
"GEN24_1099676","Youth Hostel, YMCA, YWCA"
"GEN24_1099703","Other (paid) camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)"
"GEN24_1099707","Motel, Motor Inn or Serviced Apartment"
"GEN24_1099707","Staying with family or friends"
"GEN24_1099713","Camping at a National Park / Department of Conservation camping ground"
"GEN24_1099713","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1099713","Other (paid) camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)"
"GEN24_1099713","Staying with family or friends"
"GEN24_1099718","Hotel"
"GEN24_1099718","Staying with family or friends"
"GEN24_1099737","Hotel"
"GEN24_1099739","Luxury Accommodation, 5-star Hotel, Luxury Lodge"
"GEN24_1099741","Motel, Motor Inn or Serviced Apartment"
"GEN24_1099745","Motel, Motor Inn or Serviced Apartment"
"GEN24_1099747","Hotel"
"GEN24_1099747","House / flat that you paid some rent for"
"GEN24_1099747","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1099747","Motel, Motor Inn or Serviced Apartment"
"GEN24_1099747","Staying with family or friends"
"GEN24_1099750","Hotel"
"GEN24_1099750","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1099750","Luxury Accommodation, 5-star Hotel, Luxury Lodge"
"GEN24_1099750","Motel, Motor Inn or Serviced Apartment"
"GEN24_1099758","Staying with family or friends"
"GEN24_1099772","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1099772","Motel, Motor Inn or Serviced Apartment"
"GEN24_1099773","Hotel"
"GEN24_1099773","Staying with family or friends"
"GEN24_1099785","Another place where you pay to park a caravan or campervan / motorhome overnight"
"GEN24_1099785","Camping at a National Park / Department of Conservation camping ground"
"GEN24_1099785","Motel, Motor Inn or Serviced Apartment"
"GEN24_1099785","Other (paid) camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)"
"GEN24_1099785","Staying with family or friends"
"GEN24_1099793","Another place where you pay to park a caravan or campervan / motorhome overnight"
"GEN24_1099793","Camping at a National Park / Department of Conservation camping ground"
"GEN24_1099793","Free camping - staying in a tent, caravan, campervan / motorhome "
"GEN24_1099793","Other (paid) camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)"
"GEN24_1099797","Staying with family or friends"
"GEN24_1099799","Bed and Breakfast"
"GEN24_1099799","Hotel"
"GEN24_1099799","House / flat that you paid some rent for"
"GEN24_1099799","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1099799","Motel, Motor Inn or Serviced Apartment"
"GEN24_1099799","Staying with family or friends"
"GEN24_1099801","Backpackers"
"GEN24_1099801","Camping at a National Park / Department of Conservation camping ground"
"GEN24_1099801","Farm-stay or Home-stay"
"GEN24_1099801","Free camping - staying in a tent, caravan, campervan / motorhome "
"GEN24_1099801","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1099801","Other (paid) camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)"
"GEN24_1099801","Youth Hostel, YMCA, YWCA"
"GEN24_1099805","Staying with family or friends"
"GEN24_1099806","Backpackers"
"GEN24_1099806","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1099806","Motel, Motor Inn or Serviced Apartment"
"GEN24_1099809","Hotel"
"GEN24_1099809","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1099809","Staying with family or friends"
"GEN24_1099812","Hotel"
"GEN24_1099816","Camping at a National Park / Department of Conservation camping ground"
"GEN24_1099816","Other (paid) camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)"
"GEN24_1099817","Bed and Breakfast"
"GEN24_1099817","Hotel"
"GEN24_1099817","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1099817","In a hut at a National Park / Department of Conservation area"
"GEN24_1099819","Backpackers"
"GEN24_1099819","Bed and Breakfast"
"GEN24_1099819","Camping at a National Park / Department of Conservation camping ground"
"GEN24_1099819","Other (paid) camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)"
"GEN24_1099830","Hotel"
"GEN24_1099840","Hotel"
"GEN24_1099840","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1099845","Farm-stay or Home-stay"
"GEN24_1099845","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1099845","Motel, Motor Inn or Serviced Apartment"
"GEN24_1099846","Hotel"
"GEN24_1099846","Staying with family or friends"
"GEN24_1099854","Hotel"
"GEN24_1099854","Luxury Accommodation, 5-star Hotel, Luxury Lodge"
"GEN24_1099855","Staying with family or friends"
"GEN24_1099859","Staying with family or friends"
"GEN24_1099860","Staying with family or friends"
"GEN24_1099866","Hotel"
"GEN24_1099866","Motel, Motor Inn or Serviced Apartment"
"GEN24_1099867","Bed and Breakfast"
"GEN24_1099867","Hotel"
"GEN24_1099867","Luxury Accommodation, 5-star Hotel, Luxury Lodge"
"GEN24_1099884","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1099884","Motel, Motor Inn or Serviced Apartment"
"GEN24_1099890","Hotel"
"GEN24_1099890","Motel, Motor Inn or Serviced Apartment"
"GEN24_1099890","Staying with family or friends"
"GEN24_1099896","Motel, Motor Inn or Serviced Apartment"
"GEN24_1099896","Staying with family or friends"
"GEN24_1099903","Hotel"
"GEN24_1099906","Bed and Breakfast"
"GEN24_1099906","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1099919","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1099924","Staying with family or friends"
"GEN24_1099938","Staying with family or friends"
"GEN24_1099956","Hotel"
"GEN24_1099956","Motel, Motor Inn or Serviced Apartment"
"GEN24_1099958","Hotel"
"GEN24_1099958","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1099958","Luxury Accommodation, 5-star Hotel, Luxury Lodge"
"GEN24_1099959","Farm-stay or Home-stay"
"GEN24_1099959","Hotel"
"GEN24_1099959","House / flat that you paid some rent for"
"GEN24_1099959","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1099959","Motel, Motor Inn or Serviced Apartment"
"GEN24_1099965","Motel, Motor Inn or Serviced Apartment"
"GEN24_1099965","Staying with family or friends"
"GEN24_1099966","Backpackers"
"GEN24_1099966","Camping at a National Park / Department of Conservation camping ground"
"GEN24_1099966","Other (paid) camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)"
"GEN24_1099966","Staying with family or friends"
"GEN24_1099966","Youth Hostel, YMCA, YWCA"
"GEN24_1099967","Luxury Accommodation, 5-star Hotel, Luxury Lodge"
"GEN24_1099974","Hotel"
"GEN24_1099974","Staying with family or friends"
"GEN24_1099975","Backpackers"
"GEN24_1099975","Other (paid) camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)"
"GEN24_1099975","Other accommodation"
"GEN24_1099982","Bed and Breakfast"
"GEN24_1099988","Bed and Breakfast"
"GEN24_1099988","Motel, Motor Inn or Serviced Apartment"
"GEN24_1099988","Other accommodation"
"GEN24_1099993","Hotel"
"GEN24_1099993","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1099998","Another place where you pay to park a caravan or campervan / motorhome overnight"
"GEN24_1099998","Camping at a National Park / Department of Conservation camping ground"
"GEN24_1099998","Free camping - staying in a tent, caravan, campervan / motorhome "
"GEN24_1099998","Motel, Motor Inn or Serviced Apartment"
"GEN24_1099998","Other (paid) camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)"
"GEN24_1100008","Staying with family or friends"
"GEN24_1100008","Youth Hostel, YMCA, YWCA"
"GEN24_1100010","Staying with family or friends"
"GEN24_1100016","House / flat that you paid some rent for"
"GEN24_1100016","Motel, Motor Inn or Serviced Apartment"
"GEN24_1100016","Other (paid) camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)"
"GEN24_1100016","Staying with family or friends"
"GEN24_1100025","Hotel"
"GEN24_1100028","Hotel"
"GEN24_1100028","Luxury Accommodation, 5-star Hotel, Luxury Lodge"
"GEN24_1100031","Farm-stay or Home-stay"
"GEN24_1100031","Other accommodation"
"GEN24_1100034","A house/ flat/ apartment/ timeshare you own"
"GEN24_1100034","Hotel"
"GEN24_1100034","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1100034","Luxury Accommodation, 5-star Hotel, Luxury Lodge"
"GEN24_1100034","Staying with family or friends"
"GEN24_1100040","Hotel"
"GEN24_1100040","Other (paid) camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)"
"GEN24_1100040","Staying with family or friends"
"GEN24_1100043","Bed and Breakfast"
"GEN24_1100043","Hotel"
"GEN24_1100043","Staying with family or friends"
"GEN24_1100048","Staying with family or friends"
"GEN24_1100056","Staying with family or friends"
"GEN24_1100058","Backpackers"
"GEN24_1100058","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1100060","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1100060","Other accommodation"
"GEN24_1100061","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1100074","Free camping - staying in a tent, caravan, campervan / motorhome "
"GEN24_1100074","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1100074","Other (paid) camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)"
"GEN24_1100079","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1100079","Motel, Motor Inn or Serviced Apartment"
"GEN24_1100080","Bed and Breakfast"
"GEN24_1100080","Farm-stay or Home-stay"
"GEN24_1100080","Motel, Motor Inn or Serviced Apartment"
"GEN24_1100080","Staying with family or friends"
"GEN24_1100082","Hotel"
"GEN24_1100082","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1100083","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1100088","Hotel"
"GEN24_1100094","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1100094","Motel, Motor Inn or Serviced Apartment"
"GEN24_1100094","Other (paid) camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)"
"GEN24_1100106","Motel, Motor Inn or Serviced Apartment"
"GEN24_1100107","Hotel"
"GEN24_1100110","Hotel"
"GEN24_1100111","Staying with family or friends"
"GEN24_1100128","Motel, Motor Inn or Serviced Apartment"
"GEN24_1100139","Hotel"
"GEN24_1100139","House / flat that you paid some rent for"
"GEN24_1100139","Luxury Accommodation, 5-star Hotel, Luxury Lodge"
"GEN24_1100139","Motel, Motor Inn or Serviced Apartment"
"GEN24_1100149","Staying with family or friends"
"GEN24_1100151","Hotel"
"GEN24_1100151","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1100151","Staying with family or friends"
"GEN24_1100164","Hotel"
"GEN24_1100164","Staying with family or friends"
"GEN24_1100170","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1100176","Hotel"
"GEN24_1100178","House / flat that you paid some rent for"
"GEN24_1100180","Staying with family or friends"
"GEN24_1100192","Staying with family or friends"
"GEN24_1100195","Hotel"
"GEN24_1100196","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1100201","Hotel"
"GEN24_1100201","Motel, Motor Inn or Serviced Apartment"
"GEN24_1100201","Staying with family or friends"
"GEN24_1100206","A house/ flat/ apartment/ timeshare you own"
"GEN24_1100213","Hotel"
"GEN24_1100227","Backpackers"
"GEN24_1100227","Youth Hostel, YMCA, YWCA"
"GEN24_1100230","Hotel"
"GEN24_1100230","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1100230","Staying with family or friends"
"GEN24_1100243","Hotel"
"GEN24_1100243","Other (paid) camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)"
"GEN24_1100247","Hotel"
"GEN24_1100247","Luxury Accommodation, 5-star Hotel, Luxury Lodge"
"GEN24_1100256","Hotel"
"GEN24_1100256","Staying with family or friends"
"GEN24_1100256","Youth Hostel, YMCA, YWCA"
"GEN24_1100258","Staying with family or friends"
"GEN24_1100259","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1100259","Yacht or other boat"
"GEN24_1100264","Hotel"
"GEN24_1100290","Luxury Accommodation, 5-star Hotel, Luxury Lodge"
"GEN24_1100311","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1100311","Motel, Motor Inn or Serviced Apartment"
"GEN24_1100311","Staying with family or friends"
"GEN24_1100321","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1100325","Hotel"
"GEN24_1100325","Motel, Motor Inn or Serviced Apartment"
"GEN24_1100329","Hotel"
"GEN24_1100329","Motel, Motor Inn or Serviced Apartment"
"GEN24_1100329","Staying with family or friends"
"GEN24_1100331","Bed and Breakfast"
"GEN24_1100331","Hotel"
"GEN24_1100331","Luxury Accommodation, 5-star Hotel, Luxury Lodge"
"GEN24_1100337","Bed and Breakfast"
"GEN24_1100337","Camping at a National Park / Department of Conservation camping ground"
"GEN24_1100337","Free camping - staying in a tent, caravan, campervan / motorhome "
"GEN24_1100337","Other (paid) camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)"
"GEN24_1100343","Bed and Breakfast"
"GEN24_1100347","Hotel"
"GEN24_1100347","Motel, Motor Inn or Serviced Apartment"
"GEN24_1100350","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1100372","Hotel"
"GEN24_1100372","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1100374","Hotel"
"GEN24_1100376","Camping at a National Park / Department of Conservation camping ground"
"GEN24_1100376","Hotel"
"GEN24_1100376","Other (paid) camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)"
"GEN24_1100382","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1100384","Hotel"
"GEN24_1100386","Motel, Motor Inn or Serviced Apartment"
"GEN24_1100396","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1100400","Staying with family or friends"
"GEN24_1100401","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1100409","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1100409","Luxury Accommodation, 5-star Hotel, Luxury Lodge"
"GEN24_1100409","Staying with family or friends"
"GEN24_1100412","Hotel"
"GEN24_1100412","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1100415","Hotel"
"GEN24_1100424","Hotel"
"GEN24_1100424","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1100425","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1100432","Staying with family or friends"
"GEN24_1100433","Hotel"
"GEN24_1100433","Staying with family or friends"
"GEN24_1100446","Luxury Accommodation, 5-star Hotel, Luxury Lodge"
"GEN24_1100451","Hotel"
"GEN24_1100451","Motel, Motor Inn or Serviced Apartment"
"GEN24_1100455","Hotel"
"GEN24_1100455","Motel, Motor Inn or Serviced Apartment"
"GEN24_1100455","Other accommodation"
"GEN24_1100463","Staying with family or friends"
"GEN24_1100465","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1100465","Staying with family or friends"
"GEN24_1100468","Staying with family or friends"
"GEN24_1100472","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1100480","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1100484","Hotel"
"GEN24_1100484","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1100484","Luxury Accommodation, 5-star Hotel, Luxury Lodge"
"GEN24_1100484","Motel, Motor Inn or Serviced Apartment"
"GEN24_1100495","Hotel"
"GEN24_1100495","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1100500","Farm-stay or Home-stay"
"GEN24_1100500","Hotel"
"GEN24_1100500","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1100500","Motel, Motor Inn or Serviced Apartment"
"GEN24_1100501","Hotel"
"GEN24_1100505","Staying with family or friends"
"GEN24_1100512","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1100512","Staying with family or friends"
"GEN24_1100512","Youth Hostel, YMCA, YWCA"
"GEN24_1100519","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1100520","Backpackers"
"GEN24_1100520","Camping at a National Park / Department of Conservation camping ground"
"GEN24_1100520","Free camping - staying in a tent, caravan, campervan / motorhome "
"GEN24_1100520","Staying with family or friends"
"GEN24_1100520","Youth Hostel, YMCA, YWCA"
"GEN24_1100521","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1100521","Motel, Motor Inn or Serviced Apartment"
"GEN24_1100525","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1100531","Other accommodation"
"GEN24_1100548","Hotel"
"GEN24_1100548","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1100554","Backpackers"
"GEN24_1100554","Bed and Breakfast"
"GEN24_1100554","Free camping - staying in a tent, caravan, campervan / motorhome "
"GEN24_1100554","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1100554","In a hut at a National Park / Department of Conservation area"
"GEN24_1100554","Other (paid) camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)"
"GEN24_1100554","Youth Hostel, YMCA, YWCA"
"GEN24_1100563","Hotel"
"GEN24_1100570","Hotel"
"GEN24_1100579","Hotel"
"GEN24_1100579","House / flat that you paid some rent for"
"GEN24_1100579","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1100579","Luxury Accommodation, 5-star Hotel, Luxury Lodge"
"GEN24_1100582","Hotel"
"GEN24_1100582","Staying with family or friends"
"GEN24_1100584","Backpackers"
"GEN24_1100584","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1100584","Staying with family or friends"
"GEN24_1100587","Backpackers"
"GEN24_1100587","Camping at a National Park / Department of Conservation camping ground"
"GEN24_1100587","Free camping - staying in a tent, caravan, campervan / motorhome "
"GEN24_1100587","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1100587","In a hut at a National Park / Department of Conservation area"
"GEN24_1100587","Other (paid) camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)"
"GEN24_1100587","Staying with family or friends"
"GEN24_1100615","Hotel"
"GEN24_1100615","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1100615","Luxury Accommodation, 5-star Hotel, Luxury Lodge"
"GEN24_1100622","Free camping - staying in a tent, caravan, campervan / motorhome "
"GEN24_1100622","Motel, Motor Inn or Serviced Apartment"
"GEN24_1100622","Other (paid) camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)"
"GEN24_1100622","Staying with family or friends"
"GEN24_1100624","A house/ flat/ apartment/ timeshare you own"
"GEN24_1100624","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1100624","Motel, Motor Inn or Serviced Apartment"
"GEN24_1100624","Staying with family or friends"
"GEN24_1100626","Hotel"
"GEN24_1100626","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1100626","Motel, Motor Inn or Serviced Apartment"
"GEN24_1100630","A house/ flat/ apartment/ timeshare you own"
"GEN24_1100631","Motel, Motor Inn or Serviced Apartment"
"GEN24_1100632","Motel, Motor Inn or Serviced Apartment"
"GEN24_1100632","Other (paid) camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)"
