"response_id","travelled_with"
"GEN24_1098932","No one, I was on my own"
"GEN24_1098935","No one, I was on my own"
"GEN24_1098937","My husband, wife or partner"
"GEN24_1098942","My husband, wife or partner"
"GEN24_1098948","My husband, wife or partner"
"GEN24_1098953","Child/children aged 15 or older"
"GEN24_1098957","My husband, wife or partner"
"GEN24_1098960","My husband, wife or partner"
"GEN24_1098961","Other adult family / relative"
"GEN24_1098976","No one, I was on my own"
"GEN24_1098978","My husband, wife or partner"
"GEN24_1098980","Child/children aged 15 or older"
"GEN24_1098980","Child/children aged under 15"
"GEN24_1098980","Other adult family / relative"
"GEN24_1098980","Other adult(s) who are not family / relatives"
"GEN24_1098985","My husband, wife or partner"
"GEN24_1098987","Other adult family / relative"
"GEN24_1098987","Other adult(s) who are not family / relatives"
"GEN24_1098991","My husband, wife or partner"
"GEN24_1098996","My husband, wife or partner"
"GEN24_1099006","My husband, wife or partner"
"GEN24_1099008","No one, I was on my own"
"GEN24_1099015","My husband, wife or partner"
"GEN24_1099016","My husband, wife or partner"
"GEN24_1099019","My husband, wife or partner"
"GEN24_1099019","Other adult family / relative"
"GEN24_1099021","My husband, wife or partner"
"GEN24_1099026","My husband, wife or partner"
"GEN24_1099030","My husband, wife or partner"
"GEN24_1099037","No one, I was on my own"
"GEN24_1099039","My husband, wife or partner"
"GEN24_1099042","My husband, wife or partner"
"GEN24_1099046","My husband, wife or partner"
"GEN24_1099049","My husband, wife or partner"
"GEN24_1099063","My husband, wife or partner"
"GEN24_1099068","Other adult(s) who are not family / relatives"
"GEN24_1099080","My husband, wife or partner"
"GEN24_1099080","Other adult family / relative"
"GEN24_1099082","My husband, wife or partner"
"GEN24_1099084","Other adult(s) who are not family / relatives"
"GEN24_1099088","My husband, wife or partner"
"GEN24_1099097","My husband, wife or partner"
"GEN24_1099105","No one, I was on my own"
"GEN24_1099117","My husband, wife or partner"
"GEN24_1099119","Other adult(s) who are not family / relatives"
"GEN24_1099120","Other adult family / relative"
"GEN24_1099127","My husband, wife or partner"
"GEN24_1099138","My husband, wife or partner"
"GEN24_1099140","My husband, wife or partner"
"GEN24_1099143","No one, I was on my own"
"GEN24_1099144","My husband, wife or partner"
"GEN24_1099145","My husband, wife or partner"
"GEN24_1099151","Child/children aged under 15"
"GEN24_1099151","My husband, wife or partner"
"GEN24_1099158","No one, I was on my own"
"GEN24_1099165","Child/children aged 15 or older"
"GEN24_1099165","My husband, wife or partner"
"GEN24_1099172","Other adult(s) who are not family / relatives"
"GEN24_1099176","Other adult(s) who are not family / relatives"
"GEN24_1099178","My husband, wife or partner"
"GEN24_1099180","Other adult family / relative"
"GEN24_1099190","No one, I was on my own"
"GEN24_1099197","My husband, wife or partner"
"GEN24_1099210","Child/children aged under 15"
"GEN24_1099210","My husband, wife or partner"
"GEN24_1099233","Other adult family / relative"
"GEN24_1099235","Child/children aged 15 or older"
"GEN24_1099235","Child/children aged under 15"
"GEN24_1099235","My husband, wife or partner"
"GEN24_1099236","Other adult(s) who are not family / relatives"
"GEN24_1099237","My husband, wife or partner"
"GEN24_1099238","No one, I was on my own"
"GEN24_1099243","No one, I was on my own"
"GEN24_1099248","Child/children aged 15 or older"
"GEN24_1099248","Child/children aged under 15"
"GEN24_1099248","My husband, wife or partner"
"GEN24_1099254","My husband, wife or partner"
"GEN24_1099262","My husband, wife or partner"
"GEN24_1099264","My husband, wife or partner"
"GEN24_1099266","My husband, wife or partner"
"GEN24_1099266","Other adult family / relative"
"GEN24_1099269","My husband, wife or partner"
"GEN24_1099274","My husband, wife or partner"
"GEN24_1099278","No one, I was on my own"
"GEN24_1099283","No one, I was on my own"
"GEN24_1099284","Child/children aged 15 or older"
"GEN24_1099284","My husband, wife or partner"
"GEN24_1099284","Other adult family / relative"
"GEN24_1099285","My husband, wife or partner"
"GEN24_1099290","Other adult(s) who are not family / relatives"
"GEN24_1099291","My husband, wife or partner"
"GEN24_1099293","My husband, wife or partner"
"GEN24_1099293","Other adult(s) who are not family / relatives"
"GEN24_1099301","My husband, wife or partner"
"GEN24_1099302","My husband, wife or partner"
"GEN24_1099306","My husband, wife or partner"
"GEN24_1099307","No one, I was on my own"
"GEN24_1099323","My husband, wife or partner"
"GEN24_1099325","Other adult family / relative"
"GEN24_1099326","My husband, wife or partner"
"GEN24_1099335","Other adult family / relative"
"GEN24_1099340","Other adult(s) who are not family / relatives"
"GEN24_1099344","No one, I was on my own"
"GEN24_1099356","No one, I was on my own"
"GEN24_1099361","No one, I was on my own"
"GEN24_1099368","Other adult family / relative"
"GEN24_1099381","My husband, wife or partner"
"GEN24_1099386","No one, I was on my own"
"GEN24_1099389","No one, I was on my own"
"GEN24_1099391","No one, I was on my own"
"GEN24_1099396","My husband, wife or partner"
"GEN24_1099397","My husband, wife or partner"
"GEN24_1099397","Other adult family / relative"
"GEN24_1099397","Other adult(s) who are not family / relatives"
"GEN24_1099411","Child/children aged 15 or older"
"GEN24_1099411","Child/children aged under 15"
"GEN24_1099414","My husband, wife or partner"
"GEN24_1099416","My husband, wife or partner"
"GEN24_1099418","No one, I was on my own"
"GEN24_1099424","Other adult(s) who are not family / relatives"
"GEN24_1099427","My husband, wife or partner"
"GEN24_1099427","Other adult(s) who are not family / relatives"
"GEN24_1099429","Child/children aged 15 or older"
"GEN24_1099445","Other adult family / relative"
"GEN24_1099446","No one, I was on my own"
"GEN24_1099459","My husband, wife or partner"
"GEN24_1099461","Child/children aged under 15"
"GEN24_1099461","My husband, wife or partner"
"GEN24_1099468","My husband, wife or partner"
"GEN24_1099472","My husband, wife or partner"
"GEN24_1099474","My husband, wife or partner"
"GEN24_1099474","Other adult family / relative"
"GEN24_1099477","No one, I was on my own"
"GEN24_1099481","Other adult(s) who are not family / relatives"
"GEN24_1099483","My husband, wife or partner"
"GEN24_1099491","My husband, wife or partner"
"GEN24_1099495","My husband, wife or partner"
"GEN24_1099503","My husband, wife or partner"
"GEN24_1099510","Other adult family / relative"
"GEN24_1099531","Other adult family / relative"
"GEN24_1099541","No one, I was on my own"
"GEN24_1099548","Other adult(s) who are not family / relatives"
"GEN24_1099549","My husband, wife or partner"
"GEN24_1099574","Other adult family / relative"
"GEN24_1099586","My husband, wife or partner"
"GEN24_1099590","Other adult(s) who are not family / relatives"
"GEN24_1099592","No one, I was on my own"
"GEN24_1099595","My husband, wife or partner"
"GEN24_1099596","Other adult(s) who are not family / relatives"
"GEN24_1099600","No one, I was on my own"
"GEN24_1099605","Other adult family / relative"
"GEN24_1099607","My husband, wife or partner"
"GEN24_1099613","No one, I was on my own"
"GEN24_1099619","Child/children aged under 15"
"GEN24_1099621","Child/children aged 15 or older"
"GEN24_1099621","Child/children aged under 15"
"GEN24_1099621","My husband, wife or partner"
"GEN24_1099624","My husband, wife or partner"
"GEN24_1099626","My husband, wife or partner"
"GEN24_1099629","No one, I was on my own"
"GEN24_1099635","No one, I was on my own"
"GEN24_1099639","My husband, wife or partner"
"GEN24_1099641","No one, I was on my own"
"GEN24_1099644","My husband, wife or partner"
"GEN24_1099647","My husband, wife or partner"
"GEN24_1099656","No one, I was on my own"
"GEN24_1099658","My husband, wife or partner"
"GEN24_1099661","My husband, wife or partner"
"GEN24_1099662","Other adult(s) who are not family / relatives"
"GEN24_1099663","Other adult family / relative"
"GEN24_1099663","Other adult(s) who are not family / relatives"
"GEN24_1099667","My husband, wife or partner"
"GEN24_1099676","No one, I was on my own"
"GEN24_1099695","My husband, wife or partner"
"GEN24_1099703","My husband, wife or partner"
"GEN24_1099707","No one, I was on my own"
"GEN24_1099710","Child/children aged 15 or older"
"GEN24_1099713","No one, I was on my own"
"GEN24_1099718","My husband, wife or partner"
"GEN24_1099726","No one, I was on my own"
"GEN24_1099737","My husband, wife or partner"
"GEN24_1099739","My husband, wife or partner"
"GEN24_1099741","No one, I was on my own"
"GEN24_1099742","No one, I was on my own"
"GEN24_1099745","My husband, wife or partner"
"GEN24_1099747","My husband, wife or partner"
"GEN24_1099750","My husband, wife or partner"
"GEN24_1099758","Other adult family / relative"
"GEN24_1099767","My husband, wife or partner"
"GEN24_1099772","My husband, wife or partner"
"GEN24_1099773","No one, I was on my own"
"GEN24_1099774","No one, I was on my own"
"GEN24_1099785","Other adult(s) who are not family / relatives"
"GEN24_1099793","Child/children aged under 15"
"GEN24_1099793","My husband, wife or partner"
"GEN24_1099797","Child/children aged under 15"
"GEN24_1099797","Other adult(s) who are not family / relatives"
"GEN24_1099799","My husband, wife or partner"
"GEN24_1099801","No one, I was on my own"
"GEN24_1099805","My husband, wife or partner"
"GEN24_1099806","My husband, wife or partner"
"GEN24_1099809","Child/children aged 15 or older"
"GEN24_1099812","No one, I was on my own"
"GEN24_1099816","My husband, wife or partner"
"GEN24_1099817","My husband, wife or partner"
"GEN24_1099819","My husband, wife or partner"
"GEN24_1099830","Child/children aged 15 or older"
"GEN24_1099840","My husband, wife or partner"
"GEN24_1099845","Child/children aged 15 or older"
"GEN24_1099845","My husband, wife or partner"
"GEN24_1099846","My husband, wife or partner"
"GEN24_1099848","My husband, wife or partner"
"GEN24_1099848","Other adult family / relative"
"GEN24_1099854","My husband, wife or partner"
"GEN24_1099855","My husband, wife or partner"
"GEN24_1099859","My husband, wife or partner"
"GEN24_1099860","No one, I was on my own"
"GEN24_1099866","My husband, wife or partner"
"GEN24_1099867","My husband, wife or partner"
"GEN24_1099884","Child/children aged under 15"
"GEN24_1099884","My husband, wife or partner"
"GEN24_1099884","Other adult family / relative"
"GEN24_1099889","My husband, wife or partner"
"GEN24_1099890","My husband, wife or partner"
"GEN24_1099896","Child/children aged under 15"
"GEN24_1099903","Other adult(s) who are not family / relatives"
"GEN24_1099906","Other adult family / relative"
"GEN24_1099919","Other adult family / relative"
"GEN24_1099924","Other adult family / relative"
"GEN24_1099929","My husband, wife or partner"
"GEN24_1099938","Child/children aged under 15"
"GEN24_1099938","My husband, wife or partner"
"GEN24_1099940","My husband, wife or partner"
"GEN24_1099945","No one, I was on my own"
"GEN24_1099952","Other adult family / relative"
"GEN24_1099956","My husband, wife or partner"
"GEN24_1099956","Other adult(s) who are not family / relatives"
"GEN24_1099958","My husband, wife or partner"
"GEN24_1099958","Other adult family / relative"
"GEN24_1099958","Other adult(s) who are not family / relatives"
"GEN24_1099959","My husband, wife or partner"
"GEN24_1099965","No one, I was on my own"
"GEN24_1099966","Other adult family / relative"
"GEN24_1099967","No one, I was on my own"
"GEN24_1099974","My husband, wife or partner"
"GEN24_1099975","No one, I was on my own"
"GEN24_1099982","No one, I was on my own"
"GEN24_1099986","No one, I was on my own"
"GEN24_1099988","No one, I was on my own"
"GEN24_1099993","My husband, wife or partner"
"GEN24_1099998","My husband, wife or partner"
"GEN24_1100008","No one, I was on my own"
"GEN24_1100010","Child/children aged under 15"
"GEN24_1100010","My husband, wife or partner"
"GEN24_1100016","My husband, wife or partner"
"GEN24_1100025","Other adult family / relative"
"GEN24_1100028","My husband, wife or partner"
"GEN24_1100031","No one, I was on my own"
"GEN24_1100034","No one, I was on my own"
"GEN24_1100035","No one, I was on my own"
"GEN24_1100040","My husband, wife or partner"
"GEN24_1100042","No one, I was on my own"
"GEN24_1100043","My husband, wife or partner"
"GEN24_1100048","Child/children aged 15 or older"
"GEN24_1100052","My husband, wife or partner"
"GEN24_1100056","Other adult family / relative"
"GEN24_1100058","No one, I was on my own"
"GEN24_1100060","My husband, wife or partner"
"GEN24_1100060","Other adult family / relative"
"GEN24_1100061","My husband, wife or partner"
"GEN24_1100069","Other adult(s) who are not family / relatives"
"GEN24_1100074","My husband, wife or partner"
"GEN24_1100079","My husband, wife or partner"
"GEN24_1100080","My husband, wife or partner"
"GEN24_1100082","Child/children aged under 15"
"GEN24_1100082","My husband, wife or partner"
"GEN24_1100083","My husband, wife or partner"
"GEN24_1100088","Other adult family / relative"
"GEN24_1100094","Child/children aged 15 or older"
"GEN24_1100094","Child/children aged under 15"
"GEN24_1100094","My husband, wife or partner"
"GEN24_1100106","Other adult family / relative"
"GEN24_1100107","Other adult family / relative"
"GEN24_1100110","My husband, wife or partner"
"GEN24_1100111","No one, I was on my own"
"GEN24_1100128","Child/children aged under 15"
"GEN24_1100128","My husband, wife or partner"
"GEN24_1100128","Other adult family / relative"
"GEN24_1100139","Other adult(s) who are not family / relatives"
"GEN24_1100149","Child/children aged 15 or older"
"GEN24_1100151","Child/children aged 15 or older"
"GEN24_1100164","Child/children aged 15 or older"
"GEN24_1100164","My husband, wife or partner"
"GEN24_1100170","Child/children aged under 15"
"GEN24_1100170","My husband, wife or partner"
"GEN24_1100170","Other adult family / relative"
"GEN24_1100176","My husband, wife or partner"
"GEN24_1100178","Other adult(s) who are not family / relatives"
"GEN24_1100180","Other adult family / relative"
"GEN24_1100192","Other adult(s) who are not family / relatives"
"GEN24_1100193","My husband, wife or partner"
"GEN24_1100193","Other adult family / relative"
"GEN24_1100195","Other adult(s) who are not family / relatives"
"GEN24_1100196","My husband, wife or partner"
"GEN24_1100201","No one, I was on my own"
"GEN24_1100206","Child/children aged under 15"
"GEN24_1100206","My husband, wife or partner"
"GEN24_1100213","My husband, wife or partner"
"GEN24_1100224","My husband, wife or partner"
"GEN24_1100227","Other adult(s) who are not family / relatives"
"GEN24_1100230","My husband, wife or partner"
"GEN24_1100233","My husband, wife or partner"
"GEN24_1100243","My husband, wife or partner"
"GEN24_1100247","My husband, wife or partner"
"GEN24_1100256","Child/children aged 15 or older"
"GEN24_1100256","Child/children aged under 15"
"GEN24_1100256","My husband, wife or partner"
"GEN24_1100258","No one, I was on my own"
"GEN24_1100259","My husband, wife or partner"
"GEN24_1100263","Other adult(s) who are not family / relatives"
"GEN24_1100264","Other adult(s) who are not family / relatives"
"GEN24_1100285","My husband, wife or partner"
"GEN24_1100290","My husband, wife or partner"
"GEN24_1100300","No one, I was on my own"
"GEN24_1100304","No one, I was on my own"
"GEN24_1100311","Child/children aged under 15"
"GEN24_1100311","My husband, wife or partner"
"GEN24_1100321","Other adult family / relative"
"GEN24_1100324","Other adult(s) who are not family / relatives"
"GEN24_1100325","My husband, wife or partner"
"GEN24_1100326","Other adult family / relative"
"GEN24_1100327","My husband, wife or partner"
"GEN24_1100329","Other adult(s) who are not family / relatives"
"GEN24_1100331","My husband, wife or partner"
"GEN24_1100337","My husband, wife or partner"
"GEN24_1100343","My husband, wife or partner"
"GEN24_1100346","My husband, wife or partner"
"GEN24_1100347","My husband, wife or partner"
"GEN24_1100350","Child/children aged 15 or older"
"GEN24_1100350","My husband, wife or partner"
"GEN24_1100363","My husband, wife or partner"
"GEN24_1100372","No one, I was on my own"
"GEN24_1100374","No one, I was on my own"
"GEN24_1100376","Child/children aged under 15"
"GEN24_1100376","My husband, wife or partner"
"GEN24_1100382","No one, I was on my own"
"GEN24_1100384","No one, I was on my own"
"GEN24_1100386","Other adult(s) who are not family / relatives"
"GEN24_1100396","My husband, wife or partner"
"GEN24_1100396","Other adult(s) who are not family / relatives"
"GEN24_1100400","Other adult family / relative"
"GEN24_1100401","My husband, wife or partner"
"GEN24_1100401","Other adult(s) who are not family / relatives"
"GEN24_1100409","My husband, wife or partner"
"GEN24_1100412","Child/children aged under 15"
"GEN24_1100412","My husband, wife or partner"
"GEN24_1100415","Child/children aged 15 or older"
"GEN24_1100419","My husband, wife or partner"
"GEN24_1100424","Child/children aged 15 or older"
"GEN24_1100424","My husband, wife or partner"
"GEN24_1100424","Other adult family / relative"
"GEN24_1100425","Other adult family / relative"
"GEN24_1100432","Child/children aged 15 or older"
"GEN24_1100433","No one, I was on my own"
"GEN24_1100446","My husband, wife or partner"
"GEN24_1100451","No one, I was on my own"
"GEN24_1100455","My husband, wife or partner"
"GEN24_1100463","No one, I was on my own"
"GEN24_1100465","No one, I was on my own"
"GEN24_1100468","Child/children aged under 15"
"GEN24_1100468","My husband, wife or partner"
"GEN24_1100472","My husband, wife or partner"
"GEN24_1100480","Child/children aged 15 or older"
"GEN24_1100480","My husband, wife or partner"
"GEN24_1100482","Other adult family / relative"
"GEN24_1100484","My husband, wife or partner"
"GEN24_1100491","My husband, wife or partner"
"GEN24_1100495","My husband, wife or partner"
"GEN24_1100495","Other adult(s) who are not family / relatives"
"GEN24_1100500","My husband, wife or partner"
"GEN24_1100501","Other adult family / relative"
"GEN24_1100505","My husband, wife or partner"
"GEN24_1100512","No one, I was on my own"
"GEN24_1100519","Other adult family / relative"
"GEN24_1100520","My husband, wife or partner"
"GEN24_1100521","My husband, wife or partner"
"GEN24_1100525","My husband, wife or partner"
"GEN24_1100531","No one, I was on my own"
"GEN24_1100548","My husband, wife or partner"
"GEN24_1100554","No one, I was on my own"
"GEN24_1100563","No one, I was on my own"
"GEN24_1100570","My husband, wife or partner"
"GEN24_1100577","Child/children aged under 15"
"GEN24_1100579","Child/children aged under 15"
"GEN24_1100579","My husband, wife or partner"
"GEN24_1100582","No one, I was on my own"
"GEN24_1100584","No one, I was on my own"
"GEN24_1100587","No one, I was on my own"
"GEN24_1100610","No one, I was on my own"
"GEN24_1100615","My husband, wife or partner"
"GEN24_1100622","No one, I was on my own"
"GEN24_1100624","Child/children aged 15 or older"
"GEN24_1100624","Other adult family / relative"
"GEN24_1100624","Other adult(s) who are not family / relatives"
"GEN24_1100626","My husband, wife or partner"
"GEN24_1100630","My husband, wife or partner"
"GEN24_1100631","No one, I was on my own"
"GEN24_1100632","My husband, wife or partner"
"GEN24_1100634","Child/children aged under 15"
"GEN24_1100634","My husband, wife or partner"
"GEN24_1100635","Other adult family / relative"
"GEN24_1100636","No one, I was on my own"
"GEN24_1100643","My husband, wife or partner"
"GEN24_1100645","Other adult(s) who are not family / relatives"
"GEN24_1100648","No one, I was on my own"
"GEN24_1100656","No one, I was on my own"
"GEN24_1100658","No one, I was on my own"
"GEN24_1100659","No one, I was on my own"
"GEN24_1100660","Child/children aged 15 or older"
"GEN24_1100660","Child/children aged under 15"
"GEN24_1100660","My husband, wife or partner"
"GEN24_1100666","My husband, wife or partner"
"GEN24_1100667","My husband, wife or partner"
"GEN24_1100675","Child/children aged 15 or older"
"GEN24_1100679","My husband, wife or partner"
"GEN24_1100684","No one, I was on my own"
"GEN24_1100686","Child/children aged 15 or older"
"GEN24_1100686","My husband, wife or partner"
"GEN24_1100691","Other adult family / relative"
"GEN24_1100692","My husband, wife or partner"
"GEN24_1100695","My husband, wife or partner"
"GEN24_1100698","My husband, wife or partner"
"GEN24_1100713","No one, I was on my own"
"GEN24_1100715","My husband, wife or partner"
"GEN24_1100717","No one, I was on my own"
"GEN24_1100731","My husband, wife or partner"
"GEN24_1100732","My husband, wife or partner"
"GEN24_1100733","My husband, wife or partner"
"GEN24_1100734","Child/children aged 15 or older"
"GEN24_1100738","My husband, wife or partner"
"GEN24_1100755","No one, I was on my own"
"GEN24_1100762","Child/children aged under 15"
"GEN24_1100762","My husband, wife or partner"
"GEN24_1100770","My husband, wife or partner"
"GEN24_1100772","My husband, wife or partner"
"GEN24_1100774","No one, I was on my own"
"GEN24_1100779","My husband, wife or partner"
"GEN24_1100783","No one, I was on my own"
"GEN24_1100795","My husband, wife or partner"
"GEN24_1100804","No one, I was on my own"
"GEN24_1100811","Other adult family / relative"
"GEN24_1100813","My husband, wife or partner"
"GEN24_1100814","My husband, wife or partner"
"GEN24_1100821","My husband, wife or partner"
"GEN24_1100827","My husband, wife or partner"
"GEN24_1100839","No one, I was on my own"
"GEN24_1100842","No one, I was on my own"
"GEN24_1100845","No one, I was on my own"
"GEN24_1100849","No one, I was on my own"
"GEN24_1100862","My husband, wife or partner"
"GEN24_1100864","No one, I was on my own"
"GEN24_1100880","Child/children aged under 15"
"GEN24_1100880","Other adult family / relative"
"GEN24_1100884","Other adult family / relative"
"GEN24_1100900","No one, I was on my own"
"GEN24_1100902","Child/children aged 15 or older"
"GEN24_1100903","No one, I was on my own"
"GEN24_1100905","My husband, wife or partner"
"GEN24_1100906","No one, I was on my own"
"GEN24_1100908","Other adult family / relative"
"GEN24_1100909","My husband, wife or partner"
"GEN24_1100911","My husband, wife or partner"
"GEN24_1100917","No one, I was on my own"
"GEN24_1100924","No one, I was on my own"
"GEN24_1100927","My husband, wife or partner"
"GEN24_1100929","Other adult(s) who are not family / relatives"
"GEN24_1100933","My husband, wife or partner"
"GEN24_1100935","My husband, wife or partner"
"GEN24_1100938","Other adult family / relative"
"GEN24_1100942","My husband, wife or partner"
"GEN24_1100946","Other adult(s) who are not family / relatives"
"GEN24_1100948","No one, I was on my own"
"GEN24_1100949","Child/children aged 15 or older"
"GEN24_1100949","My husband, wife or partner"
"GEN24_1100949","Other adult(s) who are not family / relatives"
"GEN24_1100950","No one, I was on my own"
"GEN24_1100951","No one, I was on my own"
"GEN24_1100956","Other adult family / relative"
"GEN24_1100961","My husband, wife or partner"
"GEN24_1100971","No one, I was on my own"
"GEN24_1100979","My husband, wife or partner"
"GEN24_1100981","My husband, wife or partner"
"GEN24_1100991","Other adult family / relative"
"GEN24_1100991","Other adult(s) who are not family / relatives"
"GEN24_1100994","Child/children aged 15 or older"
"GEN24_1101002","Child/children aged under 15"
"GEN24_1101002","My husband, wife or partner"
"GEN24_1101010","My husband, wife or partner"
"GEN24_1101023","Child/children aged 15 or older"
"GEN24_1101023","Other adult(s) who are not family / relatives"
"GEN24_1101028","My husband, wife or partner"
"GEN24_1101031","Child/children aged under 15"
"GEN24_1101031","My husband, wife or partner"
"GEN24_1101033","No one, I was on my own"
"GEN24_1101040","Other adult(s) who are not family / relatives"
"GEN24_1101042","No one, I was on my own"
"GEN24_1101043","My husband, wife or partner"
"GEN24_1101043","Other adult family / relative"
"GEN24_1101067","Other adult(s) who are not family / relatives"
"GEN24_1101069","Other adult(s) who are not family / relatives"
"GEN24_1101071","My husband, wife or partner"
"GEN24_1101077","Other adult family / relative"
"GEN24_1101080","My husband, wife or partner"
"GEN24_1101085","My husband, wife or partner"
"GEN24_1101087","Other adult family / relative"
"GEN24_1101087","Other adult(s) who are not family / relatives"
"GEN24_1101091","My husband, wife or partner"
"GEN24_1101092","Child/children aged under 15"
"GEN24_1101102","Other adult family / relative"
"GEN24_1101106","No one, I was on my own"
"GEN24_1101114","My husband, wife or partner"
"GEN24_1101125","No one, I was on my own"
"GEN24_1101126","No one, I was on my own"
"GEN24_1101129","No one, I was on my own"
"GEN24_1101137","My husband, wife or partner"
"GEN24_1101138","Other adult family / relative"
"GEN24_1101139","My husband, wife or partner"
"GEN24_1101140","Child/children aged under 15"
"GEN24_1101141","No one, I was on my own"
"GEN24_1101142","My husband, wife or partner"
"GEN24_1101144","No one, I was on my own"
"GEN24_1101148","My husband, wife or partner"
"GEN24_1101149","Other adult(s) who are not family / relatives"
"GEN24_1101151","No one, I was on my own"
"GEN24_1101162","No one, I was on my own"
"GEN24_1101167","No one, I was on my own"
"GEN24_1101168","Other adult(s) who are not family / relatives"
"GEN24_1101171","Other adult(s) who are not family / relatives"
"GEN24_1101173","No one, I was on my own"
"GEN24_1101197","Other adult family / relative"
"GEN24_1101203","No one, I was on my own"
"GEN24_1101204","Child/children aged 15 or older"
"GEN24_1101209","Other adult(s) who are not family / relatives"
"GEN24_1101218","No one, I was on my own"
"GEN24_1101219","Other adult(s) who are not family / relatives"
"GEN24_1101227","No one, I was on my own"
"GEN24_1101228","My husband, wife or partner"
"GEN24_1101231","No one, I was on my own"
"GEN24_1101232","Child/children aged under 15"
"GEN24_1101232","My husband, wife or partner"
"GEN24_1101233","Other adult family / relative"
"GEN24_1101234","No one, I was on my own"
"GEN24_1101244","No one, I was on my own"
"GEN24_1101249","Child/children aged under 15"
"GEN24_1101249","My husband, wife or partner"
"GEN24_1101251","Child/children aged 15 or older"
"GEN24_1101251","My husband, wife or partner"
"GEN24_1101257","My husband, wife or partner"
"GEN24_1101261","Child/children aged under 15"
"GEN24_1101261","My husband, wife or partner"
"GEN24_1101265","No one, I was on my own"
"GEN24_1101269","My husband, wife or partner"
"GEN24_1101269","Other adult family / relative"
"GEN24_1101271","Child/children aged under 15"
"GEN24_1101271","My husband, wife or partner"
"GEN24_1101273","Other adult family / relative"
"GEN24_1101274","Other adult family / relative"
"GEN24_1101278","Other adult family / relative"
"GEN24_1101280","No one, I was on my own"
"GEN24_1101282","My husband, wife or partner"
"GEN24_1101286","Child/children aged under 15"
"GEN24_1101289","No one, I was on my own"
"GEN24_1101291","No one, I was on my own"
"GEN24_1101292","No one, I was on my own"
"GEN24_1101297","Other adult(s) who are not family / relatives"
"GEN24_1101301","No one, I was on my own"
"GEN24_1101302","My husband, wife or partner"
"GEN24_1101307","My husband, wife or partner"
"GEN24_1101310","My husband, wife or partner"
"GEN24_1101311","My husband, wife or partner"
"GEN24_1101317","No one, I was on my own"
"GEN24_1101318","My husband, wife or partner"
"GEN24_1101320","Child/children aged under 15"
"GEN24_1101321","Other adult(s) who are not family / relatives"
"GEN24_1101326","Other adult family / relative"
"GEN24_1101328","Other adult(s) who are not family / relatives"
"GEN24_1101329","Other adult(s) who are not family / relatives"
"GEN24_1101337","My husband, wife or partner"
"GEN24_1101341","My husband, wife or partner"
"GEN24_1101343","My husband, wife or partner"
"GEN24_1101354","My husband, wife or partner"
"GEN24_1101356","My husband, wife or partner"
"GEN24_1101358","Other adult family / relative"
"GEN24_1101360","My husband, wife or partner"
"GEN24_1101362","Other adult family / relative"
"GEN24_1101364","My husband, wife or partner"
"GEN24_1101366","No one, I was on my own"
"GEN24_1101374","Other adult family / relative"
"GEN24_1101381","No one, I was on my own"
"GEN24_1101382","My husband, wife or partner"
"GEN24_1101383","My husband, wife or partner"
"GEN24_1101389","My husband, wife or partner"
"GEN24_1101393","My husband, wife or partner"
"GEN24_1101395","Other adult(s) who are not family / relatives"
"GEN24_1101397","My husband, wife or partner"
"GEN24_1101401","My husband, wife or partner"
"GEN24_1101403","Other adult family / relative"
"GEN24_1101403","Other adult(s) who are not family / relatives"
"GEN24_1101405","Child/children aged under 15"
"GEN24_1101405","My husband, wife or partner"
"GEN24_1101410","Other adult(s) who are not family / relatives"
"GEN24_1101412","No one, I was on my own"
"GEN24_1101416","Child/children aged under 15"
"GEN24_1101418","Other adult(s) who are not family / relatives"
"GEN24_1101419","Other adult(s) who are not family / relatives"
"GEN24_1101425","My husband, wife or partner"
"GEN24_1101427","Other adult(s) who are not family / relatives"
"GEN24_1101430","No one, I was on my own"
"GEN24_1101442","No one, I was on my own"
"GEN24_1101443","My husband, wife or partner"
"GEN24_1101451","No one, I was on my own"
"GEN24_1101452","No one, I was on my own"
"GEN24_1101455","My husband, wife or partner"
"GEN24_1101459","My husband, wife or partner"
"GEN24_1101461","No one, I was on my own"
"GEN24_1101462","No one, I was on my own"
"GEN24_1101464","Other adult family / relative"
"GEN24_1101465","No one, I was on my own"
"GEN24_1101470","My husband, wife or partner"
"GEN24_1101471","My husband, wife or partner"
"GEN24_1101479","Child/children aged 15 or older"
"GEN24_1101482","No one, I was on my own"
"GEN24_1101485","No one, I was on my own"
"GEN24_1101487","My husband, wife or partner"
"GEN24_1101488","No one, I was on my own"
"GEN24_1101499","No one, I was on my own"
"GEN24_1101503","My husband, wife or partner"
"GEN24_1101507","My husband, wife or partner"
"GEN24_1101512","My husband, wife or partner"
"GEN24_1101514","No one, I was on my own"
"GEN24_1101517","Child/children aged 15 or older"
"GEN24_1101518","No one, I was on my own"
"GEN24_1101526","Other adult(s) who are not family / relatives"
"GEN24_1101527","No one, I was on my own"
"GEN24_1101529","My husband, wife or partner"
"GEN24_1101532","My husband, wife or partner"
"GEN24_1101533","My husband, wife or partner"
"GEN24_1101534","My husband, wife or partner"
"GEN24_1101536","My husband, wife or partner"
"GEN24_1101537","No one, I was on my own"
"GEN24_1101538","My husband, wife or partner"
"GEN24_1101539","No one, I was on my own"
"GEN24_1101546","My husband, wife or partner"
"GEN24_1101552","Other adult family / relative"
