"response_id","travelled_with"
"GEN24_1019282","No one, I was on my own"
"GEN24_1019284","My husband, wife or partner"
"GEN24_1019285","My husband, wife or partner"
"GEN24_1019286","Child/children aged under 15"
"GEN24_1019286","Other adult family / relative"
"GEN24_1019289","My husband, wife or partner"
"GEN24_1019290","No one, I was on my own"
"GEN24_1019292","No one, I was on my own"
"GEN24_1019300","No one, I was on my own"
"GEN24_1019306","My husband, wife or partner"
"GEN24_1019309","My husband, wife or partner"
"GEN24_1019313","My husband, wife or partner"
"GEN24_1019319","Other adult(s) who are not family / relatives"
"GEN24_1019323","My husband, wife or partner"
"GEN24_1019324","My husband, wife or partner"
"GEN24_1019327","My husband, wife or partner"
"GEN24_1019328","Other adult(s) who are not family / relatives"
"GEN24_1019332","No one, I was on my own"
"GEN24_1019334","My husband, wife or partner"
"GEN24_1019335","My husband, wife or partner"
"GEN24_1019336","My husband, wife or partner"
"GEN24_1019338","My husband, wife or partner"
"GEN24_1019339","No one, I was on my own"
"GEN24_1019343","My husband, wife or partner"
"GEN24_1019345","My husband, wife or partner"
"GEN24_1019346","No one, I was on my own"
"GEN24_1019347","No one, I was on my own"
"GEN24_1019350","Other adult(s) who are not family / relatives"
"GEN24_1019354","My husband, wife or partner"
"GEN24_1019355","Other adult(s) who are not family / relatives"
"GEN24_1019356","No one, I was on my own"
"GEN24_1019360","Child/children aged under 15"
"GEN24_1019360","Other adult family / relative"
"GEN24_1019361","My husband, wife or partner"
"GEN24_1019368","No one, I was on my own"
"GEN24_1019373","My husband, wife or partner"
"GEN24_1019374","My husband, wife or partner"
"GEN24_1019375","No one, I was on my own"
"GEN24_1019381","No one, I was on my own"
"GEN24_1019382","No one, I was on my own"
"GEN24_1019383","Other adult(s) who are not family / relatives"
"GEN24_1019388","Other adult(s) who are not family / relatives"
"GEN24_1019394","My husband, wife or partner"
"GEN24_1019397","Other adult(s) who are not family / relatives"
"GEN24_1019399","Other adult family / relative"
"GEN24_1019402","My husband, wife or partner"
"GEN24_1019412","My husband, wife or partner"
"GEN24_1019416","My husband, wife or partner"
"GEN24_1019422","My husband, wife or partner"
"GEN24_1019423","No one, I was on my own"
"GEN24_1019426","My husband, wife or partner"
"GEN24_1019426","Other adult family / relative"
"GEN24_1019428","My husband, wife or partner"
"GEN24_1019429","Child/children aged 15 or older"
"GEN24_1019431","My husband, wife or partner"
"GEN24_1019432","My husband, wife or partner"
"GEN24_1019434","No one, I was on my own"
"GEN24_1019438","My husband, wife or partner"
"GEN24_1019439","No one, I was on my own"
"GEN24_1019448","No one, I was on my own"
"GEN24_1019449","My husband, wife or partner"
"GEN24_1019453","Other adult(s) who are not family / relatives"
"GEN24_1019454","My husband, wife or partner"
"GEN24_1019455","Other adult(s) who are not family / relatives"
"GEN24_1019456","Other adult family / relative"
"GEN24_1019457","Other adult(s) who are not family / relatives"
"GEN24_1019460","Other adult family / relative"
"GEN24_1019461","My husband, wife or partner"
"GEN24_1019465","No one, I was on my own"
"GEN24_1019467","Other adult(s) who are not family / relatives"
"GEN24_1019469","Other adult(s) who are not family / relatives"
"GEN24_1019470","Other adult(s) who are not family / relatives"
"GEN24_1019473","My husband, wife or partner"
"GEN24_1019474","My husband, wife or partner"
"GEN24_1019475","My husband, wife or partner"
"GEN24_1019477","No one, I was on my own"
"GEN24_1019479","Child/children aged 15 or older"
"GEN24_1019481","Other adult family / relative"
"GEN24_1019481","Other adult(s) who are not family / relatives"
"GEN24_1019487","No one, I was on my own"
"GEN24_1019489","My husband, wife or partner"
"GEN24_1019490","My husband, wife or partner"
"GEN24_1019491","No one, I was on my own"
"GEN24_1019492","Child/children aged under 15"
"GEN24_1019492","My husband, wife or partner"
"GEN24_1019493","My husband, wife or partner"
"GEN24_1019495","Child/children aged 15 or older"
"GEN24_1019497","No one, I was on my own"
"GEN24_1019498","No one, I was on my own"
"GEN24_1019504","Other adult family / relative"
"GEN24_1019509","My husband, wife or partner"
"GEN24_1019509","Other adult family / relative"
"GEN24_1019517","No one, I was on my own"
"GEN24_1019518","My husband, wife or partner"
"GEN24_1019519","Child/children aged 15 or older"
"GEN24_1019519","Child/children aged under 15"
"GEN24_1019519","My husband, wife or partner"
"GEN24_1019520","Other adult(s) who are not family / relatives"
"GEN24_1019529","No one, I was on my own"
"GEN24_1019530","Other adult family / relative"
"GEN24_1019533","My husband, wife or partner"
"GEN24_1019534","My husband, wife or partner"
"GEN24_1019534","Other adult(s) who are not family / relatives"
"GEN24_1019535","Other adult(s) who are not family / relatives"
"GEN24_1019537","Other adult(s) who are not family / relatives"
"GEN24_1019538","Other adult(s) who are not family / relatives"
"GEN24_1019547","Other adult family / relative"
"GEN24_1019548","My husband, wife or partner"
"GEN24_1019549","My husband, wife or partner"
"GEN24_1019549","Other adult family / relative"
"GEN24_1019552","My husband, wife or partner"
"GEN24_1019554","No one, I was on my own"
"GEN24_1019556","Other adult(s) who are not family / relatives"
"GEN24_1019559","Child/children aged 15 or older"
"GEN24_1019562","No one, I was on my own"
"GEN24_1019564","No one, I was on my own"
"GEN24_1019566","My husband, wife or partner"
"GEN24_1019568","No one, I was on my own"
"GEN24_1019569","My husband, wife or partner"
"GEN24_1019574","Child/children aged under 15"
"GEN24_1019576","Child/children aged under 15"
"GEN24_1019582","My husband, wife or partner"
"GEN24_1019584","My husband, wife or partner"
"GEN24_1019586","Other adult family / relative"
"GEN24_1019593","No one, I was on my own"
"GEN24_1019595","My husband, wife or partner"
"GEN24_1019597","No one, I was on my own"
"GEN24_1019600","My husband, wife or partner"
"GEN24_1019601","My husband, wife or partner"
"GEN24_1019603","My husband, wife or partner"
"GEN24_1019605","No one, I was on my own"
"GEN24_1019606","Other adult family / relative"
"GEN24_1019608","Child/children aged under 15"
"GEN24_1019608","My husband, wife or partner"
"GEN24_1019609","Other adult family / relative"
"GEN24_1019613","My husband, wife or partner"
"GEN24_1019614","My husband, wife or partner"
"GEN24_1019616","My husband, wife or partner"
"GEN24_1019618","My husband, wife or partner"
"GEN24_1019620","My husband, wife or partner"
"GEN24_1019622","My husband, wife or partner"
"GEN24_1019623","Other adult(s) who are not family / relatives"
"GEN24_1019624","Other adult(s) who are not family / relatives"
"GEN24_1019625","My husband, wife or partner"
"GEN24_1019626","Child/children aged 15 or older"
"GEN24_1019627","Other adult(s) who are not family / relatives"
"GEN24_1019631","My husband, wife or partner"
"GEN24_1019633","My husband, wife or partner"
"GEN24_1019637","My husband, wife or partner"
"GEN24_1019639","No one, I was on my own"
"GEN24_1019642","No one, I was on my own"
"GEN24_1019643","My husband, wife or partner"
"GEN24_1019644","No one, I was on my own"
"GEN24_1019649","Other adult family / relative"
"GEN24_1019651","No one, I was on my own"
"GEN24_1019652","Other adult family / relative"
"GEN24_1019653","My husband, wife or partner"
"GEN24_1019656","Other adult(s) who are not family / relatives"
"GEN24_1019658","Other adult family / relative"
"GEN24_1019659","No one, I was on my own"
"GEN24_1019665","Other adult family / relative"
"GEN24_1019675","Other adult(s) who are not family / relatives"
"GEN24_1019678","No one, I was on my own"
"GEN24_1019681","No one, I was on my own"
"GEN24_1019682","Other adult family / relative"
"GEN24_1019685","No one, I was on my own"
"GEN24_1019695","Other adult(s) who are not family / relatives"
"GEN24_1019697","Other adult family / relative"
"GEN24_1019699","My husband, wife or partner"
"GEN24_1019700","Other adult family / relative"
"GEN24_1019701","No one, I was on my own"
"GEN24_1019702","My husband, wife or partner"
"GEN24_1019707","My husband, wife or partner"
"GEN24_1019711","No one, I was on my own"
"GEN24_1019716","My husband, wife or partner"
"GEN24_1019717","My husband, wife or partner"
"GEN24_1019718","Child/children aged under 15"
"GEN24_1019718","Other adult family / relative"
"GEN24_1019718","Other adult(s) who are not family / relatives"
"GEN24_1019723","My husband, wife or partner"
"GEN24_1019723","Other adult family / relative"
"GEN24_1019724","My husband, wife or partner"
"GEN24_1019728","My husband, wife or partner"
"GEN24_1019729","Child/children aged 15 or older"
"GEN24_1019731","No one, I was on my own"
"GEN24_1019735","My husband, wife or partner"
"GEN24_1019739","Other adult(s) who are not family / relatives"
"GEN24_1019740","My husband, wife or partner"
"GEN24_1019743","My husband, wife or partner"
"GEN24_1019743","Other adult family / relative"
"GEN24_1019744","My husband, wife or partner"
"GEN24_1019746","My husband, wife or partner"
"GEN24_1019751","My husband, wife or partner"
"GEN24_1019752","No one, I was on my own"
"GEN24_1019754","My husband, wife or partner"
"GEN24_1019756","No one, I was on my own"
"GEN24_1019757","No one, I was on my own"
"GEN24_1019758","My husband, wife or partner"
"GEN24_1019759","Other adult family / relative"
"GEN24_1019759","Other adult(s) who are not family / relatives"
"GEN24_1019761","Other adult(s) who are not family / relatives"
"GEN24_1019763","No one, I was on my own"
"GEN24_1019765","Other adult family / relative"
"GEN24_1019766","No one, I was on my own"
"GEN24_1019767","My husband, wife or partner"
"GEN24_1019768","No one, I was on my own"
"GEN24_1019771","Other adult family / relative"
"GEN24_1019776","My husband, wife or partner"
"GEN24_1019779","My husband, wife or partner"
"GEN24_1019780","My husband, wife or partner"
"GEN24_1019790","Other adult(s) who are not family / relatives"
"GEN24_1019795","No one, I was on my own"
"GEN24_1019801","My husband, wife or partner"
"GEN24_1019802","My husband, wife or partner"
"GEN24_1019806","My husband, wife or partner"
"GEN24_1019809","Child/children aged under 15"
"GEN24_1019809","My husband, wife or partner"
"GEN24_1019811","My husband, wife or partner"
"GEN24_1019821","My husband, wife or partner"
"GEN24_1019826","Child/children aged 15 or older"
"GEN24_1019826","My husband, wife or partner"
"GEN24_1019833","No one, I was on my own"
"GEN24_1019834","My husband, wife or partner"
"GEN24_1019835","My husband, wife or partner"
"GEN24_1019837","No one, I was on my own"
"GEN24_1019839","No one, I was on my own"
"GEN24_1019842","Other adult family / relative"
"GEN24_1019850","Child/children aged under 15"
"GEN24_1019850","My husband, wife or partner"
"GEN24_1019851","My husband, wife or partner"
"GEN24_1019854","My husband, wife or partner"
"GEN24_1019859","My husband, wife or partner"
"GEN24_1019861","My husband, wife or partner"
"GEN24_1019868","No one, I was on my own"
"GEN24_1019869","My husband, wife or partner"
"GEN24_1019870","No one, I was on my own"
"GEN24_1019872","My husband, wife or partner"
"GEN24_1019876","My husband, wife or partner"
"GEN24_1019878","My husband, wife or partner"
"GEN24_1019879","My husband, wife or partner"
"GEN24_1019880","No one, I was on my own"
"GEN24_1019881","No one, I was on my own"
"GEN24_1019883","My husband, wife or partner"
"GEN24_1019884","Child/children aged 15 or older"
"GEN24_1019892","No one, I was on my own"
"GEN24_1019893","No one, I was on my own"
"GEN24_1019894","No one, I was on my own"
"GEN24_1019896","My husband, wife or partner"
"GEN24_1019896","Other adult family / relative"
"GEN24_1019899","No one, I was on my own"
"GEN24_1019900","My husband, wife or partner"
"GEN24_1019902","Child/children aged under 15"
"GEN24_1019902","Other adult family / relative"
"GEN24_1019907","My husband, wife or partner"
"GEN24_1019908","My husband, wife or partner"
"GEN24_1019910","My husband, wife or partner"
"GEN24_1019911","No one, I was on my own"
"GEN24_1019912","My husband, wife or partner"
"GEN24_1019914","My husband, wife or partner"
"GEN24_1019915","Other adult family / relative"
"GEN24_1019917","My husband, wife or partner"
"GEN24_1019917","Other adult(s) who are not family / relatives"
"GEN24_1019919","My husband, wife or partner"
"GEN24_1019920","My husband, wife or partner"
"GEN24_1019922","My husband, wife or partner"
"GEN24_1019923","My husband, wife or partner"
"GEN24_1019924","My husband, wife or partner"
"GEN24_1019926","My husband, wife or partner"
"GEN24_1019928","Other adult(s) who are not family / relatives"
"GEN24_1019930","Other adult family / relative"
"GEN24_1019931","My husband, wife or partner"
"GEN24_1019933","My husband, wife or partner"
"GEN24_1019935","My husband, wife or partner"
"GEN24_1019940","No one, I was on my own"
"GEN24_1019941","My husband, wife or partner"
"GEN24_1019946","My husband, wife or partner"
"GEN24_1019951","My husband, wife or partner"
"GEN24_1019954","My husband, wife or partner"
"GEN24_1019962","My husband, wife or partner"
"GEN24_1019965","No one, I was on my own"
"GEN24_1019966","No one, I was on my own"
"GEN24_1019980","My husband, wife or partner"
"GEN24_1019980","Other adult family / relative"
"GEN24_1019984","My husband, wife or partner"
"GEN24_1019987","No one, I was on my own"
"GEN24_1019989","My husband, wife or partner"
"GEN24_1019989","Other adult family / relative"
"GEN24_1019989","Other adult(s) who are not family / relatives"
"GEN24_1019990","My husband, wife or partner"
"GEN24_1019992","Other adult family / relative"
"GEN24_1019994","My husband, wife or partner"
"GEN24_1019997","Child/children aged 15 or older"
"GEN24_1019997","My husband, wife or partner"
"GEN24_1020011","Other adult(s) who are not family / relatives"
"GEN24_1020013","My husband, wife or partner"
"GEN24_1020018","No one, I was on my own"
"GEN24_1020022","My husband, wife or partner"
"GEN24_1020024","My husband, wife or partner"
"GEN24_1020024","Other adult family / relative"
"GEN24_1020029","Other adult family / relative"
"GEN24_1020041","My husband, wife or partner"
"GEN24_1020042","Child/children aged under 15"
"GEN24_1020042","My husband, wife or partner"
"GEN24_1020045","No one, I was on my own"
"GEN24_1020050","Other adult family / relative"
"GEN24_1020051","No one, I was on my own"
"GEN24_1020059","My husband, wife or partner"
"GEN24_1020065","My husband, wife or partner"
"GEN24_1020065","Other adult family / relative"
"GEN24_1020072","My husband, wife or partner"
"GEN24_1020073","My husband, wife or partner"
"GEN24_1020078","Other adult family / relative"
"GEN24_1020081","Other adult family / relative"
"GEN24_1020086","Child/children aged 15 or older"
"GEN24_1020086","My husband, wife or partner"
"GEN24_1020089","My husband, wife or partner"
"GEN24_1020109","No one, I was on my own"
"GEN24_1020110","Other adult family / relative"
"GEN24_1020124","My husband, wife or partner"
"GEN24_1020129","No one, I was on my own"
"GEN24_1020132","My husband, wife or partner"
"GEN24_1020134","Child/children aged 15 or older"
"GEN24_1020134","Child/children aged under 15"
"GEN24_1020134","My husband, wife or partner"
"GEN24_1020134","Other adult family / relative"
"GEN24_1020134","Other adult(s) who are not family / relatives"
"GEN24_1020135","Other adult(s) who are not family / relatives"
"GEN24_1020141","My husband, wife or partner"
"GEN24_1020144","My husband, wife or partner"
"GEN24_1020147","My husband, wife or partner"
"GEN24_1020152","Other adult family / relative"
"GEN24_1020164","Child/children aged under 15"
"GEN24_1020164","My husband, wife or partner"
"GEN24_1020165","No one, I was on my own"
"GEN24_1020168","Other adult(s) who are not family / relatives"
"GEN24_1020174","My husband, wife or partner"
"GEN24_1020176","No one, I was on my own"
"GEN24_1020181","My husband, wife or partner"
"GEN24_1020183","No one, I was on my own"
"GEN24_1020191","My husband, wife or partner"
"GEN24_1020195","Child/children aged under 15"
"GEN24_1020195","My husband, wife or partner"
"GEN24_1020201","My husband, wife or partner"
"GEN24_1020203","My husband, wife or partner"
"GEN24_1020207","Other adult family / relative"
"GEN24_1020208","Other adult family / relative"
"GEN24_1020213","Other adult family / relative"
"GEN24_1020214","Other adult family / relative"
"GEN24_1020216","Other adult(s) who are not family / relatives"
"GEN24_1020217","My husband, wife or partner"
"GEN24_1020224","No one, I was on my own"
"GEN24_1020233","My husband, wife or partner"
"GEN24_1020235","My husband, wife or partner"
"GEN24_1020237","No one, I was on my own"
"GEN24_1020242","Other adult family / relative"
"GEN24_1020243","No one, I was on my own"
"GEN24_1020246","Child/children aged under 15"
"GEN24_1020246","My husband, wife or partner"
"GEN24_1020251","My husband, wife or partner"
"GEN24_1020254","Other adult(s) who are not family / relatives"
"GEN24_1020257","My husband, wife or partner"
"GEN24_1020270","No one, I was on my own"
"GEN24_1020271","No one, I was on my own"
"GEN24_1020272","No one, I was on my own"
"GEN24_1020276","No one, I was on my own"
"GEN24_1020279","My husband, wife or partner"
"GEN24_1020282","My husband, wife or partner"
"GEN24_1020289","My husband, wife or partner"
"GEN24_1020290","My husband, wife or partner"
"GEN24_1020292","Other adult(s) who are not family / relatives"
"GEN24_1020296","My husband, wife or partner"
"GEN24_1020298","My husband, wife or partner"
"GEN24_1020300","My husband, wife or partner"
"GEN24_1020304","No one, I was on my own"
"GEN24_1020305","Child/children aged 15 or older"
"GEN24_1020305","Child/children aged under 15"
"GEN24_1020305","Other adult family / relative"
"GEN24_1020305","Other adult(s) who are not family / relatives"
"GEN24_1020306","My husband, wife or partner"
"GEN24_1020307","My husband, wife or partner"
"GEN24_1020310","My husband, wife or partner"
"GEN24_1020315","My husband, wife or partner"
"GEN24_1020324","Other adult(s) who are not family / relatives"
"GEN24_1020326","My husband, wife or partner"
"GEN24_1020327","No one, I was on my own"
"GEN24_1020332","My husband, wife or partner"
"GEN24_1020338","No one, I was on my own"
"GEN24_1020343","My husband, wife or partner"
"GEN24_1020345","Other adult(s) who are not family / relatives"
"GEN24_1020349","My husband, wife or partner"
"GEN24_1020355","Other adult family / relative"
"GEN24_1020359","My husband, wife or partner"
"GEN24_1020359","Other adult family / relative"
"GEN24_1020360","Other adult(s) who are not family / relatives"
"GEN24_1020364","Other adult(s) who are not family / relatives"
"GEN24_1020365","Child/children aged 15 or older"
"GEN24_1020365","Child/children aged under 15"
"GEN24_1020366","No one, I was on my own"
"GEN24_1020369","My husband, wife or partner"
"GEN24_1020376","My husband, wife or partner"
"GEN24_1020383","My husband, wife or partner"
"GEN24_1020387","No one, I was on my own"
"GEN24_1020389","My husband, wife or partner"
"GEN24_1020393","Child/children aged 15 or older"
"GEN24_1020393","My husband, wife or partner"
"GEN24_1020394","Other adult family / relative"
"GEN24_1020396","Other adult(s) who are not family / relatives"
"GEN24_1020407","My husband, wife or partner"
"GEN24_1020411","My husband, wife or partner"
"GEN24_1020421","My husband, wife or partner"
"GEN24_1020424","No one, I was on my own"
"GEN24_1020427","Child/children aged 15 or older"
"GEN24_1020433","No one, I was on my own"
"GEN24_1020436","My husband, wife or partner"
"GEN24_1020447","My husband, wife or partner"
"GEN24_1020450","My husband, wife or partner"
"GEN24_1020453","My husband, wife or partner"
"GEN24_1020455","No one, I was on my own"
"GEN24_1020457","My husband, wife or partner"
"GEN24_1020460","Child/children aged under 15"
"GEN24_1020460","My husband, wife or partner"
"GEN24_1020463","My husband, wife or partner"
"GEN24_1020464","My husband, wife or partner"
"GEN24_1020466","Other adult(s) who are not family / relatives"
"GEN24_1020468","My husband, wife or partner"
"GEN24_1020474","My husband, wife or partner"
"GEN24_1020476","My husband, wife or partner"
"GEN24_1020478","Other adult(s) who are not family / relatives"
"GEN24_1020480","Other adult family / relative"
"GEN24_1020482","No one, I was on my own"
"GEN24_1020484","Other adult(s) who are not family / relatives"
"GEN24_1020486","My husband, wife or partner"
"GEN24_1020497","My husband, wife or partner"
"GEN24_1020505","My husband, wife or partner"
"GEN24_1020518","No one, I was on my own"
"GEN24_1020519","My husband, wife or partner"
"GEN24_1020520","Other adult(s) who are not family / relatives"
"GEN24_1020531","My husband, wife or partner"
"GEN24_1020532","My husband, wife or partner"
"GEN24_1020534","My husband, wife or partner"
"GEN24_1020538","Other adult(s) who are not family / relatives"
"GEN24_1020539","Other adult(s) who are not family / relatives"
"GEN24_1020543","Other adult family / relative"
"GEN24_1020550","No one, I was on my own"
"GEN24_1020552","No one, I was on my own"
"GEN24_1020553","My husband, wife or partner"
"GEN24_1020555","Other adult(s) who are not family / relatives"
"GEN24_1020557","No one, I was on my own"
"GEN24_1020558","No one, I was on my own"
"GEN24_1020560","Other adult(s) who are not family / relatives"
"GEN24_1020561","Child/children aged 15 or older"
"GEN24_1020561","Child/children aged under 15"
"GEN24_1020561","Other adult(s) who are not family / relatives"
"GEN24_1020563","Other adult(s) who are not family / relatives"
"GEN24_1020566","My husband, wife or partner"
"GEN24_1020568","My husband, wife or partner"
"GEN24_1020569","My husband, wife or partner"
"GEN24_1020570","No one, I was on my own"
"GEN24_1020572","Other adult(s) who are not family / relatives"
"GEN24_1020577","My husband, wife or partner"
"GEN24_1020578","My husband, wife or partner"
"GEN24_1020586","My husband, wife or partner"
"GEN24_1020589","My husband, wife or partner"
"GEN24_1020597","No one, I was on my own"
"GEN24_1020600","My husband, wife or partner"
"GEN24_1020601","My husband, wife or partner"
"GEN24_1020604","Other adult family / relative"
"GEN24_1020605","My husband, wife or partner"
"GEN24_1020605","Other adult(s) who are not family / relatives"
"GEN24_1020606","My husband, wife or partner"
"GEN24_1020609","My husband, wife or partner"
"GEN24_1020610","No one, I was on my own"
"GEN24_1020611","My husband, wife or partner"
"GEN24_1020617","My husband, wife or partner"
"GEN24_1020624","Other adult family / relative"
"GEN24_1020629","My husband, wife or partner"
"GEN24_1020630","My husband, wife or partner"
"GEN24_1020635","My husband, wife or partner"
"GEN24_1020636","My husband, wife or partner"
"GEN24_1020640","My husband, wife or partner"
"GEN24_1020647","Other adult(s) who are not family / relatives"
"GEN24_1020650","My husband, wife or partner"
"GEN24_1020658","Child/children aged under 15"
"GEN24_1020658","My husband, wife or partner"
"GEN24_1020659","My husband, wife or partner"
"GEN24_1020660","My husband, wife or partner"
"GEN24_1020666","My husband, wife or partner"
"GEN24_1020669","No one, I was on my own"
"GEN24_1020670","Other adult(s) who are not family / relatives"
"GEN24_1020676","No one, I was on my own"
"GEN24_1020677","My husband, wife or partner"
"GEN24_1020678","My husband, wife or partner"
"GEN24_1020680","Child/children aged 15 or older"
"GEN24_1020681","My husband, wife or partner"
"GEN24_1020685","My husband, wife or partner"
"GEN24_1020686","My husband, wife or partner"
"GEN24_1020688","My husband, wife or partner"
"GEN24_1020689","My husband, wife or partner"
"GEN24_1020689","Other adult family / relative"
"GEN24_1020690","My husband, wife or partner"
"GEN24_1020691","My husband, wife or partner"
"GEN24_1020693","My husband, wife or partner"
"GEN24_1020696","Other adult family / relative"
"GEN24_1020697","Child/children aged under 15"
"GEN24_1020697","My husband, wife or partner"
"GEN24_1020698","Other adult family / relative"
"GEN24_1020699","My husband, wife or partner"
"GEN24_1020699","Other adult(s) who are not family / relatives"
"GEN24_1020700","My husband, wife or partner"
"GEN24_1020703","Other adult(s) who are not family / relatives"
"GEN24_1020704","No one, I was on my own"
"GEN24_1020717","No one, I was on my own"
"GEN24_1020721","Other adult(s) who are not family / relatives"
"GEN24_1020733","My husband, wife or partner"
"GEN24_1020737","My husband, wife or partner"
"GEN24_1020739","No one, I was on my own"
"GEN24_1020741","No one, I was on my own"
"GEN24_1020745","Child/children aged 15 or older"
"GEN24_1020745","My husband, wife or partner"
"GEN24_1020746","My husband, wife or partner"
"GEN24_1020748","My husband, wife or partner"
"GEN24_1020750","No one, I was on my own"
"GEN24_1020751","My husband, wife or partner"
"GEN24_1020754","My husband, wife or partner"
"GEN24_1020764","My husband, wife or partner"
"GEN24_1020767","My husband, wife or partner"
"GEN24_1020768","Other adult family / relative"
"GEN24_1020768","Other adult(s) who are not family / relatives"
"GEN24_1020770","My husband, wife or partner"
"GEN24_1020771","My husband, wife or partner"
"GEN24_1020774","No one, I was on my own"
"GEN24_1020784","My husband, wife or partner"
"GEN24_1020789","My husband, wife or partner"
"GEN24_1020790","No one, I was on my own"
"GEN24_1020791","No one, I was on my own"
"GEN24_1020793","My husband, wife or partner"
"GEN24_1020797","My husband, wife or partner"
"GEN24_1020799","Other adult family / relative"
"GEN24_1020801","My husband, wife or partner"
"GEN24_1020802","No one, I was on my own"
"GEN24_1020811","My husband, wife or partner"
"GEN24_1020814","My husband, wife or partner"
"GEN24_1020815","My husband, wife or partner"
"GEN24_1020821","No one, I was on my own"
"GEN24_1020827","My husband, wife or partner"
"GEN24_1020829","My husband, wife or partner"
"GEN24_1020831","No one, I was on my own"
"GEN24_1020832","My husband, wife or partner"
"GEN24_1020835","Child/children aged 15 or older"
"GEN24_1020836","My husband, wife or partner"
"GEN24_1020839","My husband, wife or partner"
"GEN24_1020842","My husband, wife or partner"
"GEN24_1020847","My husband, wife or partner"
"GEN24_1020848","My husband, wife or partner"
"GEN24_1020848","Other adult family / relative"
"GEN24_1020855","My husband, wife or partner"
"GEN24_1020858","My husband, wife or partner"
"GEN24_1020859","No one, I was on my own"
"GEN24_1020875","Other adult family / relative"
"GEN24_1020875","Other adult(s) who are not family / relatives"
"GEN24_1020878","No one, I was on my own"
"GEN24_1020880","No one, I was on my own"
"GEN24_1020881","No one, I was on my own"
"GEN24_1020887","My husband, wife or partner"
"GEN24_1020888","No one, I was on my own"
"GEN24_1020889","My husband, wife or partner"
"GEN24_1020892","Child/children aged under 15"
"GEN24_1020892","My husband, wife or partner"
"GEN24_1020893","No one, I was on my own"
"GEN24_1020899","No one, I was on my own"
"GEN24_1020902","My husband, wife or partner"
"GEN24_1020904","My husband, wife or partner"
"GEN24_1020906","My husband, wife or partner"
"GEN24_1020912","My husband, wife or partner"
"GEN24_1020920","My husband, wife or partner"
"GEN24_1020922","My husband, wife or partner"
"GEN24_1020924","My husband, wife or partner"
"GEN24_1020926","My husband, wife or partner"
"GEN24_1020927","My husband, wife or partner"
"GEN24_1020929","My husband, wife or partner"
"GEN24_1020929","Other adult family / relative"
"GEN24_1020930","My husband, wife or partner"
"GEN24_1020931","My husband, wife or partner"
"GEN24_1020933","My husband, wife or partner"
"GEN24_1020935","My husband, wife or partner"
"GEN24_1020941","My husband, wife or partner"
"GEN24_1020948","Other adult family / relative"
"GEN24_1020949","Other adult(s) who are not family / relatives"
"GEN24_1020950","My husband, wife or partner"
"GEN24_1020954","No one, I was on my own"
"GEN24_1020956","My husband, wife or partner"
"GEN24_1020957","My husband, wife or partner"
"GEN24_1020959","My husband, wife or partner"
"GEN24_1020966","Other adult(s) who are not family / relatives"
"GEN24_1020967","No one, I was on my own"
"GEN24_1020970","Child/children aged under 15"
"GEN24_1020970","Other adult family / relative"
"GEN24_1020974","Other adult family / relative"
"GEN24_1020976","My husband, wife or partner"
"GEN24_1020977","My husband, wife or partner"
"GEN24_1020978","My husband, wife or partner"
"GEN24_1020979","My husband, wife or partner"
"GEN24_1020980","Other adult family / relative"
"GEN24_1020980","Other adult(s) who are not family / relatives"
"GEN24_1020985","Other adult(s) who are not family / relatives"
"GEN24_1020996","My husband, wife or partner"
"GEN24_1021003","My husband, wife or partner"
"GEN24_1021009","My husband, wife or partner"
"GEN24_1021021","Child/children aged under 15"
"GEN24_1021021","My husband, wife or partner"
"GEN24_1021022","My husband, wife or partner"
"GEN24_1021029","No one, I was on my own"
"GEN24_1021031","Other adult(s) who are not family / relatives"
"GEN24_1021034","My husband, wife or partner"
"GEN24_1021035","My husband, wife or partner"
"GEN24_1021038","My husband, wife or partner"
"GEN24_1021039","My husband, wife or partner"
"GEN24_1021042","My husband, wife or partner"
"GEN24_1021048","No one, I was on my own"
"GEN24_1021050","My husband, wife or partner"
"GEN24_1021052","My husband, wife or partner"
"GEN24_1021053","No one, I was on my own"
"GEN24_1021056","My husband, wife or partner"
"GEN24_1021061","Child/children aged 15 or older"
"GEN24_1021063","No one, I was on my own"
"GEN24_1021067","Other adult(s) who are not family / relatives"
"GEN24_1021073","My husband, wife or partner"
"GEN24_1021073","Other adult family / relative"
"GEN24_1021077","Other adult family / relative"
"GEN24_1021078","No one, I was on my own"
"GEN24_1021079","No one, I was on my own"
"GEN24_1021096","My husband, wife or partner"
"GEN24_1021098","My husband, wife or partner"
"GEN24_1021101","My husband, wife or partner"
"GEN24_1021114","No one, I was on my own"
"GEN24_1021116","Other adult(s) who are not family / relatives"
"GEN24_1021117","My husband, wife or partner"
"GEN24_1021119","Other adult(s) who are not family / relatives"
"GEN24_1021124","My husband, wife or partner"
"GEN24_1021126","Other adult(s) who are not family / relatives"
"GEN24_1021131","No one, I was on my own"
"GEN24_1021133","My husband, wife or partner"
"GEN24_1021136","No one, I was on my own"
"GEN24_1021139","Other adult(s) who are not family / relatives"
"GEN24_1021147","My husband, wife or partner"
"GEN24_1021149","My husband, wife or partner"
"GEN24_1021151","No one, I was on my own"
"GEN24_1021152","My husband, wife or partner"
"GEN24_1021153","My husband, wife or partner"
"GEN24_1021161","My husband, wife or partner"
"GEN24_1021167","My husband, wife or partner"
"GEN24_1021171","No one, I was on my own"
