==== tree_model_full: summary() ===
Call:
rpart(formula = recommend_rating ~ ., data = select(df, -response_id, 
    -visit_purpose, -country_of_residence_group), method = "anova", 
    control = rpart.control(cp = 1e-04, xval = 10))
  n= 21551 

              CP nsplit rel error    xerror       xstd
      share_cost_eating_out                                                         < 0.153259     to the right, improve=0.04735872, (0 missing)
      share_cost_food_drink                                                         < 0.05807184   to the left,  improve=0.04335668, (0 missing)
      share_cost_dom_travel                                                         < 0.02805099   to the right, improve=0.03881380, (0 missing)
      activity_a_wildlife_sanctuary_a_sanctuary_for_new_zealands_endangered_species < 0.5          to the left,  improve=0.03792104, (0 missing)
      share_cost_dom_flights                                                        < 0.03602484   to the right, improve=0.03588122, (0 missing)
  Surrogate splits:
      itinerary_region_waikato < 0.5          to the right, agree=0.826, adj=0.048, (0 split)
      share_cost_dom_travel    < 0.1541746    to the right, agree=0.826, adj=0.048, (0 split)
      share_cost_food_drink    < 0.0222843    to the left,  agree=0.826, adj=0.048, (0 split)
      share_cost_dom_flights   < 0.07329346   to the right, agree=0.826, adj=0.048, (0 split)

Node number 15502075: 18 observations
  mean=9.944444, MSE=0.05246914 

Node number 15685404: 14 observations
  mean=8.642857, MSE=0.8010204 

Node number 15685405: 34 observations
  mean=9.617647, MSE=0.3538062 

Node number 17889744: 10 observations
  mean=6.3, MSE=2.41 

Node number 17889745: 16 observations
  mean=8.125, MSE=0.984375 

Node number 17889746: 9 observations
  mean=7.888889, MSE=2.54321 

Node number 17889747: 12 observations
  mean=9.333333, MSE=0.5555556 

Node number 17889748: 19 observations
  mean=8.368421, MSE=1.390582 

Node number 17889749: 35 observations,    complexity param=0.0001964272
  mean=9.142857, MSE=1.208163 
  left son=35779498 (25 obs) right son=35779499 (10 obs)
  Primary splits:
      share_cost_dom_travel    < 0.07335007   to the left,  improve=0.14297300, (0 missing)
      share_cost_eating_out    < 0.2578348    to the right, improve=0.13539110, (0 missing)
      share_cost_entertainment < 0.06274587   to the right, improve=0.13519630, (0 missing)
      share_cost_food_drink    < 0.1096096    to the left,  improve=0.11550010, (0 missing)
      arrival_season           splits as  RRLR-, improve=0.09882479, (0 missing)
  Surrogate splits:
      arrival_location                         splits as  LR-LL-, agree=0.771, adj=0.2, (0 split)
      itinerary_region_canterbury              < 0.5          to the left,  agree=0.771, adj=0.2, (0 split)
      treated_spend_capped                     < 1674.175     to the right, agree=0.771, adj=0.2, (0 split)
      activity_brewery_gin_vineyard_wine_trail < 0.5          to the left,  agree=0.743, adj=0.1, (0 split)
      transport_taxi_shuttle_service           < 0.5          to the left,  agree=0.743, adj=0.1, (0 split)

Node number 17889754: 15 observations
  mean=8.8, MSE=1.36 

Node number 17889755: 9 observations
  mean=9.888889, MSE=0.09876543 

Node number 28131088: 8 observations
  mean=8.125, MSE=0.609375 

Node number 28131089: 50 observations,    complexity param=0.0001638229
  mean=9.04, MSE=0.9584 
  left son=56262178 (12 obs) right son=56262179 (38 obs)
  Primary splits:
      transport_other_ferry    < 0.5          to the right, improve=0.16454320, (0 missing)
      activity_a_national_park < 0.5          to the right, improve=0.07758335, (0 missing)
      no_days_in_nz            < 13.5         to the right, improve=0.05939654, (0 missing)
      share_cost_dom_travel    < 0.04342672   to the left,  improve=0.05939654, (0 missing)
      age_range                splits as  LLLRRRRRRRRRRR, improve=0.05795373, (0 missing)
  Surrogate splits:
      share_cost_entertainment                < 0.3799904    to the right, agree=0.82, adj=0.250, (0 split)
      activity_other_exhibition_expo          < 0.5          to the right, agree=0.80, adj=0.167, (0 split)
      itinerary_region_northland              < 0.5          to the right, agree=0.80, adj=0.167, (0 split)
      transport_train                         < 0.5          to the right, agree=0.80, adj=0.167, (0 split)
      activity_watching_or_playing_some_sport < 0.5          to the right, agree=0.78, adj=0.083, (0 split)

Node number 28146804: 105 observations,    complexity param=0.000200289
  mean=9.07619, MSE=1.479909 
  left son=56293608 (19 obs) right son=56293609 (86 obs)
  Primary splits:
      activity_a_marine_park_or_marine_reserve    < 0.5          to the right, improve=0.05419300, (0 missing)
      age_range                                   splits as  LLLRRRRRRRRRRR, improve=0.04014814, (0 missing)
      share_cost_entertainment                    < 0.1083986    to the left,  improve=0.02978671, (0 missing)
      activity_watching_or_playing_some_sport     < 0.5          to the left,  improve=0.02943649, (0 missing)
      activity_a_film_location_tour_or_experience < 0.5          to the left,  improve=0.02861977, (0 missing)
  Surrogate splits:
      accomm_other_accommodation           < 0.5          to the right, agree=0.838, adj=0.105, (0 split)
      activity_scuba_diving_or_snorkelling < 0.5          to the right, agree=0.838, adj=0.105, (0 split)
      itinerary_region_nelson              < 0.5          to the right, agree=0.838, adj=0.105, (0 split)
      share_cost_day_cruise                < 0.01612467   to the right, agree=0.838, adj=0.105, (0 split)
      arrival_location                     splits as  RRRLR-, agree=0.829, adj=0.053, (0 split)

Node number 28146805: 25 observations
  mean=9.68, MSE=0.2976 

Node number 28146806: 41 observations,    complexity param=0.0001215557
  mean=9.317073, MSE=0.7531231 
  left son=56293612 (33 obs) right son=56293613 (8 obs)
  Primary splits:
      maori_exp_see_maori_art_or_crafts_being_created              < 0.5          to the left,  improve=0.1501269, (0 missing)
      share_cost_food_drink                                        < 0.0909166    to the right, improve=0.1328950, (0 missing)
      travel_party_my_husband_wife_or_partner                      < 0.5          to the left,  improve=0.1270005, (0 missing)
      maori_exp_watch_a_live_maori_performance                     < 0.5          to the left,  improve=0.1221065, (0 missing)
      maori_exp_see_maori_artefacts_art_or_crafts_in_an_exhibition < 0.5          to the left,  improve=0.1086286, (0 missing)
  Surrogate splits:
      activity_a_live_performance_of_dance     < 0.5          to the left,  agree=0.878, adj=0.375, (0 split)
      itinerary_region_gisborne                < 0.5          to the left,  agree=0.854, adj=0.250, (0 split)
      share_cost_entertainment                 < 0.256431     to the left,  agree=0.854, adj=0.250, (0 split)
      activity_a_marine_park_or_marine_reserve < 0.5          to the left,  agree=0.829, adj=0.125, (0 split)
      maori_exp_watch_a_live_maori_performance < 0.5          to the left,  agree=0.829, adj=0.125, (0 split)

Node number 28146807: 38 observations
  mean=9.789474, MSE=0.4293629 

Node number 28278152: 9 observations
  mean=8.111111, MSE=1.432099 

Node number 28278153: 35 observations,    complexity param=0.0001842093
  mean=9.228571, MSE=1.204898 
  left son=56556306 (17 obs) right son=56556307 (18 obs)
  Primary splits:
      accomm_house_flat_apartment_booked_through_an_online_website_including_booking_com_air_bn_b_home_swap_home_stay_hotel_com_expedia_etc < 0.5          to the right, improve=0.32139730, (0 missing)
      share_cost_entertainment                                                                                                              < 0.06085418   to the left,  improve=0.17621950, (0 missing)
      age_range                                                                                                                             splits as  RRRRRRRRRLLLLL, improve=0.13279130, (0 missing)
      share_cost_dom_travel                                                                                                                 < 0.01184487   to the left,  improve=0.12099070, (0 missing)
      share_cost_accomm                                                                                                                     < 0.2332418    to the right, improve=0.08587398, (0 missing)
  Surrogate splits:
      share_cost_accomm        < 0.2103448    to the right, agree=0.743, adj=0.471, (0 split)
      share_cost_entertainment < 0.06085418   to the left,  agree=0.743, adj=0.471, (0 split)
      maori_exp_none_of_these  < 0.5          to the left,  agree=0.714, adj=0.412, (0 split)
      arrival_season           splits as  RRLR-, agree=0.657, adj=0.294, (0 split)
      share_cost_shopping      < 0.1470588    to the left,  agree=0.657, adj=0.294, (0 split)

Node number 31004088: 9 observations
  mean=7.555556, MSE=1.135802 

Node number 31004089: 12 observations
  mean=8.75, MSE=1.020833 

Node number 31004090: 7 observations
  mean=8.428571, MSE=2.244898 

Node number 31004091: 28 observations
  mean=9.464286, MSE=0.6772959 

Node number 31004092: 33 observations,    complexity param=0.0001923829
  mean=8.787879, MSE=1.864096 
  left son=62008184 (8 obs) right son=62008185 (25 obs)
  Primary splits:
      age_range            splits as  RRRRRLLLLLLLLL, improve=0.14305670, (0 missing)
      activity_jet_boating < 0.5          to the left,  improve=0.11855500, (0 missing)
      no_days_in_nz        < 7.5          to the left,  improve=0.09852217, (0 missing)
      treated_spend_capped < 2358.493     to the left,  improve=0.06333568, (0 missing)
      share_cost_accomm    < 0.273749     to the left,  improve=0.06009040, (0 missing)
  Surrogate splits:
      no_days_in_nz                                             < 16           to the right, agree=0.818, adj=0.25, (0 split)
      activity_other_important_building_or_site                 < 0.5          to the right, agree=0.818, adj=0.25, (0 split)
      transport_car_or_van_owned_by_you_family_friend_s_company < 0.5          to the right, agree=0.818, adj=0.25, (0 split)
      treated_spend_capped                                      < 1153.636     to the left,  agree=0.818, adj=0.25, (0 split)
      share_cost_entertainment                                  < 0.004310345  to the left,  agree=0.818, adj=0.25, (0 split)
