term,estimate,std_error,t_value,p_value,percent_effect,dollar_effect
itinerary_region_marlborough,-0.008094600865693682,0.018773102009388747,-0.43118078523439735,0.6663411721861325,-0.8061927802011315,-27.584283024525952
mobility_seeing_even_when_wearing_glasses,0.00615273977987377,0.015733262273666004,0.39106573530984057,0.6957524551117154,0.6171706762957196,21.116798646016115
itinerary_region_manawatu_whanganui,-0.006260720839900349,0.017404516615555917,-0.3597181684612029,0.7190613757037283,-0.6241163363102098,-21.354447824149453
activity_other_important_building_or_site,-0.0047765848336204664,0.013519649957692262,-0.3533068421570144,0.7238618205206739,-0.47651950941858257,-16.304349700615184
activity_trip_to_watch_whales_penguins_or_dolphins,0.00522796990929257,0.015337620857278952,0.34085924785469396,0.7332128179149823,0.5241659589994674,17.934596438901576
itinerary_region_bay_of_plenty,0.004782170918136403,0.014267928819810809,0.3351692441510102,0.7375006344959791,0.4793623746665032,16.401619735183925
arrival_location_some_other_airport,-0.030996716289181256,0.09333804939486008,-0.33209089422955285,0.7398238069064321,-3.0521243441319457,-104.42993760571396
itinerary_region_tasman,0.0065872422684990165,0.02035402187694417,0.3236334474004204,0.7462186555678875,0.6608985866079609,22.612970633345277
activity_swimming_surfing,0.004178772016507437,0.014167547278730878,0.29495380776183083,0.7680319653140346,0.4187515258720298,14.327789692837985
transport_campervan_motor_home_owned_by_you_family_friend_s,0.011359418643169927,0.040722000391696454,0.278950408474683,0.7802855193803442,1.1424181830870017,39.08840077527692
activity_a_geothermal_park_hot_mud_and_possibly_geysers,-0.0044105501509627155,0.015879936375635104,-0.27774356563102537,0.7812118395670166,-0.44008379585960267,-15.05768381660576
activity_watching_or_playing_some_sport,0.004912553264093199,0.0185367508107792,0.2650169554653844,0.7909988967302137,0.49246396374253987,16.84989705795314
other_countries_visited_before,0.006204976249095408,0.02432504296277838,0.2550859317531369,0.7986591273093739,0.6224266993117622,21.296636062101346
accomm_bed_and_breakfast,0.005136663223182631,0.02063583154942994,0.2489196139675084,0.8034252994651393,0.514987849549553,17.620562903853852
maori_exp_see_maori_art_or_crafts_being_created,-0.004670635076888285,0.01962357672749801,-0.23801140545104832,0.8118744769348416,-0.4659744622587336,-15.943545718605227
itinerary_region_canterbury,-0.0032337909042824903,0.01369151487853063,-0.23618941607062985,0.8132879028855949,-0.3228567834098639,-11.046703851334318
activity_other_water_activity_such_as_water_skiing_sailing,0.007271899419907576,0.03149491635250043,0.23089121236323742,0.8174014767471884,0.7298403887483706,24.97184834741695
decision_a_specific_event_brought_me_to_new_zealand_e_g_sporting_or_cultural_event_wedding_family_event_etc,-0.004368918538007215,0.02018562325968773,-0.21643713854168115,0.8286490377447324,-0.43593886968292805,-14.915863126094697
accomm_none_of_these,0.01048381423889906,0.050006656494436974,0.20964837431323446,0.8339440732908762,1.0538961970434135,36.05957742571742
itinerary_region_auckland,0.002434840948003103,0.011688831136694446,0.20830491257243589,0.8349928350857949,0.2437807580494944,8.341078698686786
arrival_location_queenstown_airport,0.004505198279753941,0.021945198147572995,0.2052931237830809,0.837345025934982,0.45153619428977,15.449533269200161
activity_other_themed_experience_e_g_all_blacks_experience_antarctic_centre,0.003435595980182243,0.017417645629207584,0.19724801235025158,0.8436352924241732,0.3441504404433582,11.775276813861414
decision_i_was_confident_there_would_be_health_and_hygiene_measures_in_new_zealand_to_help_protect_against_covid_19,-0.005400809271487967,0.030622632141024193,-0.17636659208836167,0.8600075812428747,-0.5386251121483054,-18.429323485021996
country_of_residence_fiji,-0.009090406049567033,0.05711385916546892,-0.15916287539300267,0.8735420212140002,-0.9049213222832364,-30.962328715672147
itinerary_region_wellington,-0.002069968709743904,0.014201223779330925,-0.14575988252199967,0.8841122894757443,-0.206782780197301,-7.075174664969898
decision_new_zealand_was_a_safe_place_to_visit_as_it_is_less_crowded_than_most_other_places,0.002152601777917225,0.014844630227688088,0.1450087839778056,0.8847052722073715,0.2154920288435891,7.3731658967076035
activity_cycling,0.0031033140353309125,0.022502453172589715,0.13791003192092255,0.8903127909527042,0.3108134299306453,10.634634580691266
activity_a_play_drama,-0.00537610586136775,0.03922497008264796,-0.13705825269057348,0.890986011640637,-0.5361680466645091,-18.345253779389154
transport_drove_themselves,0.0013821962598424848,0.012990361074049299,0.1064016813669393,0.9152646346188245,0.13831519333515896,4.732522460195179
mobility_hearing_even_if_using_a_hearing_device,0.0017879920503304995,0.017935555886361327,0.09968980396588299,0.9205915088241835,0.17895914612191532,6.123175321940796
accomm_other_accommodation,-0.003278423765840091,0.0364027461454114,-0.09005979254269364,0.928240524616879,-0.3273055602619479,-11.198920942350972
transport_motorcycle,-0.0038907532474857353,0.05231002794039072,-0.07437872623427763,0.9407097158896962,-0.3883194073873497,-13.286539771066304
gender_other_or_unspecified,0.0013404244872901386,0.057205791015941046,0.023431622279580296,0.9813061946782681,0.13413232577264012,4.589403586481323
itinerary_region_gisborne,3.447420787392922e-4,0.04310836797978121,0.007997103460306916,0.9936193755410617,0.03448015091189749,1.1797553449248963
