response_id,departure_location,country_of_residence,country_of_residence_group,gender,first_nz_trip,arrival_location,arrival_date,no_days_in_nz,package_deal,age_range,travel_type,sustainability_considered,treated_spend,visit_purpose,arrival_month,arrival_year,arrival_season
GEN24_1000426,Wellington,Australia,Australia,Male,No,Wellington airport,2022-07-01,10,No,45 - 49,Independent Traveller,Sometimes,649.9739167,To visit family,7,2022,Winter
GEN24_1000430,Wellington,Australia,Australia,Male,No,Wellington airport,2022-06-18,23,No,45 - 49,Independent Traveller,Sometimes,1950,To visit family,6,2022,Winter
GEN24_1000442,Christchurch,Australia,Australia,Male,No,Christchurch airport,2022-06-28,13,No,45 - 49,Independent Traveller,Not sure,947.10485,To visit friends,6,2022,Winter
GEN24_1000443,Christchurch,Australia,Australia,Female,No,Auckland airport,2022-06-29,12,No,20 - 24,Independent Traveller,NA,2729.89045,Just for the holiday,6,2022,Winter
GEN24_1000446,Christchurch,Australia,Australia,Male,No,Wellington airport,2022-06-12,29,No,55 - 59,Independent Traveller,Sometimes,3732.70735,To care for a family member or friend,6,2022,Winter
GEN24_1000447,Christchurch,Australia,Australia,Male,No,Christchurch airport,2022-07-08,3,No,50 - 54,Independent Traveller,Never,1727.07355,Just for the holiday,7,2022,Winter
GEN24_1000456,Christchurch,Australia,Australia,Female,No,Christchurch airport,2022-07-01,10,No,40 - 44,Independent Traveller,Sometimes,2800,Just for the holiday,7,2022,Winter
GEN24_1000460,Christchurch,Australia,Australia,Male,No,Auckland airport,2022-06-17,24,No,70 - 74,Independent Traveller,Never,2294.222219,To visit family,6,2022,Winter
GEN24_1000468,Christchurch,Australia,Australia,Female,No,Wellington airport,2022-06-24,17,No,55 - 59,Independent Traveller,Sometimes,1559.9374,To visit family,6,2022,Winter
GEN24_1000472,Christchurch,Australia,Australia,Male,No,Auckland airport,2022-07-03,8,No,50 - 54,Independent Traveller,Not sure,4590.67292,Just for the holiday,7,2022,Winter
GEN24_1000474,Christchurch,Australia,Australia,Female,No,Auckland airport,2022-06-21,20,No,20 - 24,Independent Traveller,Always,2456.901405,Just for the holiday,6,2022,Winter
GEN24_1000476,Christchurch,Australia,Australia,Female,No,Christchurch airport,2022-06-28,13,No,65 - 69,Independent Traveller,Sometimes,1066,To visit family,6,2022,Winter
GEN24_1000481,Christchurch,Australia,Australia,Female,No,Auckland airport,2022-06-27,14,No,50 - 54,Independent Traveller,Always,1504.22535,"For a wedding, funeral, other family occasion",6,2022,Winter
GEN24_1000484,Auckland,United States of America,USA,Female,No,Auckland airport,2022-06-21,20,No,55 - 59,Independent Traveller,Sometimes,3606.56406,To visit family,6,2022,Winter
GEN24_1000485,Auckland,United States of America,USA,Male,No,Auckland airport,2022-06-28,13,No,45 - 49,Independent Traveller,Sometimes,4299.026533,To visit family,6,2022,Winter
GEN24_1000497,Wellington,Australia,Australia,Male,Yes,Wellington airport,2022-07-01,10,No,20 - 24,Independent Traveller,Always,779.9687,To visit family,7,2022,Winter
GEN24_1000498,Wellington,Australia,Australia,Male,Yes,Wellington airport,2022-06-22,20,No,35 - 39,Independent Traveller,Most of the time,4286.801813,Business,6,2022,Winter
GEN24_1000502,Wellington,Australia,Australia,Female,No,Wellington airport,2022-07-04,8,No,55 - 59,Independent Traveller,Most of the time,835.68075,To visit family,7,2022,Winter
GEN24_1000508,Christchurch,Singapore,Rest of Asia,Female,Yes,Christchurch airport,2022-07-05,7,No,40 - 44,Independent Traveller,Most of the time,4993.879747,Just for the holiday,7,2022,Winter
GEN24_1000510,Christchurch,Spain,Rest of Europe,Female,No,Christchurch airport,2022-05-04,69,No,60 - 64,Independent Traveller,Rarely,6522.096467,To visit family,5,2022,Autumn
GEN24_1000511,Auckland,Australia,Australia,Female,No,Auckland airport,2022-07-05,7,No,50 - 54,Independent Traveller,Rarely,2729.89045,To visit family,7,2022,Winter
GEN24_1000512,Auckland,Australia,Australia,Female,No,Auckland airport,2022-07-04,8,No,35 - 39,Independent Traveller,NA,549.6922267,Holiday - Other,7,2022,Winter
GEN24_1000514,Auckland,England,UK,Male,No,Auckland airport,2022-05-18,55,No,70 - 74,Independent Traveller,NA,19662.20258,To visit family,5,2022,Autumn
GEN24_1000518,Auckland,Australia,Australia,Female,No,Auckland airport,2022-06-30,12,No,35 - 39,Independent Traveller,Most of the time,1362.159623,"For a wedding, funeral, other family occasion",6,2022,Winter
GEN24_1000521,Auckland,Australia,Australia,Female,No,Auckland airport,2022-07-06,6,No,45 - 49,Independent Traveller,Not sure,2244.399729,To visit family,7,2022,Winter
GEN24_1000522,Auckland,United States of America,USA,Female,No,Auckland airport,2022-06-18,24,No,35 - 39,Independent Traveller,Most of the time,2559.041387,To visit friends,6,2022,Winter
GEN24_1000523,Auckland,United States of America,USA,Female,No,Auckland airport,2022-06-25,17,No,30 - 34,Independent Traveller,Most of the time,692.7341333,To visit family,6,2022,Winter
GEN24_1000524,Auckland,United States of America,USA,Female,No,Auckland airport,2022-06-23,19,No,65 - 69,Independent Traveller,Most of the time,749.7828267,To visit family,6,2022,Winter
GEN24_1000528,Wellington,Australia,Australia,Female,No,Christchurch airport,2022-06-20,23,No,Under 20,Independent Traveller,Most of the time,4100.40688,Just for the holiday,6,2022,Winter
GEN24_1000530,Wellington,Australia,Australia,Male,No,Wellington airport,2022-07-11,2,No,50 - 54,Independent Traveller,Most of the time,597.233176,Business,7,2022,Winter
GEN24_1000534,Wellington,Australia,Australia,Male,No,Wellington airport,2022-07-09,4,No,45 - 49,Independent Traveller,Most of the time,612.83255,To visit family,7,2022,Winter
GEN24_1000535,Wellington,Australia,Australia,Female,No,Queenstown airport,2022-07-03,10,No,45 - 49,Independent Traveller,Sometimes,5351.699523,Holiday - Other,7,2022,Winter
GEN24_1000536,Auckland,England,UK,Female,No,Auckland airport,2022-06-15,28,No,65 - 69,Independent Traveller,Most of the time,4028.3537,To visit family,6,2022,Winter
GEN24_1000538,Auckland,Australia,Australia,Male,No,Auckland airport,2022-06-12,31,No,40 - 44,Independent Traveller,Sometimes,842.366196,To visit family,6,2022,Winter
GEN24_1000539,Auckland,Australia,Australia,Male,No,Auckland airport,2022-07-11,2,No,25 - 29,Independent Traveller,Never,1392.80125,Business,7,2022,Winter
GEN24_1000540,Auckland,Canada,Canada,Female,No,Auckland airport,2022-06-10,33,No,25 - 29,Independent Traveller,Always,1461.5172,To visit family,6,2022,Winter
GEN24_1000542,Auckland,Canada,Canada,Female,No,Auckland airport,2022-05-20,54,No,60 - 64,Independent Traveller,Sometimes,2654.465,To visit family,5,2022,Autumn
GEN24_1000543,Wellington,Australia,Australia,Male,No,Auckland airport,2022-07-12,2,No,35 - 39,Independent Traveller,Not sure,228.419405,Business,7,2022,Winter
GEN24_1000549,Wellington,Australia,Australia,Male,No,Wellington airport,2022-07-05,9,No,60 - 64,Independent Traveller,NA,2339.9061,"For a wedding, funeral, other family occasion",7,2022,Winter
GEN24_1000558,Queenstown,Australia,Australia,Female,No,Queenstown airport,2022-07-04,10,No,30 - 34,Independent Traveller,Sometimes,3203.442875,Just for the holiday,7,2022,Winter
GEN24_1000566,Queenstown,Australia,Australia,Male,Yes,Queenstown airport,2022-07-09,5,No,45 - 49,Independent Traveller,Rarely,2700,Just for the holiday,7,2022,Winter
GEN24_1000571,Christchurch,Australia,Australia,Female,No,Queenstown airport,2022-06-30,14,No,25 - 29,Independent Traveller,Sometimes,2401.189355,Just for the holiday,6,2022,Winter
GEN24_1000574,Christchurch,Australia,Australia,Male,No,Christchurch airport,2022-07-02,12,No,55 - 59,Independent Traveller,Most of the time,3231.2989,To visit family,7,2022,Winter
GEN24_1000576,Christchurch,United Arab Emirates,Africa and Middle East,Female,No,Christchurch airport,2022-07-04,10,No,35 - 39,Independent Traveller,Sometimes,1760,To visit family,7,2022,Winter
GEN24_1000581,Christchurch,Australia,Australia,Female,Yes,Christchurch airport,2022-07-05,10,No,35 - 39,Independent Traveller,Rarely,1739.330201,Just for the holiday,7,2022,Winter
GEN24_1000582,Christchurch,Australia,Australia,Male,No,Christchurch airport,2022-07-10,5,No,65 - 69,Independent Traveller,Most of the time,111.4241,"For a wedding, funeral, other family occasion",7,2022,Winter
GEN24_1000589,Wellington,Australia,Australia,Male,No,Wellington airport,2022-06-22,23,No,35 - 39,Independent Traveller,Never,1545.428571,To visit family,6,2022,Winter
GEN24_1000590,Christchurch,Australia,Australia,Female,No,Christchurch airport,2022-07-09,6,No,50 - 54,Independent Traveller,Rarely,891.3928,To visit family,7,2022,Winter
GEN24_1000609,Christchurch,Ireland,Rest of Europe,Female,No,Christchurch airport,2022-06-30,16,No,40 - 44,Independent Traveller,Most of the time,2346.895714,To visit family,6,2022,Winter
GEN24_1000611,Christchurch,Singapore,Rest of Asia,Female,No,Christchurch airport,2022-07-05,11,No,25 - 29,Independent Traveller,Most of the time,2939.154926,For your honeymoon,7,2022,Winter
GEN24_1000612,Christchurch,Other,Rest of Asia,Female,No,Christchurch airport,2022-06-25,21,No,50 - 54,Independent Traveller,Most of the time,12760,To visit family,6,2022,Winter
GEN24_1000614,Queenstown,England,UK,Male,No,Queenstown airport,2022-07-07,10,No,20 - 24,Independent Traveller,NA,2628.494519,Just for the holiday,7,2022,Winter
GEN24_1000615,Queenstown,Australia,Australia,Female,No,Queenstown airport,2022-07-07,10,No,25 - 29,Independent Traveller,Sometimes,3788.4194,Just for the holiday,7,2022,Winter
GEN24_1000616,Queenstown,Australia,Australia,Male,No,Queenstown airport,2022-07-09,8,No,50 - 54,Independent Traveller,Sometimes,3692.913029,Just for the holiday,7,2022,Winter
GEN24_1000621,Queenstown,Australia,Australia,Female,No,Auckland airport,2022-07-03,14,No,45 - 49,Independent Traveller,Always,8395.805935,Just for the holiday,7,2022,Winter
GEN24_1000622,Queenstown,Australia,Australia,Female,No,Christchurch airport,2022-07-11,6,No,25 - 29,Independent Traveller,Always,2351.04851,Just for the holiday,7,2022,Winter
GEN24_1000624,Queenstown,Australia,Australia,Male,No,Queenstown airport,2022-07-11,6,No,55 - 59,Independent Traveller,Most of the time,1996.083163,Just for the holiday,7,2022,Winter
GEN24_1000625,Queenstown,Australia,Australia,Male,No,Queenstown airport,2022-07-08,9,No,40 - 44,Independent Traveller,Rarely,4378.96713,To go sightseeing,7,2022,Winter
GEN24_1000626,Queenstown,Australia,Australia,Female,No,Queenstown airport,2022-07-08,9,No,40 - 44,Independent Traveller,Most of the time,3190,Just for the holiday,7,2022,Winter
GEN24_1000632,Queenstown,Australia,Australia,Female,No,Queenstown airport,2022-07-09,8,No,50 - 54,Independent Traveller,Always,4117.120495,Just for the holiday,7,2022,Winter
GEN24_1000633,Queenstown,Australia,Australia,Male,No,Queenstown airport,2022-07-09,8,No,55 - 59,Independent Traveller,Most of the time,3905.414705,Just for the holiday,7,2022,Winter
GEN24_1000637,Christchurch,Australia,Australia,Male,No,Christchurch airport,2022-07-15,2,No,65 - 69,Independent Traveller,Never,167.13615,To care for a family member or friend,7,2022,Winter
GEN24_1000643,Christchurch,Australia,Australia,Female,Yes,Christchurch airport,2022-07-10,7,No,20 - 24,Independent Traveller,NA,2618.46635,To go sightseeing,7,2022,Winter
GEN24_1000649,Christchurch,Australia,Australia,Female,No,Christchurch airport,2022-06-27,20,No,65 - 69,Independent Traveller,Always,2557.183095,To visit family,6,2022,Winter
GEN24_1000650,Christchurch,Australia,Australia,Female,No,Christchurch airport,2022-07-07,10,No,25 - 29,Independent Traveller,Most of the time,1863.568073,To go sightseeing,7,2022,Winter
GEN24_1000653,Christchurch,Australia,Australia,Male,No,Christchurch airport,2022-07-08,9,No,30 - 34,Independent Traveller,Sometimes,2183.91236,Holiday - Other,7,2022,Winter
GEN24_1000655,Christchurch,Australia,Australia,Female,No,Christchurch airport,2022-07-13,4,No,50 - 54,Independent Traveller,Never,1450,To visit friends,7,2022,Winter
GEN24_1000660,Christchurch,Australia,Australia,Female,Yes,Christchurch airport,2022-07-08,10,No,30 - 34,Independent Traveller,Most of the time,777.740218,To visit family,7,2022,Winter
GEN24_1000662,Christchurch,Germany,Germany,Male,Yes,Christchurch airport,2022-07-14,4,No,45 - 49,Independent Traveller,Sometimes,2661.37974,Business,7,2022,Winter
GEN24_1000663,Christchurch,Australia,Australia,Male,Yes,Christchurch airport,2022-06-15,33,Not sure,20 - 24,Independent Traveller,Not sure,2228.48,To visit friends,6,2022,Winter
GEN24_1000664,Christchurch,Australia,Australia,Male,No,Christchurch airport,2022-07-01,17,No,50 - 54,Independent Traveller,Sometimes,3287.01095,Just for the holiday,7,2022,Winter
GEN24_1000665,Christchurch,Australia,Australia,Male,No,Christchurch airport,2022-07-01,17,No,65 - 69,Independent Traveller,NA,8079.361491,To visit family,7,2022,Winter
GEN24_1000669,Christchurch,Australia,Australia,Female,No,Christchurch airport,2022-07-04,14,No,50 - 54,Independent Traveller,Rarely,766.6666667,To visit family,7,2022,Winter
GEN24_1000671,Christchurch,Australia,Australia,Female,Yes,Christchurch airport,2022-07-03,15,No,45 - 49,Independent Traveller,Most of the time,2971.428571,Just for the holiday,7,2022,Winter
GEN24_1000672,Christchurch,Australia,Australia,Female,Yes,Wellington airport,2022-07-07,11,No,30 - 34,Independent Traveller,NA,2919.31142,To visit family,7,2022,Winter
GEN24_1000674,Christchurch,Australia,Australia,Male,No,Christchurch airport,2022-07-08,10,No,60 - 64,Independent Traveller,Most of the time,389.98435,To visit family,7,2022,Winter
GEN24_1000676,Christchurch,Australia,Australia,Male,No,Auckland airport,2022-07-02,16,No,55 - 59,Independent Traveller,Most of the time,3660.281685,To visit family,7,2022,Winter
GEN24_1000677,Christchurch,Australia,Australia,Female,No,Christchurch airport,2022-07-01,17,No,65 - 69,Independent Traveller,Most of the time,1845.183096,Just for the holiday,7,2022,Winter
GEN24_1000678,Christchurch,England,UK,Female,Yes,Auckland airport,2022-07-02,16,No,Under 20,Independent Traveller,NA,1975.811577,To go sightseeing,7,2022,Winter
GEN24_1000691,Christchurch,Australia,Australia,Female,No,Christchurch airport,2022-07-15,3,No,65 - 69,Independent Traveller,Never,280,To visit family,7,2022,Winter
GEN24_1000693,Christchurch,Australia,Australia,Male,No,Christchurch airport,2022-07-14,4,No,60 - 64,Independent Traveller,Never,83.568075,To visit family,7,2022,Winter
GEN24_1000695,Christchurch,Australia,Australia,Male,No,Christchurch airport,2022-07-11,7,No,45 - 49,Independent Traveller,NA,3487.57433,Just for the holiday,7,2022,Winter
GEN24_1000697,Christchurch,Australia,Australia,Female,No,Christchurch airport,2022-07-05,13,No,50 - 54,Independent Traveller,Always,2729.89045,To visit family,7,2022,Winter
GEN24_1000700,Christchurch,Australia,Australia,Male,No,Christchurch airport,2022-07-05,13,No,45 - 49,Independent Traveller,Sometimes,2782.259777,To visit family,7,2022,Winter
GEN24_1000706,Christchurch,Australia,Australia,Female,No,Auckland airport,2022-07-04,14,No,65 - 69,Independent Traveller,Most of the time,3500,Other,7,2022,Winter
GEN24_1000708,Christchurch,Singapore,Rest of Asia,Male,No,Christchurch airport,2022-07-05,14,No,60 - 64,Independent Traveller,Sometimes,3179.514558,To go sightseeing,7,2022,Winter
GEN24_1000711,Christchurch,Singapore,Rest of Asia,Male,No,Christchurch airport,2022-07-09,10,No,25 - 29,Independent Traveller,Always,1650,Just for the holiday,7,2022,Winter
GEN24_1000713,Queenstown,Australia,Australia,Female,Yes,Queenstown airport,2022-07-14,7,No,25 - 29,Independent Traveller,Not sure,3465.28951,Just for the holiday,7,2022,Winter
GEN24_1000718,Queenstown,Australia,Australia,Male,Yes,Queenstown airport,2022-07-14,7,No,Under 20,Independent Traveller,Sometimes,1337.0892,Just for the holiday,7,2022,Winter
GEN24_1000719,Queenstown,Australia,Australia,Male,No,Auckland airport,2022-07-11,10,No,65 - 69,Independent Traveller,Most of the time,3899.8435,To visit family,7,2022,Winter
GEN24_1000720,Queenstown,Australia,Australia,Female,No,Queenstown airport,2022-07-17,4,No,45 - 49,Independent Traveller,Never,4624.10015,Just for the holiday,7,2022,Winter
GEN24_1000729,Queenstown,Australia,Australia,Female,No,Christchurch airport,2022-07-04,17,No,55 - 59,Independent Traveller,Most of the time,4300,Just for the holiday,7,2022,Winter
GEN24_1000731,Queenstown,Australia,Australia,Male,No,Christchurch airport,2022-07-16,5,No,25 - 29,Independent Traveller,Most of the time,1699.217525,Holiday - Other,7,2022,Winter
GEN24_1000736,Auckland,England,UK,Female,Yes,Auckland airport,2022-07-15,6,No,50 - 54,Independent Traveller,Rarely,1466.9664,Business,7,2022,Winter
GEN24_1000739,Auckland,United States of America,USA,Male,Yes,Auckland airport,2022-07-10,11,No,50 - 54,Independent Traveller,Sometimes,18500.07627,To go sightseeing,7,2022,Winter
GEN24_1000746,Christchurch,Australia,Australia,Male,No,Auckland airport,2022-07-18,4,No,35 - 39,Independent Traveller,Never,2750,Business,7,2022,Winter
GEN24_1000748,Christchurch,Australia,Australia,Female,No,Christchurch airport,2022-07-12,10,No,60 - 64,Independent Traveller,Sometimes,3417.377147,To visit family,7,2022,Winter
GEN24_1000760,Christchurch,Australia,Australia,Female,No,Auckland airport,2022-07-01,21,No,30 - 34,Independent Traveller,Always,30808.76365,For some special event or occasion (non-sport-related),7,2022,Winter
GEN24_1000775,Auckland,Australia,Australia,Female,Yes,Auckland airport,2022-06-17,35,No,25 - 29,Independent Traveller,NA,670,To visit friends,6,2022,Winter
GEN24_1000778,Auckland,Australia,Australia,Female,No,Auckland airport,2022-06-22,30,No,60 - 64,Independent Traveller,Most of the time,1925.408448,To visit family,6,2022,Winter
GEN24_1000781,Auckland,Australia,Australia,Male,Yes,Auckland airport,2022-06-23,29,Yes,40 - 44,Package,Always,18067.28973,Business,6,2022,Winter
GEN24_1000783,Auckland,Australia,Australia,Female,No,Christchurch airport,2022-07-04,18,No,30 - 34,Independent Traveller,Most of the time,490,To visit family,7,2022,Winter
GEN24_1000788,Auckland,United States of America,USA,Male,Yes,Auckland airport,2022-07-07,15,No,25 - 29,Independent Traveller,NA,3585.917867,To visit family,7,2022,Winter
GEN24_1000789,Auckland,Netherlands,Rest of Europe,Male,No,Auckland airport,2022-05-08,75,No,30 - 34,Independent Traveller,Sometimes,3614.2194,To visit family,5,2022,Autumn
GEN24_1000790,Auckland,United States of America,USA,Female,No,Auckland airport,2022-07-03,19,No,60 - 64,Independent Traveller,Rarely,1874.457067,To visit family,7,2022,Winter
GEN24_1000791,Auckland,Canada,Canada,Female,No,Auckland airport,2022-07-03,19,No,60 - 64,Independent Traveller,Most of the time,1639.5225,To visit family,7,2022,Winter
GEN24_1000792,Auckland,United States of America,USA,Female,No,Auckland airport,2022-07-06,16,No,50 - 54,Independent Traveller,Never,2118.951467,To care for a family member or friend,7,2022,Winter
GEN24_1000793,Auckland,Canada,Canada,Female,No,Auckland airport,2022-07-03,19,No,60 - 64,Independent Traveller,Sometimes,1911.2148,To visit family,7,2022,Winter
GEN24_1000794,Auckland,Netherlands,Rest of Europe,Female,Yes,Auckland airport,2022-06-06,46,No,30 - 34,Independent Traveller,NA,16200,Business,6,2022,Winter
GEN24_1000797,Auckland,Australia,Australia,Female,No,Auckland airport,2022-07-02,21,No,65 - 69,Independent Traveller,Always,2684.206569,To visit family,7,2022,Winter
GEN24_1000804,Queenstown,Australia,Australia,Female,No,Queenstown airport,2022-07-14,9,No,25 - 29,Independent Traveller,Always,6774.58528,Just for the holiday,7,2022,Winter
GEN24_1000807,Queenstown,Australia,Australia,Female,Yes,Queenstown airport,2022-07-16,7,No,25 - 29,Independent Traveller,Most of the time,1571.07981,To go sightseeing,7,2022,Winter
GEN24_1000821,Auckland,France,Rest of Europe,Female,Yes,Auckland airport,2022-07-10,13,Yes,30 - 34,Package,Never,1774.25316,To go sightseeing,7,2022,Winter
GEN24_1000823,Auckland,England,UK,Female,No,Auckland airport,2022-07-09,14,No,35 - 39,Independent Traveller,Always,1342.784567,To visit family,7,2022,Winter
GEN24_1000824,Auckland,France,Rest of Europe,Male,No,Auckland airport,2022-07-13,10,Yes,50 - 54,Package,Always,1338.904005,Business,7,2022,Winter
GEN24_1000826,Auckland,Australia,Australia,Female,No,Auckland airport,2022-07-08,15,No,40 - 44,Independent Traveller,Most of the time,1871.92488,To visit family,7,2022,Winter
GEN24_1000828,Auckland,Australia,Australia,Female,Yes,Auckland airport,2022-07-19,4,No,40 - 44,Independent Traveller,Never,1281.37715,Related to your job or business,7,2022,Winter
GEN24_1000829,Auckland,Australia,Australia,Male,No,Auckland airport,2022-07-21,2,No,50 - 54,Independent Traveller,Sometimes,2529.32707,Business,7,2022,Winter
GEN24_1000837,Queenstown,Australia,Australia,Male,No,Queenstown airport,2022-07-17,7,No,65 - 69,Independent Traveller,Sometimes,3676.9953,Holiday - Other,7,2022,Winter
GEN24_1000844,Queenstown,Australia,Australia,Male,Yes,Queenstown airport,2022-07-19,5,Yes,25 - 29,Package,Never,5841.875011,Just for the holiday,7,2022,Winter
GEN24_1000852,Queenstown,Australia,Australia,Male,No,Queenstown airport,2022-07-18,6,No,35 - 39,Independent Traveller,NA,3086.44757,Just for the holiday,7,2022,Winter
GEN24_1000853,Queenstown,Australia,Australia,Female,No,Queenstown airport,2022-07-12,12,No,20 - 24,Independent Traveller,Always,2531.555552,To go sightseeing,7,2022,Winter
GEN24_1000857,Queenstown,Australia,Australia,Female,No,Wellington airport,2022-07-13,11,No,60 - 64,Independent Traveller,Most of the time,3085,To visit friends,7,2022,Winter
GEN24_1000864,Auckland,Ireland,Rest of Europe,Male,Yes,Auckland airport,2022-07-01,23,Yes,60 - 64,Package,Rarely,14097.14247,Holiday - Other,7,2022,Winter
GEN24_1000865,Auckland,Ireland,Rest of Europe,Female,Yes,Auckland airport,2022-07-01,23,Yes,60 - 64,Package,Not sure,12092.89353,Sports related,7,2022,Winter
GEN24_1000866,Auckland,Scotland,UK,Female,Yes,Auckland airport,2022-07-08,16,No,55 - 59,Independent Traveller,NA,2973.308683,To visit family,7,2022,Winter
GEN24_1000868,Auckland,Scotland,UK,Male,Yes,Auckland airport,2022-07-01,23,No,50 - 54,Independent Traveller,Rarely,3366.666667,To visit friends,7,2022,Winter
GEN24_1000869,Auckland,Australia,Australia,Female,No,Auckland airport,2022-04-10,105,No,60 - 64,Independent Traveller,Rarely,1420.657275,To care for a family member or friend,4,2022,Autumn
GEN24_1000870,Auckland,Australia,Australia,Male,Yes,Auckland airport,2022-07-16,8,No,20 - 24,Independent Traveller,Sometimes,3342.723,To go sightseeing,7,2022,Winter
GEN24_1000871,Auckland,Norway,Rest of Europe,Male,Yes,Wellington airport,2022-07-17,7,No,30 - 34,Independent Traveller,Rarely,2224,To go sightseeing,7,2022,Winter
GEN24_1000873,Auckland,South Africa,Africa and Middle East,Female,Yes,Auckland airport,2022-07-22,2,Yes,50 - 54,Package,Sometimes,4400.8992,Business,7,2022,Winter
GEN24_1000877,Auckland,Australia,Australia,Female,No,Auckland airport,2022-07-20,4,No,35 - 39,Independent Traveller,Sometimes,840,To visit friends,7,2022,Winter
GEN24_1000879,Auckland,Canada,Canada,Female,No,Auckland airport,2022-06-06,48,No,60 - 64,Independent Traveller,Most of the time,1246.104,To visit family,6,2022,Winter
GEN24_1000883,Auckland,United States of America,USA,Male,No,Auckland airport,2022-07-16,8,No,45 - 49,Independent Traveller,NA,4278.652,"For a wedding, funeral, other family occasion",7,2022,Winter
GEN24_1000884,Auckland,United States of America,USA,Female,No,Auckland airport,2022-07-05,19,No,50 - 54,Independent Traveller,Most of the time,1660,To visit family,7,2022,Winter
GEN24_1000890,Christchurch,Australia,Australia,Female,No,Christchurch airport,2022-07-21,3,No,35 - 39,Independent Traveller,Sometimes,969,To visit family,7,2022,Winter
GEN24_1000900,Christchurch,Australia,Australia,Male,Yes,Christchurch airport,2022-07-21,3,No,40 - 44,Independent Traveller,Rarely,6741.15805,Other,7,2022,Winter
GEN24_1000902,Christchurch,Australia,Australia,Female,No,Christchurch airport,2022-07-15,9,No,50 - 54,Independent Traveller,Rarely,1782.7856,To visit friends,7,2022,Winter
GEN24_1000904,Christchurch,Australia,Australia,Male,Yes,Christchurch airport,2022-07-10,14,No,40 - 44,Independent Traveller,Not sure,1460,Holiday - Other,7,2022,Winter
GEN24_1000907,Christchurch,Australia,Australia,Male,Yes,Christchurch airport,2022-07-09,15,No,50 - 54,Independent Traveller,Sometimes,12557.49607,Just for the holiday,7,2022,Winter
GEN24_1000916,Queenstown,Australia,Australia,Male,No,Queenstown airport,2022-07-19,6,No,35 - 39,Independent Traveller,Rarely,1983.34898,Just for the holiday,7,2022,Winter
GEN24_1000917,Queenstown,Australia,Australia,Male,Yes,Queenstown airport,2022-07-20,5,No,30 - 34,Independent Traveller,NA,3576.71361,To go sightseeing,7,2022,Winter
GEN24_1000918,Queenstown,Australia,Australia,Female,No,Queenstown airport,2022-07-21,4,No,20 - 24,Independent Traveller,Sometimes,1057.97183,Just for the holiday,7,2022,Winter
GEN24_1000921,Queenstown,Australia,Australia,Male,Yes,Christchurch airport,2022-07-18,7,No,Under 20,Independent Traveller,NA,530,Just for the holiday,7,2022,Winter
GEN24_1000925,Queenstown,Australia,Australia,Female,No,Queenstown airport,2022-07-18,7,No,30 - 34,Independent Traveller,NA,724.25665,For some special event or occasion (non-sport-related),7,2022,Winter
GEN24_1000927,Queenstown,Australia,Australia,Male,No,Queenstown airport,2022-07-18,7,No,30 - 34,Independent Traveller,Most of the time,739.856024,For your honeymoon,7,2022,Winter
GEN24_1000928,Queenstown,Australia,Australia,Female,Yes,Queenstown airport,2022-07-18,7,No,25 - 29,Independent Traveller,Sometimes,2674.1784,Just for the holiday,7,2022,Winter
GEN24_1000937,Queenstown,Australia,Australia,Male,No,Queenstown airport,2022-07-18,7,No,70 - 74,Independent Traveller,Most of the time,2206.19718,To go sightseeing,7,2022,Winter
GEN24_1000938,Queenstown,Australia,Australia,Female,No,Auckland airport,2022-07-13,12,No,35 - 39,Independent Traveller,NA,4114.285714,Just for the holiday,7,2022,Winter
GEN24_1000945,Queenstown,Australia,Australia,Male,No,Queenstown airport,2022-07-21,4,No,30 - 34,Independent Traveller,Sometimes,2534.898275,To go sightseeing,7,2022,Winter
GEN24_1000948,Christchurch,Australia,Australia,Female,No,Christchurch airport,2022-07-04,21,No,60 - 64,Independent Traveller,Not sure,1410,To visit family,7,2022,Winter
GEN24_1000950,Queenstown,Australia,Australia,Female,Yes,Queenstown airport,2022-07-18,7,No,50 - 54,Independent Traveller,Sometimes,2404.903492,Just for the holiday,7,2022,Winter
GEN24_1000963,Christchurch,Australia,Australia,Male,No,Christchurch airport,2022-07-21,4,No,40 - 44,Independent Traveller,Sometimes,250,"For a wedding, funeral, other family occasion",7,2022,Winter
GEN24_1000964,Christchurch,Australia,Australia,Male,No,Christchurch airport,2022-07-22,3,No,50 - 54,Independent Traveller,Never,334.2723,To visit family,7,2022,Winter
GEN24_1000968,Christchurch,Australia,Australia,Female,No,Christchurch airport,2022-07-24,1,No,45 - 49,Independent Traveller,NA,378.84194,Visiting Friends/Relatives - Other,7,2022,Winter
GEN24_1000969,Christchurch,Australia,Australia,Female,Yes,Queenstown airport,2022-07-17,8,No,20 - 24,Independent Traveller,NA,2972.237868,To go sightseeing,7,2022,Winter
GEN24_1000970,Christchurch,Australia,Australia,Female,No,Queenstown airport,2022-07-17,8,No,20 - 24,Independent Traveller,NA,2916.525818,Just for the holiday,7,2022,Winter
GEN24_1000977,Christchurch,Australia,Australia,Female,No,Christchurch airport,2022-07-21,4,No,45 - 49,Independent Traveller,Sometimes,259.9895667,To visit family,7,2022,Winter
GEN24_1000980,Auckland,Brazil,Rest of Americas,Female,Yes,Auckland airport,2022-07-02,23,No,55 - 59,Independent Traveller,Always,1800,For a working holiday,7,2022,Winter
