response_id,departure_location,country_of_residence,country_of_residence_group,gender,first_nz_trip,arrival_location,arrival_date,no_days_in_nz,package_deal,age_range,travel_type,sustainability_considered,treated_spend,visit_purpose,arrival_month,arrival_year,arrival_season
GEN24_1064724,Christchurch,Germany,Germany,Female,Yes,Auckland airport,2024-01-15,168,No,30 - 34,Independent Traveller,NA,7464.433467,For a working holiday,1,2024,Summer
GEN24_1064727,Christchurch,India,Rest of Asia,Female,Yes,Auckland airport,2024-04-29,63,No,30 - 34,Independent Traveller,Always,3150,Other,4,2024,Autumn
GEN24_1064732,Christchurch,Australia,Australia,Male,No,Christchurch airport,2024-06-27,4,No,70 - 74,Independent Traveller,Always,450.9166024,Sports related,6,2024,Winter
GEN24_1064735,Christchurch,Indonesia,Rest of Asia,Male,Yes,Auckland airport,2024-06-23,8,Yes,50 - 54,Tour Group,NA,8899.114706,To go sightseeing,6,2024,Winter
GEN24_1064737,Christchurch,Australia,Australia,Male,No,Christchurch airport,2024-06-22,9,No,60 - 64,Tour Group,NA,3133.333333,To go sightseeing,6,2024,Winter
GEN24_1064742,Auckland,Australia,Australia,Female,No,Auckland airport,2024-06-22,9,No,25 - 29,Independent Traveller,Most of the time,790,"For a wedding, funeral, other family occasion",6,2024,Winter
GEN24_1064743,Auckland,French Polynesia,Rest of Oceania,Female,No,Auckland airport,2024-06-25,6,No,Under 20,Independent Traveller,NA,1500,Just for the holiday,6,2024,Winter
GEN24_1064748,Auckland,United States of America,USA,Male,Yes,Auckland airport,2024-06-24,7,No,25 - 29,Independent Traveller,Sometimes,1292.95903,Related to your job or business,6,2024,Winter
GEN24_1064754,Auckland,Canada,Canada,Male,Yes,Auckland airport,2024-06-18,13,No,Under 20,Independent Traveller,Most of the time,5398.3215,To visit friends,6,2024,Winter
GEN24_1064763,Auckland,United States of America,USA,Female,Yes,Auckland airport,2024-06-15,16,Yes,Under 20,Tour Group,Most of the time,6482.956589,Sports related,6,2024,Winter
GEN24_1064773,Auckland,Australia,Australia,Male,Yes,Auckland airport,2024-06-23,8,No,35 - 39,Independent Traveller,NA,3223.434517,To go sightseeing,6,2024,Winter
GEN24_1064786,Auckland,United States of America,USA,Male,Yes,Christchurch airport,2024-06-24,8,Yes,45 - 49,Package,NA,10189.42728,To go sightseeing,6,2024,Winter
GEN24_1064788,Auckland,Australia,Australia,Female,No,Auckland airport,2024-06-20,12,No,65 - 69,Independent Traveller,Always,250,To visit family,6,2024,Winter
GEN24_1064796,Auckland,Australia,Australia,Female,No,Auckland airport,2024-06-16,16,No,50 - 54,Independent Traveller,Always,177.5620708,Visiting Friends/Relatives - Other,6,2024,Winter
GEN24_1064797,Auckland,Australia,Australia,Female,No,Auckland airport,2024-06-26,6,No,25 - 29,Independent Traveller,Most of the time,1529.765533,To visit family,6,2024,Winter
GEN24_1064809,Auckland,Fiji,Rest of Oceania,Female,No,Auckland airport,2024-06-21,11,No,50 - 54,Independent Traveller,Most of the time,767.303063,"For a wedding, funeral, other family occasion",6,2024,Winter
GEN24_1064817,Auckland,Australia,Australia,Female,No,Auckland airport,2024-06-27,5,No,55 - 59,Independent Traveller,NA,2200,To visit family,6,2024,Winter
GEN24_1064826,Auckland,France,Rest of Europe,Male,Yes,Auckland airport,2024-02-14,139,No,20 - 24,Independent Traveller,NA,3327.518533,Other,2,2024,Summer
GEN24_1064831,Auckland,Hong Kong (Special Administrative Region),Rest of Asia,Male,Yes,Auckland airport,2024-06-15,17,No,30 - 34,Independent Traveller,Sometimes,5896.241733,To go sightseeing,6,2024,Winter
GEN24_1064837,Auckland,Philippines,Rest of Asia,Male,No,Auckland airport,2024-06-23,9,No,55 - 59,Independent Traveller,Most of the time,4350,To visit family,6,2024,Winter
GEN24_1064844,Christchurch,Wales,UK,Female,Yes,Queenstown airport,2024-06-21,11,No,65 - 69,Independent Traveller,Always,1500,To visit family,6,2024,Winter
GEN24_1064854,Auckland,Australia,Australia,Male,No,Auckland airport,2024-06-18,14,No,50 - 54,Independent Traveller,Most of the time,3725,To visit family,6,2024,Winter
GEN24_1064855,Auckland,Australia,Australia,Male,No,Auckland airport,2024-06-13,19,No,65 - 69,Independent Traveller,Most of the time,6556.138,To visit family,6,2024,Winter
GEN24_1064858,Auckland,Australia,Australia,Male,No,Auckland airport,2024-04-05,88,No,70 - 74,Independent Traveller,NA,5244.9104,To go sightseeing,4,2024,Autumn
GEN24_1064878,Auckland,Cook Islands,Rest of Oceania,Female,Yes,Auckland airport,2024-06-30,2,No,20 - 24,Independent Traveller,Most of the time,1194.75961,Just for the holiday,6,2024,Winter
GEN24_1064893,Auckland,Australia,Australia,Female,No,Auckland airport,2024-06-29,3,Yes,30 - 34,Package,NA,778.9753644,Just for the holiday,6,2024,Winter
GEN24_1064894,Auckland,"Korea, Republic of","Korea, Republic of",Male,Yes,Auckland airport,2024-06-28,4,Yes,35 - 39,Package,Sometimes,976,To go sightseeing,6,2024,Winter
GEN24_1064902,Auckland,Tonga,Rest of Oceania,Female,No,Auckland airport,2024-06-18,14,No,60 - 64,Independent Traveller,Rarely,2200,To visit family,6,2024,Winter
GEN24_1064903,Christchurch,Australia,Australia,Female,No,Christchurch airport,2024-06-18,14,No,65 - 69,Independent Traveller,Always,1125.470357,To visit family,6,2024,Winter
GEN24_1064908,Christchurch,Australia,Australia,Male,No,Christchurch airport,2024-06-23,9,No,60 - 64,Independent Traveller,Rarely,6119.062133,Business,6,2024,Winter
GEN24_1064913,Christchurch,Australia,Australia,Male,Yes,Queenstown airport,2024-06-27,5,No,20 - 24,Tour Group,Sometimes,1660.888293,To go sightseeing,6,2024,Winter
GEN24_1064925,Christchurch,"Korea, Republic of","Korea, Republic of",Female,Yes,Auckland airport,2024-06-26,6,Yes,55 - 59,Tour Group,NA,4922.924469,To go sightseeing,6,2024,Winter
GEN24_1064932,Christchurch,Hong Kong (Special Administrative Region),Rest of Asia,Male,No,Christchurch airport,2024-06-28,4,No,40 - 44,Independent Traveller,NA,1896.869227,Related to your job or business,6,2024,Winter
GEN24_1064941,Auckland,United States of America,USA,Male,Yes,Auckland airport,2024-06-28,4,No,50 - 54,Independent Traveller,Never,3682.47825,To go sightseeing,6,2024,Winter
GEN24_1064951,Auckland,Lithuania,Rest of Europe,Male,Yes,Queenstown airport,2023-11-13,232,No,25 - 29,Independent Traveller,Rarely,15800,For a working holiday,11,2023,Spring
GEN24_1064961,Auckland,Poland,Rest of Europe,Male,Yes,Auckland airport,2024-06-15,17,No,40 - 44,Independent Traveller,NA,2310,Just for the holiday,6,2024,Winter
GEN24_1064962,Auckland,"China, People's Republic of",China,Female,Yes,Auckland airport,2024-06-27,5,Yes,30 - 34,Package,Most of the time,1245.181483,Related to your job or business,6,2024,Winter
GEN24_1064963,Auckland,Canada,Canada,Male,Yes,Auckland airport,2023-09-09,297,No,35 - 39,Independent Traveller,Most of the time,22550,For a working holiday,9,2023,Spring
GEN24_1064988,Wellington,Australia,Australia,Female,No,Wellington airport,2024-06-30,3,No,40 - 44,Independent Traveller,Always,350,To visit family,6,2024,Winter
GEN24_1064991,Wellington,Australia,Australia,Female,No,Wellington airport,2024-06-26,7,No,60 - 64,Independent Traveller,Rarely,273.1724167,To visit family,6,2024,Winter
GEN24_1065007,Auckland,Italy,Rest of Europe,Male,Yes,Auckland airport,2024-06-23,10,No,30 - 34,Independent Traveller,Most of the time,7554.3664,For your honeymoon,6,2024,Winter
GEN24_1065011,Auckland,Sweden,Rest of Europe,Male,Yes,Auckland airport,2024-06-18,15,No,35 - 39,Independent Traveller,Most of the time,4570,Related to your job or business,6,2024,Winter
GEN24_1065016,Auckland,Australia,Australia,Male,No,Queenstown airport,2024-06-26,7,No,50 - 54,Independent Traveller,Sometimes,5250,Just for the holiday,6,2024,Winter
GEN24_1065022,Auckland,Australia,Australia,Female,No,Auckland airport,2024-06-20,13,No,60 - 64,Independent Traveller,NA,491.71035,To care for a family member or friend,6,2024,Winter
GEN24_1065024,Auckland,Australia,Australia,Male,No,Auckland airport,2024-06-27,6,No,35 - 39,Independent Traveller,Never,140,To visit friends,6,2024,Winter
GEN24_1065033,Christchurch,Australia,Australia,Female,Yes,Queenstown airport,2024-06-26,7,No,30 - 34,Independent Traveller,NA,4100,Just for the holiday,6,2024,Winter
GEN24_1065038,Christchurch,Australia,Australia,Female,No,Christchurch airport,2024-06-26,7,No,55 - 59,Independent Traveller,Sometimes,2185.379333,To visit friends,6,2024,Winter
GEN24_1065049,Christchurch,United States of America,USA,Male,Yes,Christchurch airport,2024-06-26,7,No,25 - 29,Independent Traveller,NA,3232.397575,To go sightseeing,6,2024,Winter
GEN24_1065069,Auckland,French Polynesia,Rest of Oceania,Female,No,Auckland airport,2024-05-03,61,No,45 - 49,Independent Traveller,NA,900,To visit family,5,2024,Autumn
GEN24_1065071,Auckland,French Polynesia,Rest of Oceania,Male,No,Auckland airport,2024-06-25,8,No,35 - 39,Independent Traveller,Rarely,4010,To visit friends,6,2024,Winter
GEN24_1065072,Auckland,United States of America,USA,Male,Yes,Auckland airport,2024-06-27,6,No,60 - 64,Independent Traveller,Most of the time,2332.236225,To go sightseeing,6,2024,Winter
GEN24_1065081,Auckland,Germany,Germany,Male,No,Auckland airport,2024-06-15,18,No,30 - 34,Independent Traveller,NA,3723.22344,To visit friends,6,2024,Winter
GEN24_1065083,Auckland,"China, People's Republic of",China,Female,Yes,Auckland airport,2024-06-21,12,No,30 - 34,Independent Traveller,Most of the time,2033.415633,Just for the holiday,6,2024,Winter
GEN24_1065085,Auckland,"China, People's Republic of",China,Male,Yes,Auckland airport,2024-06-29,4,No,30 - 34,Independent Traveller,Always,2666.666667,Just for the holiday,6,2024,Winter
GEN24_1065090,Auckland,United States of America,USA,Female,Yes,Auckland airport,2024-07-01,3,Yes,50 - 54,Tour Group,Sometimes,2065.119954,Just for the holiday,7,2024,Winter
GEN24_1065102,Auckland,Australia,Australia,Male,No,Auckland airport,2024-06-28,4,No,45 - 49,Independent Traveller,NA,855,To visit friends,6,2024,Winter
GEN24_1065112,Auckland,United States of America,USA,Male,No,Auckland airport,2024-06-27,7,No,50 - 54,Independent Traveller,Most of the time,4418.9739,Just for the holiday,6,2024,Winter
GEN24_1065122,Auckland,Taiwan,Rest of Asia,Female,Yes,Auckland airport,2024-06-22,12,No,20 - 24,Tour Group,Sometimes,4309.188333,To go sightseeing,6,2024,Winter
GEN24_1065123,Auckland,Taiwan,Rest of Asia,Female,No,Auckland airport,2024-06-22,12,No,20 - 24,Tour Group,Sometimes,3802.225,To go sightseeing,6,2024,Winter
GEN24_1065146,Queenstown,Australia,Australia,Female,No,Auckland airport,2024-06-26,8,No,30 - 34,Independent Traveller,Always,2903.432543,Just for the holiday,6,2024,Winter
GEN24_1065148,Queenstown,Australia,Australia,Female,Yes,Christchurch airport,2024-06-25,9,No,20 - 24,Independent Traveller,NA,4807.834533,To go sightseeing,6,2024,Winter
GEN24_1065149,Queenstown,Australia,Australia,Female,No,Queenstown airport,2024-06-28,6,No,50 - 54,Independent Traveller,Sometimes,1671.81519,Holiday - Other,6,2024,Winter
GEN24_1065152,Queenstown,Australia,Australia,Female,No,Queenstown airport,2024-06-29,5,No,40 - 44,Independent Traveller,Sometimes,3137.840493,Just for the holiday,6,2024,Winter
GEN24_1065157,Queenstown,Australia,Australia,Female,No,Christchurch airport,2024-06-24,10,No,65 - 69,Tour Group,Rarely,6993.213867,For some special event or occasion (non-sport-related),6,2024,Winter
GEN24_1065161,Auckland,South Africa,Africa and Middle East,Female,No,Auckland airport,2024-06-21,13,No,60 - 64,Independent Traveller,NA,656.0832,To visit family,6,2024,Winter
GEN24_1065165,Queenstown,Singapore,Rest of Asia,Male,No,Christchurch airport,2024-06-28,6,No,65 - 69,Independent Traveller,NA,1800,Just for the holiday,6,2024,Winter
GEN24_1065184,Auckland,Chile,Rest of Americas,Another Gender,Yes,Auckland airport,2024-06-26,8,No,25 - 29,Independent Traveller,NA,1050,Just for the holiday,6,2024,Winter
GEN24_1065188,Auckland,Australia,Australia,Male,No,Auckland airport,2024-07-01,3,No,55 - 59,Independent Traveller,Always,901.468975,To visit family,7,2024,Winter
GEN24_1065190,Auckland,Australia,Australia,Male,No,Auckland airport,2024-06-30,4,No,55 - 59,Independent Traveller,NA,268.801658,To care for a family member or friend,6,2024,Winter
GEN24_1065196,Auckland,Cook Islands,Rest of Oceania,Male,No,Auckland airport,2024-06-26,8,No,55 - 59,Independent Traveller,Always,1170,To visit family,6,2024,Winter
GEN24_1065203,Christchurch,Norway,Rest of Europe,Male,Yes,Christchurch airport,2024-06-29,5,No,40 - 44,Independent Traveller,NA,7800,Related to your job or business,6,2024,Winter
GEN24_1065205,Christchurch,"China, People's Republic of",China,Female,Yes,Auckland airport,2024-06-29,5,Yes,20 - 24,Package,NA,866.024368,Related to your job or business,6,2024,Winter
GEN24_1065214,Auckland,United States of America,USA,Male,No,Auckland airport,2024-06-19,15,No,40 - 44,Independent Traveller,Most of the time,1449.610486,To visit family,6,2024,Winter
GEN24_1065216,Auckland,United States of America,USA,Female,Yes,Auckland airport,2024-06-24,10,Yes,35 - 39,Package,Sometimes,3805.227525,Just for the holiday,6,2024,Winter
GEN24_1065222,Auckland,"China, People's Republic of",China,Female,Yes,Auckland airport,2024-06-26,8,No,Under 20,Independent Traveller,NA,2743.333333,Just for the holiday,6,2024,Winter
GEN24_1065226,Auckland,Canada,Canada,Female,Yes,Auckland airport,2024-06-21,13,No,55 - 59,Independent Traveller,Rarely,3250,"For a wedding, funeral, other family occasion",6,2024,Winter
GEN24_1065231,Auckland,"China, People's Republic of",China,Female,Yes,Auckland airport,2024-06-29,5,No,20 - 24,Independent Traveller,NA,900.1862467,Related to your job or business,6,2024,Winter
GEN24_1065244,Auckland,Australia,Australia,Female,No,Auckland airport,2024-07-02,3,No,55 - 59,Independent Traveller,NA,2130.74485,To visit family,7,2024,Winter
GEN24_1065249,Auckland,United States of America,USA,Female,Yes,Auckland airport,2024-07-03,2,No,25 - 29,Independent Traveller,NA,1947.62183,Just for the holiday,7,2024,Winter
GEN24_1065260,Auckland,Australia,Australia,Male,No,Auckland airport,2024-07-03,2,Yes,35 - 39,Package,NA,1311.2276,Business,7,2024,Winter
GEN24_1065263,Christchurch,Germany,Germany,Male,Yes,Auckland airport,2024-06-25,10,No,25 - 29,Independent Traveller,Most of the time,2832.8874,Related to your job or business,6,2024,Winter
GEN24_1065266,Christchurch,"China, People's Republic of",China,Male,Yes,Christchurch airport,2024-06-30,5,No,20 - 24,Independent Traveller,NA,1460,Related to your job or business,6,2024,Winter
GEN24_1065270,Christchurch,England,UK,Female,Yes,Christchurch airport,2024-06-26,9,No,25 - 29,Independent Traveller,NA,2410,Related to your job or business,6,2024,Winter
GEN24_1065276,Christchurch,India,Rest of Asia,Female,Yes,Auckland airport,2024-06-30,5,No,30 - 34,Independent Traveller,NA,7415.5565,Related to your job or business,6,2024,Winter
GEN24_1065278,Auckland,Australia,Australia,Female,No,Auckland airport,2024-06-28,7,No,45 - 49,Independent Traveller,NA,1431.423463,To visit family,6,2024,Winter
GEN24_1065279,Auckland,United States of America,USA,Male,Yes,Auckland airport,2024-06-30,5,No,50 - 54,Independent Traveller,Most of the time,1816.68927,Just for the holiday,6,2024,Winter
GEN24_1065287,Auckland,"China, People's Republic of",China,Male,Yes,Auckland airport,2024-06-28,7,No,20 - 24,Tour Group,NA,1713.5525,Related to your job or business,6,2024,Winter
GEN24_1065288,Auckland,"China, People's Republic of",China,Female,Yes,Auckland airport,2024-06-28,7,Yes,20 - 24,Package,NA,983.375,Related to your job or business,6,2024,Winter
GEN24_1065291,Auckland,Japan,Japan,Female,Yes,Auckland airport,2024-07-02,3,Yes,25 - 29,Package,NA,5063.7312,To go sightseeing,7,2024,Winter
GEN24_1065293,Auckland,Canada,Canada,Female,Yes,Auckland airport,2024-06-17,18,No,25 - 29,Independent Traveller,NA,3437.5,To go sightseeing,6,2024,Winter
GEN24_1065296,Wellington,Australia,Australia,Male,No,Wellington airport,2024-06-21,14,No,20 - 24,Independent Traveller,NA,2048.793125,Holiday - Other,6,2024,Winter
GEN24_1065298,Auckland,Australia,Australia,Male,Yes,Auckland airport,2024-06-27,8,No,20 - 24,Independent Traveller,Sometimes,2513.186233,For some special event or occasion (non-sport-related),6,2024,Winter
GEN24_1065300,Auckland,"China, People's Republic of",China,Male,Yes,Auckland airport,2024-07-02,3,No,25 - 29,Independent Traveller,Not sure,1987.7209,To go sightseeing,7,2024,Winter
GEN24_1065304,Auckland,Sri Lanka,Rest of Asia,Male,Yes,Auckland airport,2024-07-01,4,No,30 - 34,Independent Traveller,NA,2250,Just for the holiday,7,2024,Winter
GEN24_1065307,Wellington,England,UK,Female,No,Wellington airport,2024-06-08,27,No,70 - 74,Independent Traveller,Most of the time,1170.3032,To visit family,6,2024,Winter
GEN24_1065324,Auckland,England,UK,Female,No,Auckland airport,2024-06-06,29,No,40 - 44,Tour Group,Sometimes,2468.27584,To visit family,6,2024,Winter
GEN24_1065325,Auckland,Taiwan,Rest of Asia,Male,No,Christchurch airport,2024-06-28,7,No,60 - 64,Independent Traveller,Most of the time,1970,Related to your job or business,6,2024,Winter
GEN24_1065330,Auckland,"China, People's Republic of",China,Female,Yes,Queenstown airport,2024-06-26,9,Not sure,25 - 29,Independent Traveller,Sometimes,3198.631333,Related to your job or business,6,2024,Winter
GEN24_1065331,Auckland,Hong Kong (Special Administrative Region),Rest of Asia,Male,Yes,Queenstown airport,2024-06-24,11,No,30 - 34,Independent Traveller,Sometimes,5235.275133,Holiday - Other,6,2024,Winter
GEN24_1065332,Auckland,Germany,Germany,Female,Yes,Auckland airport,2024-01-06,181,No,Under 20,Tour Group,NA,3615.30392,For a working holiday,1,2024,Summer
GEN24_1065336,Auckland,Germany,Germany,Female,Yes,Auckland airport,2023-10-08,271,Yes,Under 20,Package,Most of the time,9879.138151,For a working holiday,10,2023,Spring
GEN24_1065345,Auckland,Australia,Australia,Female,No,Auckland airport,2024-06-26,9,No,30 - 34,Independent Traveller,Sometimes,512,To visit family,6,2024,Winter
GEN24_1065349,Auckland,Australia,Australia,Female,Yes,Queenstown airport,2024-06-30,5,Yes,40 - 44,Package,NA,15844.00017,Just for the holiday,6,2024,Winter
GEN24_1065350,Auckland,Australia,Australia,Male,No,Auckland airport,2024-07-03,2,No,65 - 69,Independent Traveller,NA,819.51725,Related to your job or business,7,2024,Winter
GEN24_1065355,Christchurch,India,Rest of Asia,Female,Yes,Christchurch airport,2024-06-28,7,No,25 - 29,Independent Traveller,NA,1600,Related to your job or business,6,2024,Winter
GEN24_1065361,Christchurch,"China, People's Republic of",China,Female,Yes,Christchurch airport,2024-06-28,7,Not sure,20 - 24,Tour Group,Most of the time,1599.315667,Related to your job or business,6,2024,Winter
GEN24_1065387,Auckland,United States of America,USA,Female,No,Auckland airport,2024-06-21,14,No,55 - 59,Independent Traveller,NA,1841.239125,"For a wedding, funeral, other family occasion",6,2024,Winter
GEN24_1065389,Auckland,United States of America,USA,Male,Yes,Auckland airport,2024-06-28,7,No,25 - 29,Independent Traveller,Sometimes,1717.5,To go sightseeing,6,2024,Winter
GEN24_1065393,Auckland,France,Rest of Europe,Male,Yes,Auckland airport,2024-06-16,19,No,60 - 64,Independent Traveller,Sometimes,4154.90152,To go sightseeing,6,2024,Winter
GEN24_1065408,Auckland,Tonga,Rest of Oceania,Female,No,Auckland airport,2024-06-21,15,No,30 - 34,Independent Traveller,NA,1560.588505,To visit family,6,2024,Winter
GEN24_1065413,Auckland,Canada,Canada,Female,No,Christchurch airport,2024-06-06,30,No,30 - 34,Independent Traveller,NA,3057.849223,Just for the holiday,6,2024,Winter
GEN24_1065420,Auckland,Malaysia,Rest of Asia,Female,No,Auckland airport,2024-06-30,6,No,35 - 39,Independent Traveller,NA,2450,Business,6,2024,Winter
GEN24_1065421,Auckland,Thailand,Rest of Asia,Female,No,Auckland airport,2024-07-04,2,Not sure,Under 20,Independent Traveller,Most of the time,1698,Other,7,2024,Winter
GEN24_1065433,Auckland,United States of America,USA,Female,Yes,Auckland airport,2024-06-28,8,No,60 - 64,Independent Traveller,Most of the time,2536.81835,Just for the holiday,6,2024,Winter
GEN24_1065437,Auckland,Australia,Australia,Female,No,Auckland airport,2024-06-29,7,No,25 - 29,Independent Traveller,NA,2021.475883,Just for the holiday,6,2024,Winter
GEN24_1065443,Auckland,United States of America,USA,Female,Yes,Auckland airport,2024-06-24,12,No,20 - 24,Independent Traveller,NA,4120.283998,For your honeymoon,6,2024,Winter
GEN24_1065445,Auckland,"China, People's Republic of",China,Male,Yes,Auckland airport,2024-06-29,7,No,45 - 49,Independent Traveller,Sometimes,2147.652467,Just for the holiday,6,2024,Winter
GEN24_1065462,Auckland,"China, People's Republic of",China,Female,Yes,Auckland airport,2024-06-20,16,No,35 - 39,Independent Traveller,NA,4900,Just for the holiday,6,2024,Winter
GEN24_1065465,Auckland,Singapore,Rest of Asia,Female,No,Auckland airport,2024-05-11,56,No,70 - 74,Independent Traveller,Most of the time,300,To visit family,5,2024,Autumn
GEN24_1065469,Auckland,Singapore,Rest of Asia,Female,Yes,Auckland airport,2024-06-22,14,No,30 - 34,Independent Traveller,NA,3162.48195,To visit family,6,2024,Winter
GEN24_1065478,Auckland,Australia,Australia,Female,No,Auckland airport,2024-07-06,1,No,50 - 54,Independent Traveller,NA,781.2731117,"For a wedding, funeral, other family occasion",7,2024,Winter
GEN24_1065480,Auckland,Philippines,Rest of Asia,Female,Yes,Auckland airport,2024-06-22,15,No,35 - 39,Independent Traveller,NA,3500,"For a wedding, funeral, other family occasion",6,2024,Winter
GEN24_1065512,Auckland,"China, People's Republic of",China,Female,Yes,Auckland airport,2024-06-27,10,No,25 - 29,Tour Group,Rarely,1690.705133,Just for the holiday,6,2024,Winter
GEN24_1065517,Auckland,United States of America,USA,Female,No,Christchurch airport,2024-06-26,11,No,45 - 49,Tour Group,Rarely,2127.6541,To visit family,6,2024,Winter
GEN24_1065525,Auckland,"China, People's Republic of",China,Female,No,Auckland airport,2024-06-27,10,No,20 - 24,Tour Group,Rarely,2239.041933,Related to your job or business,6,2024,Winter
GEN24_1065526,Auckland,"China, People's Republic of",China,Female,Yes,Auckland airport,2024-06-27,10,No,20 - 24,Tour Group,Sometimes,3220,Just for the holiday,6,2024,Winter
GEN24_1065527,Auckland,"China, People's Republic of",China,Male,Yes,Auckland airport,2024-06-29,8,No,45 - 49,Independent Traveller,Most of the time,3411.873422,To go sightseeing,6,2024,Winter
GEN24_1065537,Auckland,"China, People's Republic of",China,Another Gender,Yes,Auckland airport,2024-06-23,14,Yes,20 - 24,Tour Group,NA,2370.414292,To go sightseeing,6,2024,Winter
GEN24_1065539,Christchurch,Germany,Germany,Male,Yes,Christchurch airport,2024-06-16,22,No,65 - 69,Independent Traveller,Most of the time,5459,To go sightseeing,6,2024,Winter
GEN24_1065542,Christchurch,Malaysia,Rest of Asia,Female,No,Auckland airport,2023-12-08,213,No,30 - 34,Tour Group,NA,7899,For a working holiday,12,2023,Summer
GEN24_1065543,Christchurch,Singapore,Rest of Asia,Female,Yes,Christchurch airport,2024-06-26,12,No,35 - 39,Independent Traveller,Most of the time,7565.1529,Just for the holiday,6,2024,Winter
GEN24_1065547,Christchurch,Singapore,Rest of Asia,Female,Yes,Christchurch airport,2024-06-29,9,No,25 - 29,Independent Traveller,Most of the time,5728.2995,Related to your job or business,6,2024,Winter
GEN24_1065548,Christchurch,Austria,Rest of Europe,Female,Yes,Christchurch airport,2024-07-04,4,Yes,50 - 54,Package,Always,2020.190154,To visit family,7,2024,Winter
GEN24_1065550,Christchurch,Singapore,Rest of Asia,Male,No,Christchurch airport,2024-07-06,2,No,35 - 39,Independent Traveller,Most of the time,1550.23625,For a working holiday,7,2024,Winter
GEN24_1065566,Auckland,India,Rest of Asia,Female,Yes,Auckland airport,2024-06-20,18,No,30 - 34,Independent Traveller,NA,2442.541667,Just for the holiday,6,2024,Winter
GEN24_1065579,Auckland,Australia,Australia,Male,No,Auckland airport,2024-07-04,4,No,65 - 69,Independent Traveller,Rarely,1994.158642,To visit family,7,2024,Winter
GEN24_1065583,Christchurch,England,UK,Female,No,Christchurch airport,2024-06-08,30,No,65 - 69,Independent Traveller,Most of the time,3510.9096,"For a wedding, funeral, other family occasion",6,2024,Winter
GEN24_1065592,Christchurch,Australia,Australia,Female,No,Christchurch airport,2024-07-04,4,No,70 - 74,Independent Traveller,Always,546.3448333,To visit family,7,2024,Winter
GEN24_1065610,Christchurch,Norway,Rest of Europe,Female,Yes,Auckland airport,2023-07-11,363,Not sure,Under 20,Independent Traveller,Sometimes,36700,Other,7,2023,Winter
GEN24_1065614,Christchurch,Australia,Australia,Female,No,Auckland airport,2024-06-22,16,No,30 - 34,Independent Traveller,NA,5414.884348,Just for the holiday,6,2024,Winter
GEN24_1065621,Christchurch,England,UK,Male,No,Christchurch airport,2024-06-09,29,No,60 - 64,Independent Traveller,Sometimes,3410,To visit family,6,2024,Winter
GEN24_1065627,Auckland,United States of America,USA,Female,Yes,Auckland airport,2024-06-20,18,No,25 - 29,Independent Traveller,Most of the time,5053.178488,For your honeymoon,6,2024,Winter
GEN24_1065628,Auckland,England,UK,Female,Yes,Christchurch airport,2024-06-10,28,No,25 - 29,Tour Group,NA,5830.23776,Just for the holiday,6,2024,Winter
GEN24_1065632,Auckland,Mexico,Rest of Americas,Female,Yes,Auckland airport,2024-07-02,6,No,45 - 49,Independent Traveller,Most of the time,1494,Related to your job or business,7,2024,Winter
GEN24_1065643,Auckland,France,Rest of Europe,Male,Yes,Auckland airport,2024-06-26,12,No,20 - 24,Independent Traveller,Most of the time,1030,Just for the holiday,6,2024,Winter
GEN24_1065647,Auckland,Australia,Australia,Male,Yes,Auckland airport,2024-06-30,8,No,Under 20,Independent Traveller,NA,1764.693812,To visit friends,6,2024,Winter
GEN24_1065648,Auckland,Australia,Australia,Male,Yes,Queenstown airport,2024-06-29,9,No,25 - 29,Independent Traveller,NA,2489.147061,Just for the holiday,6,2024,Winter
GEN24_1065669,Auckland,South Africa,Africa and Middle East,Male,Yes,Christchurch airport,2024-06-26,13,No,40 - 44,Independent Traveller,NA,4118.744533,To visit friends,6,2024,Winter
GEN24_1065677,Auckland,Philippines,Rest of Asia,Male,Yes,Auckland airport,2024-06-19,20,No,40 - 44,Tour Group,Always,3166.666667,Visiting Friends/Relatives - Other,6,2024,Winter
GEN24_1065679,Auckland,Other,Africa and Middle East,Female,No,Auckland airport,2024-07-07,2,No,50 - 54,Independent Traveller,Never,6500,"For a wedding, funeral, other family occasion",7,2024,Winter
GEN24_1065680,Auckland,Other,Africa and Middle East,Female,No,Auckland airport,2024-06-19,20,No,55 - 59,Independent Traveller,Sometimes,5106.7776,To visit family,6,2024,Winter
GEN24_1065682,Auckland,Australia,Australia,Male,No,Auckland airport,2024-07-02,7,No,55 - 59,Independent Traveller,NA,381.3486937,Other,7,2024,Winter
GEN24_1065689,Auckland,Australia,Australia,Female,No,Auckland airport,2024-06-24,15,No,20 - 24,Independent Traveller,Rarely,234,"For a wedding, funeral, other family occasion",6,2024,Winter
GEN24_1065698,Auckland,Australia,Australia,Female,No,Auckland airport,2024-07-02,7,No,55 - 59,Independent Traveller,NA,1341.822911,To visit family,7,2024,Winter
GEN24_1065711,Auckland,Hong Kong (Special Administrative Region),Rest of Asia,Male,Yes,Auckland airport,2024-07-06,3,No,20 - 24,Independent Traveller,NA,1258.984,Just for the holiday,7,2024,Winter
GEN24_1065728,Christchurch,England,UK,Female,Yes,Auckland airport,2024-02-07,153,No,Under 20,Tour Group,NA,10250,For a working holiday,2,2024,Summer
