response_id,experience_more_maori_culture,improve_maori_culture_understanding,enjoy_maori_culture_experience
GEN24_1002804,Don't know / Not sure,NA,NA
GEN24_1002807,Disagree,NA,NA
GEN24_1002808,Agree,NA,NA
GEN24_1002812,Don't know / Not sure,NA,NA
GEN24_1002813,Agree,NA,NA
GEN24_1002816,Agree,NA,NA
GEN24_1002817,Don't know / Not sure,Agree,Agree
GEN24_1002819,Agree,NA,NA
GEN24_1002820,Don't know / Not sure,NA,NA
GEN24_1002824,Agree,Agree,Agree
GEN24_1002826,Agree,NA,NA
GEN24_1002836,Agree,Agree,Agree
GEN24_1002839,Agree,NA,NA
GEN24_1002840,Disagree,NA,NA
GEN24_1002848,Agree,Agree,Agree
GEN24_1002853,Agree,NA,NA
GEN24_1002855,Agree,NA,NA
GEN24_1002856,Agree,NA,NA
GEN24_1002858,Agree,NA,NA
GEN24_1002860,Agree,Agree,Agree
GEN24_1002864,Don't know / Not sure,NA,NA
GEN24_1002865,Agree,Agree,Agree
GEN24_1002874,Disagree,NA,NA
GEN24_1002880,Agree,NA,NA
GEN24_1002881,Don't know / Not sure,NA,NA
GEN24_1002882,Agree,NA,NA
GEN24_1002883,Agree,NA,NA
GEN24_1002884,Don't know / Not sure,NA,NA
GEN24_1002888,Agree,NA,NA
GEN24_1002889,Agree,NA,NA
GEN24_1002892,Agree,Agree,Agree
GEN24_1002894,Agree,NA,NA
GEN24_1002906,Don't know / Not sure,NA,NA
GEN24_1002907,Agree,NA,NA
GEN24_1002912,Agree,NA,NA
GEN24_1002919,Agree,NA,NA
GEN24_1002920,Don't know / Not sure,NA,NA
GEN24_1002921,Don't know / Not sure,NA,NA
GEN24_1002922,Don't know / Not sure,NA,NA
GEN24_1002929,Agree,NA,NA
GEN24_1002932,Don't know / Not sure,NA,NA
GEN24_1002940,Disagree,NA,NA
GEN24_1002943,Disagree,NA,NA
GEN24_1002946,Agree,NA,NA
GEN24_1002948,Agree,NA,NA
GEN24_1002951,Disagree,NA,NA
GEN24_1002952,Agree,NA,NA
GEN24_1002960,Don't know / Not sure,Agree,Agree
GEN24_1002969,Agree,NA,NA
GEN24_1002971,Agree,NA,NA
GEN24_1002974,Agree,NA,NA
GEN24_1002978,Agree,NA,NA
GEN24_1002981,Agree,NA,NA
GEN24_1002982,Agree,NA,NA
GEN24_1002984,Agree,NA,NA
GEN24_1002985,Agree,NA,NA
GEN24_1002986,Agree,NA,NA
GEN24_1002987,Don't know / Not sure,NA,NA
GEN24_1002988,Agree,NA,NA
GEN24_1002990,Agree,NA,NA
GEN24_1002997,Agree,NA,NA
GEN24_1003006,Disagree,NA,NA
GEN24_1003021,Disagree,NA,NA
GEN24_1003022,Disagree,NA,NA
GEN24_1003025,Disagree,NA,NA
GEN24_1003026,Agree,Agree,Agree
GEN24_1003029,Disagree,NA,NA
GEN24_1003032,Agree,NA,NA
GEN24_1003042,Agree,NA,NA
GEN24_1003047,Agree,NA,NA
GEN24_1003058,Don't know / Not sure,NA,NA
GEN24_1003061,Agree,Disagree,Disagree
GEN24_1003064,Agree,NA,NA
GEN24_1003065,Disagree,NA,NA
GEN24_1003066,Agree,NA,NA
GEN24_1003072,Agree,NA,NA
GEN24_1003076,Agree,Agree,Agree
GEN24_1003077,Agree,NA,NA
GEN24_1003079,Disagree,NA,NA
GEN24_1003080,Agree,NA,NA
GEN24_1003081,Agree,NA,NA
GEN24_1003084,Don't know / Not sure,NA,NA
GEN24_1003092,Disagree,NA,NA
GEN24_1003098,Agree,Agree,Agree
GEN24_1003106,Disagree,NA,NA
GEN24_1003107,Agree,Agree,Agree
GEN24_1003109,Disagree,NA,NA
GEN24_1003115,Don't know / Not sure,NA,NA
GEN24_1003116,Agree,NA,NA
GEN24_1003118,Disagree,NA,NA
GEN24_1003129,Agree,Agree,Agree
GEN24_1003131,Disagree,NA,NA
GEN24_1003133,Don't know / Not sure,NA,NA
GEN24_1003138,Agree,Agree,Agree
GEN24_1003142,Agree,Agree,Agree
GEN24_1003143,Agree,Agree,Agree
GEN24_1003146,Agree,NA,NA
GEN24_1003149,Agree,NA,NA
GEN24_1003151,Agree,NA,NA
GEN24_1003158,Agree,Agree,Agree
GEN24_1003161,Disagree,NA,NA
GEN24_1003162,Agree,NA,NA
GEN24_1003175,Agree,NA,NA
GEN24_1003176,Agree,Agree,Agree
GEN24_1003178,Agree,Agree,Agree
GEN24_1003181,Agree,Agree,Agree
GEN24_1003185,Disagree,Agree,Agree
GEN24_1003189,Agree,NA,NA
GEN24_1003202,Agree,Agree,Agree
GEN24_1003203,Agree,Agree,Agree
GEN24_1003205,Agree,NA,NA
GEN24_1003206,Don't know / Not sure,Agree,Agree
GEN24_1003209,Don't know / Not sure,NA,NA
GEN24_1003214,Disagree,NA,NA
GEN24_1003215,Disagree,NA,NA
GEN24_1003216,Don't know / Not sure,NA,NA
GEN24_1003217,Agree,NA,NA
GEN24_1003221,Agree,NA,NA
GEN24_1003223,Agree,NA,NA
GEN24_1003231,Don't know / Not sure,NA,NA
GEN24_1003235,Agree,Agree,Agree
GEN24_1003240,Don't know / Not sure,NA,NA
GEN24_1003243,Agree,NA,NA
GEN24_1003250,Agree,NA,NA
GEN24_1003257,Disagree,NA,NA
GEN24_1003259,Agree,Agree,Agree
GEN24_1003265,Agree,NA,NA
GEN24_1003268,Agree,NA,NA
GEN24_1003269,Agree,Agree,Agree
GEN24_1003273,Agree,NA,NA
GEN24_1003277,Disagree,NA,NA
GEN24_1003278,Don't know / Not sure,NA,NA
GEN24_1003279,Agree,NA,NA
GEN24_1003280,Agree,Agree,Agree
GEN24_1003281,Don't know / Not sure,NA,NA
GEN24_1003283,Agree,NA,NA
GEN24_1003290,Agree,NA,NA
GEN24_1003297,Agree,NA,NA
GEN24_1003314,Agree,Agree,Agree
GEN24_1003318,Agree,NA,NA
GEN24_1003319,Disagree,NA,NA
GEN24_1003323,Don't know / Not sure,NA,NA
GEN24_1003325,Don't know / Not sure,NA,NA
GEN24_1003330,Agree,NA,NA
GEN24_1003337,Don't know / Not sure,NA,NA
GEN24_1003338,Agree,NA,NA
GEN24_1003339,Agree,NA,NA
GEN24_1003341,Disagree,NA,NA
GEN24_1003345,Agree,NA,NA
GEN24_1003347,Agree,NA,NA
GEN24_1003354,Disagree,NA,NA
GEN24_1003370,Agree,Agree,Agree
GEN24_1003371,Agree,NA,NA
GEN24_1003373,Agree,NA,NA
GEN24_1003376,Agree,NA,NA
GEN24_1003377,Agree,NA,Agree
GEN24_1003378,Don't know / Not sure,NA,NA
GEN24_1003379,Agree,Agree,Agree
GEN24_1003387,Agree,Agree,Agree
GEN24_1003394,Agree,Agree,Agree
GEN24_1003398,Agree,Agree,Agree
GEN24_1003403,Agree,Agree,Agree
GEN24_1003415,Agree,Agree,Agree
GEN24_1003429,Don't know / Not sure,NA,NA
GEN24_1003430,Don't know / Not sure,Agree,Agree
GEN24_1003433,Don't know / Not sure,NA,NA
GEN24_1003435,Don't know / Not sure,NA,NA
GEN24_1003439,Agree,NA,NA
GEN24_1003445,Agree,NA,NA
GEN24_1003448,Agree,NA,NA
GEN24_1003449,Don't know / Not sure,NA,NA
GEN24_1003454,Agree,NA,NA
GEN24_1003456,Agree,NA,NA
GEN24_1003461,Agree,Agree,Agree
GEN24_1003466,Agree,Agree,Agree
GEN24_1003469,Disagree,NA,NA
GEN24_1003470,Agree,NA,NA
GEN24_1003472,Agree,NA,NA
GEN24_1003476,Agree,NA,NA
GEN24_1003482,Disagree,NA,NA
GEN24_1003486,Disagree,NA,NA
GEN24_1003490,Agree,NA,NA
GEN24_1003491,Agree,NA,NA
GEN24_1003495,Agree,Agree,Agree
GEN24_1003498,Don't know / Not sure,NA,NA
GEN24_1003499,Don't know / Not sure,NA,NA
GEN24_1003500,Disagree,NA,NA
GEN24_1003502,Agree,Agree,Agree
GEN24_1003503,Agree,NA,NA
GEN24_1003508,Agree,NA,NA
GEN24_1003509,Agree,NA,NA
GEN24_1003510,Agree,Disagree,Agree
GEN24_1003511,Disagree,NA,NA
GEN24_1003513,Agree,NA,NA
GEN24_1003515,Disagree,NA,NA
GEN24_1003525,Disagree,NA,NA
GEN24_1003527,Agree,NA,NA
GEN24_1003528,Agree,NA,NA
GEN24_1003537,Agree,NA,NA
GEN24_1003538,Agree,Agree,Agree
GEN24_1003542,Disagree,NA,NA
GEN24_1003549,Agree,NA,NA
GEN24_1003563,Agree,NA,NA
GEN24_1003570,Agree,NA,NA
GEN24_1003577,Don't know / Not sure,Agree,Agree
GEN24_1003580,Agree,Agree,Agree
GEN24_1003586,Agree,NA,NA
GEN24_1003591,Agree,Agree,Agree
GEN24_1003593,Don't know / Not sure,NA,NA
GEN24_1003599,Disagree,Agree,Agree
GEN24_1003602,Agree,Agree,Agree
GEN24_1003610,Agree,NA,NA
GEN24_1003611,Agree,NA,NA
GEN24_1003614,Agree,NA,NA
GEN24_1003622,Don't know / Not sure,NA,NA
GEN24_1003627,Agree,NA,NA
GEN24_1003629,Agree,NA,NA
GEN24_1003633,Agree,NA,Agree
GEN24_1003639,Don't know / Not sure,Agree,Agree
GEN24_1003645,Agree,NA,NA
GEN24_1003647,Agree,NA,NA
GEN24_1003651,Agree,NA,NA
GEN24_1003673,Agree,NA,NA
GEN24_1003674,Agree,NA,NA
GEN24_1003678,Disagree,NA,NA
GEN24_1003684,Disagree,NA,NA
GEN24_1003685,Disagree,NA,NA
GEN24_1003687,Agree,NA,NA
GEN24_1003688,Agree,NA,NA
GEN24_1003708,Don't know / Not sure,NA,NA
GEN24_1003713,Don't know / Not sure,NA,NA
GEN24_1003714,Disagree,NA,NA
GEN24_1003722,Agree,NA,NA
GEN24_1003724,Don't know / Not sure,NA,NA
GEN24_1003726,Disagree,Agree,Agree
GEN24_1003728,Agree,NA,NA
GEN24_1003730,Agree,NA,NA
GEN24_1003731,Disagree,NA,NA
GEN24_1003732,Don't know / Not sure,NA,NA
GEN24_1003734,Disagree,NA,NA
GEN24_1003735,Agree,NA,NA
GEN24_1003736,Disagree,NA,NA
GEN24_1003738,Agree,Agree,Agree
GEN24_1003741,Agree,NA,NA
GEN24_1003742,Agree,Agree,Agree
GEN24_1003750,Don't know / Not sure,NA,NA
GEN24_1003753,Agree,Agree,Agree
GEN24_1003756,Agree,NA,NA
GEN24_1003759,Don't know / Not sure,NA,NA
GEN24_1003760,Agree,Agree,Agree
GEN24_1003767,Disagree,NA,NA
GEN24_1003773,Don't know / Not sure,NA,NA
GEN24_1003777,Disagree,NA,NA
GEN24_1003781,Disagree,NA,NA
GEN24_1003782,Disagree,NA,NA
GEN24_1003783,Agree,NA,NA
GEN24_1003785,Agree,Agree,Agree
GEN24_1003794,Disagree,Agree,Agree
GEN24_1003795,Disagree,Disagree,Agree
GEN24_1003803,Agree,Agree,Agree
GEN24_1003808,Agree,NA,NA
GEN24_1003825,Disagree,NA,NA
GEN24_1003829,Agree,Agree,Agree
GEN24_1003834,Don't know / Not sure,NA,NA
GEN24_1003836,Don't know / Not sure,NA,NA
GEN24_1003838,Don't know / Not sure,NA,NA
GEN24_1003842,Agree,Agree,Agree
GEN24_1003844,Agree,Agree,Agree
GEN24_1003846,Agree,NA,NA
GEN24_1003847,Don't know / Not sure,Agree,Agree
GEN24_1003851,Don't know / Not sure,NA,NA
GEN24_1003853,Don't know / Not sure,NA,NA
GEN24_1003857,Don't know / Not sure,NA,NA
GEN24_1003865,Disagree,NA,NA
GEN24_1003871,Agree,Agree,Agree
GEN24_1003872,Agree,NA,NA
GEN24_1003893,Agree,NA,NA
GEN24_1003903,Don't know / Not sure,NA,NA
GEN24_1003906,Don't know / Not sure,NA,NA
GEN24_1003907,Agree,Agree,Agree
GEN24_1003908,Don't know / Not sure,NA,NA
GEN24_1003909,Don't know / Not sure,NA,NA
GEN24_1003910,Agree,NA,NA
GEN24_1003911,Don't know / Not sure,NA,NA
GEN24_1003914,Disagree,NA,NA
GEN24_1003917,Agree,Agree,Agree
GEN24_1003920,Disagree,NA,NA
GEN24_1003922,Don't know / Not sure,NA,NA
GEN24_1003926,Disagree,NA,NA
GEN24_1003928,Disagree,Agree,Agree
GEN24_1003930,Agree,Agree,Agree
GEN24_1003936,Disagree,NA,NA
GEN24_1003947,Don't know / Not sure,NA,NA
GEN24_1003954,Agree,NA,NA
GEN24_1003955,Agree,NA,NA
GEN24_1003960,Agree,NA,NA
GEN24_1003962,Agree,NA,NA
GEN24_1003964,Don't know / Not sure,NA,NA
GEN24_1003968,Agree,NA,NA
GEN24_1003971,Agree,NA,NA
GEN24_1003973,Don't know / Not sure,NA,NA
GEN24_1003974,Agree,NA,NA
GEN24_1003975,Agree,Agree,Agree
GEN24_1003976,Don't know / Not sure,NA,NA
GEN24_1003988,Don't know / Not sure,NA,NA
GEN24_1003992,Agree,NA,NA
GEN24_1003994,Don't know / Not sure,NA,NA
GEN24_1003996,Agree,NA,NA
GEN24_1003998,Agree,NA,NA
GEN24_1003999,Agree,NA,NA
GEN24_1004005,Don't know / Not sure,NA,NA
GEN24_1004006,Agree,NA,NA
GEN24_1004009,Agree,NA,NA
GEN24_1004021,Agree,NA,NA
GEN24_1004022,Agree,NA,NA
GEN24_1004024,Agree,NA,NA
GEN24_1004033,Agree,Agree,Agree
GEN24_1004036,Don't know / Not sure,NA,NA
GEN24_1004039,Agree,NA,NA
GEN24_1004048,Agree,NA,NA
GEN24_1004049,Agree,Agree,Agree
GEN24_1004051,Agree,Agree,Agree
GEN24_1004054,Agree,Agree,Agree
GEN24_1004057,Don't know / Not sure,NA,NA
GEN24_1004061,Agree,NA,NA
GEN24_1004073,Don't know / Not sure,NA,NA
GEN24_1004074,Agree,NA,NA
GEN24_1004075,Don't know / Not sure,NA,NA
GEN24_1004083,Agree,NA,NA
GEN24_1004088,Disagree,NA,NA
GEN24_1004090,Don't know / Not sure,NA,NA
GEN24_1004091,Don't know / Not sure,NA,NA
GEN24_1004094,Agree,Agree,Agree
GEN24_1004100,Don't know / Not sure,Agree,Agree
GEN24_1004109,Don't know / Not sure,Agree,Agree
GEN24_1004113,Agree,NA,NA
GEN24_1004116,Agree,Disagree,Agree
GEN24_1004119,Agree,NA,NA
GEN24_1004124,Agree,NA,NA
GEN24_1004129,Don't know / Not sure,NA,NA
GEN24_1004136,Disagree,NA,NA
GEN24_1004143,Disagree,NA,NA
GEN24_1004147,Don't know / Not sure,NA,NA
GEN24_1004149,Agree,NA,NA
GEN24_1004154,Agree,Agree,Agree
GEN24_1004157,Agree,Agree,Agree
GEN24_1004158,Agree,NA,NA
GEN24_1004159,Agree,NA,NA
GEN24_1004161,Don't know / Not sure,NA,NA
GEN24_1004167,Disagree,Agree,Agree
GEN24_1004169,Agree,NA,NA
GEN24_1004183,Agree,Agree,Agree
GEN24_1004193,Agree,Agree,Agree
GEN24_1004196,Agree,NA,NA
GEN24_1004198,Agree,Agree,Agree
GEN24_1004202,Don't know / Not sure,Agree,Agree
GEN24_1004203,Disagree,Agree,Agree
GEN24_1004218,Agree,NA,NA
GEN24_1004234,Agree,Agree,Agree
GEN24_1004239,Agree,NA,Agree
GEN24_1004244,Agree,NA,NA
GEN24_1004245,Disagree,Agree,Agree
GEN24_1004250,Agree,NA,NA
GEN24_1004251,Agree,NA,NA
GEN24_1004263,Agree,NA,NA
GEN24_1004264,Disagree,NA,NA
GEN24_1004265,Agree,NA,NA
GEN24_1004271,Agree,Agree,Agree
GEN24_1004272,Agree,Agree,Agree
GEN24_1004275,Agree,NA,NA
GEN24_1004277,Disagree,NA,NA
GEN24_1004279,Agree,NA,NA
GEN24_1004280,Agree,NA,NA
GEN24_1004282,Agree,NA,NA
GEN24_1004283,Don't know / Not sure,Agree,Agree
GEN24_1004291,Agree,NA,NA
GEN24_1004293,Don't know / Not sure,NA,NA
GEN24_1004294,Agree,Agree,Agree
GEN24_1004299,Don't know / Not sure,NA,NA
GEN24_1004301,Disagree,NA,NA
GEN24_1004303,Agree,Agree,Agree
GEN24_1004307,Agree,NA,NA
GEN24_1004308,Don't know / Not sure,NA,NA
GEN24_1004317,Agree,Agree,Agree
GEN24_1004318,Disagree,Agree,Agree
GEN24_1004322,Agree,Agree,Agree
GEN24_1004323,Agree,Agree,Agree
GEN24_1004339,Agree,Agree,Agree
GEN24_1004341,Disagree,NA,NA
GEN24_1004344,Disagree,NA,NA
GEN24_1004346,Disagree,NA,NA
GEN24_1004347,Don't know / Not sure,NA,NA
GEN24_1004350,Agree,Agree,Agree
GEN24_1004351,Disagree,NA,NA
GEN24_1004355,Agree,Agree,Agree
GEN24_1004362,Agree,Agree,Agree
GEN24_1004369,Agree,NA,NA
GEN24_1004374,Don't know / Not sure,NA,Agree
GEN24_1004377,Agree,NA,NA
GEN24_1004388,Disagree,Agree,Agree
GEN24_1004389,Don't know / Not sure,NA,NA
GEN24_1004390,Agree,Agree,Agree
GEN24_1004391,Agree,Agree,Agree
GEN24_1004396,Disagree,Agree,Agree
GEN24_1004403,Disagree,NA,NA
GEN24_1004416,Agree,NA,NA
GEN24_1004418,Disagree,NA,NA
GEN24_1004425,Don't know / Not sure,NA,NA
GEN24_1004427,Don't know / Not sure,NA,NA
GEN24_1004432,Disagree,NA,NA
GEN24_1004434,Agree,NA,NA
GEN24_1004442,Don't know / Not sure,NA,NA
GEN24_1004445,Agree,NA,NA
GEN24_1004447,Agree,NA,NA
GEN24_1004450,Disagree,NA,NA
GEN24_1004452,Agree,Agree,Agree
GEN24_1004454,Agree,NA,NA
GEN24_1004455,Don't know / Not sure,NA,NA
GEN24_1004456,Disagree,NA,NA
GEN24_1004462,Agree,NA,NA
GEN24_1004464,Agree,NA,NA
GEN24_1004465,Don't know / Not sure,Agree,NA
GEN24_1004469,Disagree,NA,NA
GEN24_1004471,Agree,NA,NA
GEN24_1004474,Agree,Agree,Agree
GEN24_1004476,Don't know / Not sure,NA,NA
GEN24_1004487,Don't know / Not sure,Agree,Agree
GEN24_1004488,Agree,NA,Agree
GEN24_1004491,Disagree,NA,NA
GEN24_1004492,Agree,NA,NA
GEN24_1004499,Don't know / Not sure,NA,NA
GEN24_1004500,Agree,Agree,Agree
GEN24_1004516,Agree,NA,NA
GEN24_1004517,Disagree,NA,NA
GEN24_1004520,Agree,NA,NA
GEN24_1004522,Agree,NA,NA
GEN24_1004523,Don't know / Not sure,NA,NA
GEN24_1004524,Disagree,NA,NA
GEN24_1004527,Agree,NA,NA
GEN24_1004529,Don't know / Not sure,NA,NA
GEN24_1004535,Don't know / Not sure,NA,NA
GEN24_1004541,Disagree,NA,NA
GEN24_1004562,Disagree,NA,NA
GEN24_1004563,Don't know / Not sure,NA,NA
GEN24_1004565,Agree,NA,NA
GEN24_1004569,Agree,NA,NA
GEN24_1004575,Don't know / Not sure,Agree,Agree
GEN24_1004576,Don't know / Not sure,NA,NA
GEN24_1004578,Disagree,NA,NA
GEN24_1004583,Don't know / Not sure,Agree,Agree
GEN24_1004584,Agree,Agree,Agree
GEN24_1004586,Agree,NA,NA
GEN24_1004591,Agree,Agree,Agree
GEN24_1004592,Disagree,NA,NA
GEN24_1004594,Disagree,Disagree,Agree
GEN24_1004596,Don't know / Not sure,NA,NA
GEN24_1004599,Don't know / Not sure,NA,NA
GEN24_1004603,Don't know / Not sure,Agree,Agree
GEN24_1004610,Disagree,NA,NA
GEN24_1004612,Agree,Agree,Agree
GEN24_1004614,Disagree,Agree,Agree
GEN24_1004617,Disagree,NA,NA
GEN24_1004621,Don't know / Not sure,NA,NA
GEN24_1004623,Don't know / Not sure,Agree,Agree
GEN24_1004626,Disagree,NA,NA
GEN24_1004628,Agree,NA,NA
GEN24_1004633,Agree,Agree,Agree
GEN24_1004635,Don't know / Not sure,Agree,Agree
GEN24_1004641,Agree,NA,NA
GEN24_1004642,Agree,Agree,Agree
GEN24_1004643,Agree,NA,NA
GEN24_1004652,Agree,Agree,Agree
GEN24_1004654,Agree,NA,NA
GEN24_1004655,Agree,NA,NA
GEN24_1004656,Disagree,NA,NA
GEN24_1004658,Agree,NA,NA
GEN24_1004660,Agree,Agree,Agree
GEN24_1004664,Agree,NA,NA
GEN24_1004665,Agree,Agree,Agree
GEN24_1004667,Disagree,NA,NA
GEN24_1004669,Don't know / Not sure,NA,NA
GEN24_1004670,Agree,NA,NA
GEN24_1004672,Agree,Agree,Agree
GEN24_1004685,Agree,Agree,Agree
GEN24_1004687,Don't know / Not sure,NA,NA
GEN24_1004689,Don't know / Not sure,NA,NA
GEN24_1004690,Agree,NA,NA
GEN24_1004695,Agree,Agree,Agree
GEN24_1004696,Agree,Agree,Agree
GEN24_1004699,Don't know / Not sure,Agree,Agree
GEN24_1004700,Agree,Agree,Agree
GEN24_1004701,Agree,NA,NA
GEN24_1004711,Don't know / Not sure,NA,NA
GEN24_1004721,Disagree,NA,NA
GEN24_1004727,Don't know / Not sure,NA,NA
GEN24_1004753,Agree,Agree,Agree
GEN24_1004756,Agree,Agree,Agree
GEN24_1004758,Don't know / Not sure,NA,NA
GEN24_1004761,Disagree,Agree,Agree
GEN24_1004768,Don't know / Not sure,Disagree,Agree
GEN24_1004773,Disagree,NA,NA
GEN24_1004777,Agree,Agree,Agree
GEN24_1004786,Agree,NA,NA
GEN24_1004789,Agree,NA,NA
GEN24_1004790,Disagree,NA,NA
GEN24_1004795,Agree,Agree,Agree
GEN24_1004801,Agree,Disagree,Agree
GEN24_1004803,Agree,NA,NA
GEN24_1004804,Don't know / Not sure,NA,NA
GEN24_1004808,Agree,NA,NA
GEN24_1004817,Disagree,Agree,Agree
GEN24_1004819,Agree,NA,NA
GEN24_1004822,Disagree,NA,NA
GEN24_1004826,Agree,NA,NA
GEN24_1004834,Agree,NA,NA
GEN24_1004839,Agree,Agree,Agree
GEN24_1004840,Disagree,NA,NA
GEN24_1004847,Agree,NA,NA
GEN24_1004851,Don't know / Not sure,NA,NA
GEN24_1004862,Don't know / Not sure,NA,NA
GEN24_1004868,Disagree,NA,NA
GEN24_1004869,Agree,NA,NA
GEN24_1004872,Agree,NA,NA
GEN24_1004874,Disagree,NA,NA
GEN24_1004876,Disagree,NA,NA
GEN24_1004877,Disagree,NA,NA
GEN24_1004881,Agree,Agree,Agree
GEN24_1004887,Don't know / Not sure,NA,NA
GEN24_1004894,Agree,Agree,Agree
GEN24_1004902,Agree,Agree,Agree
GEN24_1004906,Agree,Agree,Agree
GEN24_1004908,Agree,Agree,NA
GEN24_1004914,Agree,NA,NA
GEN24_1004920,Agree,NA,NA
GEN24_1004921,Agree,NA,NA
GEN24_1004924,Agree,NA,NA
GEN24_1004928,Agree,NA,NA
GEN24_1004932,Agree,NA,NA
GEN24_1004934,Disagree,NA,NA
GEN24_1004935,Agree,NA,NA
GEN24_1004938,Disagree,NA,NA
GEN24_1004939,Agree,Agree,Agree
GEN24_1004940,Disagree,NA,NA
GEN24_1004943,Agree,Agree,Agree
GEN24_1004963,Disagree,NA,NA
GEN24_1004966,Agree,NA,NA
GEN24_1004969,Disagree,NA,NA
GEN24_1004974,Don't know / Not sure,NA,NA
GEN24_1004976,Agree,NA,Agree
GEN24_1004978,Don't know / Not sure,NA,NA
GEN24_1004986,Don't know / Not sure,NA,Agree
GEN24_1004992,Disagree,NA,NA
GEN24_1004996,Agree,NA,NA
GEN24_1004997,Agree,NA,NA
GEN24_1005003,Don't know / Not sure,NA,NA
GEN24_1005007,Agree,NA,NA
GEN24_1005008,Don't know / Not sure,NA,NA
GEN24_1005009,Agree,NA,NA
GEN24_1005032,Agree,NA,NA
GEN24_1005034,Agree,NA,NA
GEN24_1005035,Don't know / Not sure,NA,NA
GEN24_1005036,Don't know / Not sure,NA,NA
GEN24_1005046,Agree,NA,NA
GEN24_1005051,Disagree,NA,NA
GEN24_1005052,Don't know / Not sure,NA,NA
GEN24_1005055,Disagree,NA,NA
GEN24_1005066,Agree,Agree,Agree
GEN24_1005069,Disagree,NA,NA
GEN24_1005071,Agree,NA,Agree
GEN24_1005090,Disagree,NA,NA
GEN24_1005093,Agree,Agree,Agree
GEN24_1005095,Agree,NA,Agree
GEN24_1005098,Agree,NA,NA
GEN24_1005101,Agree,NA,NA
GEN24_1005104,Agree,NA,NA
GEN24_1005107,Agree,NA,NA
GEN24_1005111,Agree,NA,NA
GEN24_1005116,Don't know / Not sure,NA,NA
GEN24_1005117,Agree,NA,NA
GEN24_1005119,Disagree,NA,NA
GEN24_1005124,Agree,NA,NA
GEN24_1005125,Agree,NA,NA
GEN24_1005130,Agree,NA,NA
GEN24_1005131,Don't know / Not sure,NA,NA
GEN24_1005136,Don't know / Not sure,NA,NA
GEN24_1005138,Agree,Agree,NA
GEN24_1005141,Agree,NA,NA
GEN24_1005148,Don't know / Not sure,NA,NA
GEN24_1005150,Don't know / Not sure,NA,NA
GEN24_1005152,Disagree,NA,NA
GEN24_1005154,Agree,NA,NA
GEN24_1005161,Disagree,Agree,Agree
GEN24_1005164,Agree,NA,NA
GEN24_1005166,Don't know / Not sure,NA,NA
GEN24_1005173,Agree,NA,NA
GEN24_1005176,Agree,NA,NA
GEN24_1005179,Agree,NA,NA
GEN24_1005180,Disagree,Agree,Agree
GEN24_1005181,Disagree,Agree,Agree
GEN24_1005185,Agree,NA,NA
GEN24_1005189,Agree,NA,NA
GEN24_1005190,Don't know / Not sure,NA,NA
GEN24_1005193,Agree,NA,NA
GEN24_1005196,Disagree,NA,NA
GEN24_1005200,Agree,NA,NA
GEN24_1005202,Agree,Agree,Agree
GEN24_1005203,Agree,NA,NA
GEN24_1005206,Agree,NA,NA
GEN24_1005208,Agree,NA,NA
GEN24_1005213,Agree,Agree,Agree
GEN24_1005216,Agree,NA,NA
GEN24_1005217,Disagree,NA,NA
GEN24_1005218,Agree,Agree,Agree
GEN24_1005219,Agree,NA,NA
GEN24_1005220,Agree,Agree,Agree
GEN24_1005224,Don't know / Not sure,NA,NA
GEN24_1005226,Agree,Agree,Agree
GEN24_1005236,Agree,NA,NA
GEN24_1005246,Don't know / Not sure,NA,NA
GEN24_1005257,Agree,Agree,Agree
GEN24_1005272,Disagree,NA,NA
GEN24_1005273,Agree,Agree,Agree
GEN24_1005274,Disagree,NA,NA
GEN24_1005276,Don't know / Not sure,Agree,Agree
GEN24_1005280,Don't know / Not sure,NA,NA
GEN24_1005281,Don't know / Not sure,NA,NA
GEN24_1005292,Agree,NA,NA
GEN24_1005294,Don't know / Not sure,NA,NA
GEN24_1005296,Agree,Agree,Agree
GEN24_1005298,Agree,NA,NA
GEN24_1005299,Agree,Agree,Agree
GEN24_1005303,Disagree,NA,NA
GEN24_1005308,Agree,NA,NA
GEN24_1005311,Agree,Agree,Agree
GEN24_1005314,Don't know / Not sure,Agree,Agree
GEN24_1005316,Disagree,NA,NA
GEN24_1005324,Agree,Agree,Agree
GEN24_1005327,Agree,NA,NA
GEN24_1005329,Agree,NA,NA
GEN24_1005338,Disagree,NA,NA
GEN24_1005343,Agree,Agree,Agree
GEN24_1005350,Agree,NA,NA
GEN24_1005353,Don't know / Not sure,NA,NA
GEN24_1005358,Agree,Agree,Agree
GEN24_1005360,Agree,NA,NA
GEN24_1005365,Agree,NA,NA
GEN24_1005366,Disagree,NA,NA
GEN24_1005367,Don't know / Not sure,NA,NA
GEN24_1005369,Agree,NA,NA
GEN24_1005370,Don't know / Not sure,NA,NA
GEN24_1005371,Agree,Agree,Agree
GEN24_1005372,Don't know / Not sure,NA,NA
GEN24_1005377,Agree,Disagree,Agree
GEN24_1005379,Agree,NA,NA
GEN24_1005385,Don't know / Not sure,NA,NA
GEN24_1005394,Don't know / Not sure,Agree,Agree
GEN24_1005395,Agree,NA,NA
GEN24_1005396,Disagree,NA,NA
GEN24_1005400,Disagree,NA,NA
GEN24_1005402,Don't know / Not sure,NA,NA
GEN24_1005406,Agree,Agree,Agree
GEN24_1005411,Agree,NA,NA
